measurement,own_rate_2534,interpretation
production_whole_nodes,0.4907983179232769,unchanged model age_to_index aggregation
cells_start_at_node,0.45435089726255845,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.49210470393379085,diagnostic uniform density within each four-year cell
