case,annual_property_tax_rate,purchase_grant,lump_sum_transfer_period_units,property_tax_revenue,grant_outlays,transfer_outlays,government_budget_residual,price,tfr,childless_rate,fixed_theta_loss,market_residual,strict_converged,fiscal_root_evaluations
rebated_tax1_baseline,0.01,False,0.2091064453125,0.20912753637392933,0.0,0.2091064453124996,2.109106142972328e-05,0.776082707252744,1.9801532180066586,0.10208370692159521,356.4975628954599,7.754405129926098e-06,True,14
rebated_tax2,0.02,False,0.35284423828125,0.35283414848235006,0.0,0.3528442382812498,-1.0089798899715063e-05,0.6357517534124397,1.9879746667193947,0.10104700416616172,457.28998491930696,7.265864885220299e-06,True,15
rebated_tax2_grant0p4_Hge6,0.02,True,0.298828125,0.34906742488863,0.05024476461792444,0.2988281249999995,-5.464729293913617e-06,0.6332725580920041,1.9957667191635151,0.09954068098591706,787.4955299085801,4.661187744018951e-06,True,10
