measurement,own_rate_2534,interpretation
production_whole_nodes,0.49135193485119716,unchanged model age_to_index aggregation
cells_start_at_node,0.4832280190141663,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.49173381147713463,diagnostic uniform density within each four-year cell
