requested_age,age,z_index,z,liquid_wealth,owner_entry_probability
30.0,30.0,0,0.6134533968572546,-12.0,nan
30.0,30.0,0,0.6134533968572546,-11.3,nan
30.0,30.0,0,0.6134533968572546,-10.6,nan
30.0,30.0,0,0.6134533968572546,-9.9,nan
30.0,30.0,0,0.6134533968572546,-9.2,nan
30.0,30.0,0,0.6134533968572546,-8.5,nan
30.0,30.0,0,0.6134533968572546,-7.800000000000001,nan
30.0,30.0,0,0.6134533968572546,-7.1000000000000005,nan
30.0,30.0,0,0.6134533968572546,-6.4,nan
30.0,30.0,0,0.6134533968572546,-5.7,nan
30.0,30.0,0,0.6134533968572546,-5.0,nan
30.0,30.0,0,0.6134533968572546,-4.8604651162790695,nan
30.0,30.0,0,0.6134533968572546,-4.72093023255814,nan
30.0,30.0,0,0.6134533968572546,-4.5813953488372094,nan
30.0,30.0,0,0.6134533968572546,-4.441860465116279,nan
30.0,30.0,0,0.6134533968572546,-4.3023255813953485,nan
30.0,30.0,0,0.6134533968572546,-4.162790697674419,nan
30.0,30.0,0,0.6134533968572546,-4.023255813953488,0.0
30.0,30.0,0,0.6134533968572546,-3.883720930232558,0.0
30.0,30.0,0,0.6134533968572546,-3.744186046511628,0.0
30.0,30.0,0,0.6134533968572546,-3.604651162790698,0.0
30.0,30.0,0,0.6134533968572546,-3.4651162790697674,0.0
30.0,30.0,0,0.6134533968572546,-3.3255813953488373,0.0
30.0,30.0,0,0.6134533968572546,-3.1860465116279073,0.0
30.0,30.0,0,0.6134533968572546,-3.046511627906977,0.0
30.0,30.0,0,0.6134533968572546,-2.9069767441860463,0.0
30.0,30.0,0,0.6134533968572546,-2.7674418604651163,0.0
30.0,30.0,0,0.6134533968572546,-2.6279069767441863,0.0
30.0,30.0,0,0.6134533968572546,-2.488372093023256,0.0
30.0,30.0,0,0.6134533968572546,-2.3488372093023258,0.0
30.0,30.0,0,0.6134533968572546,-2.2093023255813953,0.0
30.0,30.0,0,0.6134533968572546,-2.0697674418604652,0.0
30.0,30.0,0,0.6134533968572546,-1.9302325581395348,0.0
30.0,30.0,0,0.6134533968572546,-1.7906976744186047,0.0
30.0,30.0,0,0.6134533968572546,-1.6511627906976747,0.0
30.0,30.0,0,0.6134533968572546,-1.5116279069767442,0.0
30.0,30.0,0,0.6134533968572546,-1.3720930232558142,0.0
30.0,30.0,0,0.6134533968572546,-1.2325581395348837,0.0
30.0,30.0,0,0.6134533968572546,-1.0930232558139537,0.0
30.0,30.0,0,0.6134533968572546,-0.9534883720930232,0.0
30.0,30.0,0,0.6134533968572546,-0.8139534883720927,0.0
30.0,30.0,0,0.6134533968572546,-0.6744186046511631,0.0
30.0,30.0,0,0.6134533968572546,-0.5348837209302326,0.0
30.0,30.0,0,0.6134533968572546,-0.39534883720930214,0.0
30.0,30.0,0,0.6134533968572546,-0.25581395348837255,0.0
30.0,30.0,0,0.6134533968572546,-0.11627906976744207,0.0
30.0,30.0,0,0.6134533968572546,0.0,0.0
30.0,30.0,0,0.6134533968572546,0.1627906976744189,0.0
30.0,30.0,0,0.6134533968572546,0.3023255813953485,0.0
30.0,30.0,0,0.6134533968572546,0.44186046511627897,1.2297012290218845e-05
30.0,30.0,0,0.6134533968572546,0.5813953488372094,1.1588850611587986e-05
30.0,30.0,0,0.6134533968572546,0.720930232558139,1.090081968868617e-05
30.0,30.0,0,0.6134533968572546,0.8604651162790695,3.846502295345999e-05
30.0,30.0,0,0.6134533968572546,1.0,0.00013659762043971568
30.0,30.0,0,0.6134533968572546,1.1395348837209305,0.0008880498935468495
30.0,30.0,0,0.6134533968572546,1.27906976744186,0.006012510973960161
30.0,30.0,0,0.6134533968572546,1.4186046511627906,0.03582914173603058
30.0,30.0,0,0.6134533968572546,1.558139534883721,0.11293570697307587
30.0,30.0,0,0.6134533968572546,1.6976744186046506,0.17027521133422852
30.0,30.0,0,0.6134533968572546,1.837209302325581,0.24302881956100464
30.0,30.0,0,0.6134533968572546,1.9767441860465116,0.37492260336875916
30.0,30.0,0,0.6134533968572546,2.116279069767442,0.451436311006546
30.0,30.0,0,0.6134533968572546,2.2558139534883717,0.4146290719509125
