wealth_measure,group,parent_status,tenure_status,wealth,liquid_wealth,total_wealth,ergodic_mass,population_share,within_group_share,group_population_share,total_population_mass,liquidated_housing_discount_1_minus_psi
total_wealth_net_liquidation,all,all,all,10.645062859492,nan,10.645062859492,0.0009980626529487078,0.0009980626529487516,0.0009980626529487514,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,10.712401276217,nan,10.712401276217,4.15513604562582e-11,4.155136045626002e-11,4.1551360456260015e-11,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,10.721921436625,nan,10.721921436625,3.6187224029314605e-06,3.6187224029316193e-06,3.6187224029316184e-06,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,10.753259589919,nan,10.753259589919,0.00035631868746304764,0.00035631868746306325,0.0003563186874630632,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,10.784597743213,nan,10.784597743213,0.0009533559917920821,0.0009533559917921239,0.0009533559917921237,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,10.861456320346,nan,10.861456320346,2.8476155373473957e-06,2.8476155373475207e-06,2.84761553734752e-06,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,10.89279447364,nan,10.89279447364,0.0002961296656498025,0.0002961296656498155,0.0002961296656498154,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,10.924132626933,nan,10.924132626933,0.0009030784955792177,0.0009030784955792573,0.0009030784955792571,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,10.996231123863,nan,10.996231123863,3.8381664399501416e-07,3.83816643995031e-07,3.838166439950309e-07,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,11.0,nan,11.0,1.6304741884473337e-05,1.6304741884474052e-05,1.630474188447405e-05,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,11.000991204067,nan,11.000991204067,2.6967727404057093e-06,2.6967727404058274e-06,2.696772740405827e-06,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,11.032329357361,nan,11.032329357361,0.0002469864596116687,0.00024698645961167954,0.0002469864596116795,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,11.063667510654,nan,11.063667510654,0.0009220631404045673,0.0009220631404046077,0.0009220631404046075,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,11.140526087788,nan,11.140526087788,2.4099979246574283e-06,2.409997924657534e-06,2.4099979246575334e-06,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,11.171864241082,nan,11.171864241082,0.00020521347634290532,0.00020521347634291432,0.00020521347634291427,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,11.203202394375,nan,11.203202394375,0.0008551513487704256,0.0008551513487704631,0.0008551513487704629,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,11.280060971509,nan,11.280060971509,5.251789013258018e-06,5.251789013258249e-06,5.251789013258248e-06,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,11.283829847646,nan,11.283829847646,3.745694931084803e-11,3.745694931084967e-11,3.745694931084966e-11,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,11.311399124803,nan,11.311399124803,0.00018420384003731675,0.00018420384003732483,0.0001842038400373248,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,11.342737278096,nan,11.342737278096,0.00080862304697972,0.0008086230469797554,0.0008086230469797552,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,11.450934008524,nan,11.450934008524,0.0001421428015399912,0.00014214280153999743,0.0001421428015399974,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,11.482272161817,nan,11.482272161817,0.000741420164602291,0.0007414201646023235,0.0007414201646023233,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,11.567659695292,nan,11.567659695292,2.9483422386051556e-07,2.948342238605285e-07,2.948342238605284e-07,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,11.571428571429,nan,11.571428571429,1.1748676226853081e-05,1.1748676226853596e-05,1.1748676226853595e-05,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,11.590468892244,nan,11.590468892244,0.0001182477510633189,0.00011824775106332409,0.00011824775106332406,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,11.621807045538,nan,11.621807045538,0.0007293024453542601,0.0007293024453542921,0.0007293024453542919,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,11.730003775965,nan,11.730003775965,0.00010578223378138204,0.00010578223378138668,0.00010578223378138666,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,11.761341929259,nan,11.761341929259,0.0006831939803253161,0.000683193980325346,0.0006831939803253459,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,11.851489542937,nan,11.851489542937,6.2618836937986735e-06,6.261883693798948e-06,6.261883693798947e-06,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,11.855258419074,nan,11.855258419074,3.2341257696613e-11,3.2341257696614415e-11,3.234125769661441e-11,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,11.869538659686,nan,11.869538659686,8.394513961535004e-05,8.394513961535373e-05,8.39451396153537e-05,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,11.90087681298,nan,11.90087681298,0.0006520764828968436,0.0006520764828968723,0.000652076482896872,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,12.009073543407,nan,12.009073543407,6.680359558354925e-05,6.680359558355218e-05,6.680359558355217e-05,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,12.040411696701,nan,12.040411696701,0.0004907132399949698,0.0004907132399949913,0.0004907132399949912,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,12.13908826672,nan,12.13908826672,2.275526159378699e-07,2.2755261593787988e-07,2.2755261593787983e-07,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,12.142857142857,nan,12.142857142857,7.971897371882449e-06,7.971897371882798e-06,7.971897371882796e-06,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,12.148608427128,nan,12.148608427128,5.743577738777013e-05,5.743577738777265e-05,5.743577738777264e-05,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,12.179946580422,nan,12.179946580422,0.0004855080539109534,0.0004855080539109747,0.0004855080539109746,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,12.288143310849,nan,12.288143310849,4.8729701474214836e-05,4.872970147421697e-05,4.8729701474216964e-05,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,12.319481464143,nan,12.319481464143,0.0006372442185117842,0.0006372442185118122,0.000637244218511812,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,12.422918114366,nan,12.422918114366,4.610318937440483e-06,4.610318937440685e-06,4.610318937440683e-06,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,12.426686990503,nan,12.426686990503,2.8923198672502943e-11,2.8923198672504213e-11,2.8923198672504206e-11,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,12.42767819457,nan,12.42767819457,3.979293025030759e-05,3.979293025030934e-05,3.979293025030933e-05,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,12.459016347864,nan,12.459016347864,0.0004213406322402144,0.0004213406322402329,0.0004213406322402328,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,12.567213078291,nan,12.567213078291,3.328190273851095e-05,3.328190273851241e-05,3.3281902738512403e-05,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,12.598551231585,nan,12.598551231585,0.0003780770347161032,0.0003780770347161198,0.0003780770347161197,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,12.706747962012,nan,12.706747962012,6.649620744011036e-05,6.649620744011327e-05,6.649620744011326e-05,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,12.710516838149,nan,12.710516838149,1.555491625871933e-07,1.5554916258720013e-07,1.5554916258720008e-07,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,12.714285714286,nan,12.714285714286,5.591567344109148e-06,5.591567344109393e-06,5.591567344109392e-06,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,12.738086115306,nan,12.738086115306,0.0004311844826966354,0.00043118448269665433,0.0004311844826966542,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,12.877620999026,nan,12.877620999026,0.00042310328565098857,0.0004231032856510071,0.00042310328565100706,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,12.994346685795,nan,12.994346685795,3.4423830405162363e-06,3.442383040516387e-06,3.4423830405163866e-06,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,12.998115561932,nan,12.998115561932,2.3499929138139024e-11,2.3499929138140055e-11,2.3499929138140048e-11,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,13.017155882747,nan,13.017155882747,0.00029790755520136826,0.0002979075552013813,0.00029790755520138127,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,13.156690766468,nan,13.156690766468,0.0002888818788470184,0.00028888187884703107,0.000288881878847031,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,13.27817653344,nan,13.27817653344,6.416810528602367e-05,6.416810528602649e-05,6.416810528602648e-05,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,13.281945409577,nan,13.281945409577,1.2493871528732033e-07,1.249387152873258e-07,1.2493871528732578e-07,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,13.285714285714,nan,13.285714285714,3.936372017295615e-06,3.936372017295788e-06,3.936372017295787e-06,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,13.296225650189,nan,13.296225650189,0.0003199145080629524,0.00031991450806296645,0.00031991450806296635,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,13.43576053391,nan,13.43576053391,0.00025239235873601175,0.0002523923587360228,0.00025239235873602276,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,13.565775257223,nan,13.565775257223,2.6379374704593302e-06,2.637937470459446e-06,2.6379374704594454e-06,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,13.56954413336,nan,13.56954413336,2.195478999016879e-11,2.1954789990169752e-11,2.1954789990169745e-11,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,13.575295417631,nan,13.575295417631,0.00023447308309979396,0.00023447308309980424,0.00023447308309980418,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,13.714830301352,nan,13.714830301352,0.0001950551261911814,0.00019505512619118995,0.0001950551261911899,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,13.849605104869,nan,13.849605104869,3.5102428228925e-05,3.510242822892654e-05,3.510242822892653e-05,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,13.853373981006,nan,13.853373981006,9.585085080083269e-08,9.58508508008369e-08,9.585085080083687e-08,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,13.854365185073,nan,13.854365185073,0.00021062275662259906,0.0002106227566226083,0.00021062275662260825,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,13.857142857143,nan,13.857142857143,2.8860314241312406e-06,2.8860314241313672e-06,2.8860314241313664e-06,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,13.993900068794,nan,13.993900068794,0.0001670758622115102,0.00016707586221151752,0.0001670758622115175,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,14.133434952515,nan,14.133434952515,0.00035522626637642747,0.00035522626637644303,0.000355226266376443,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,14.137203828652,nan,14.137203828652,1.5579184082990365e-06,1.557918408299105e-06,1.5579184082991045e-06,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,14.140972704789,nan,14.140972704789,1.6202259152912755e-11,1.6202259152913466e-11,1.6202259152913463e-11,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,14.421033676298,nan,14.421033676298,1.809297346240592e-05,1.809297346240671e-05,1.8092973462406708e-05,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,14.424802552435,nan,14.424802552435,6.259025868393283e-08,6.259025868393556e-08,6.259025868393555e-08,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,14.428571428571,nan,14.428571428571,2.0699956475145806e-06,2.0699956475146713e-06,2.069995647514671e-06,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,14.704863523943,nan,14.704863523943,0.00038461632350736126,0.0003846163235073781,0.00038461632350737806,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,14.70863240008,nan,14.70863240008,1.1983228950407516e-06,1.198322895040804e-06,1.1983228950408039e-06,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,14.712401276217,nan,14.712401276217,1.3844001747969726e-11,1.3844001747970334e-11,1.384400174797033e-11,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,14.992462247726,nan,14.992462247726,1.0736468993741753e-05,1.0736468993742224e-05,1.0736468993742222e-05,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,14.996231123863,nan,14.996231123863,4.489840150512828e-08,4.489840150513025e-08,4.489840150513024e-08,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,15.276292095372,nan,15.276292095372,0.00020988746462571498,0.0002098874646257242,0.00020988746462572414,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,15.280060971509,nan,15.280060971509,7.591764627745746e-07,7.591764627746078e-07,7.591764627746077e-07,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,15.283829847646,nan,15.283829847646,1.0270179388185482e-11,1.0270179388185932e-11,1.027017938818593e-11,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,15.474341649025,nan,15.474341649025,1.388697007365007e-06,1.388697007365068e-06,1.3886970073650676e-06,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,15.563890819155,nan,15.563890819155,5.305869358470981e-06,5.305869358471214e-06,5.305869358471212e-06,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,15.567659695292,nan,15.567659695292,2.7374836599643915e-08,2.7374836599645116e-08,2.737483659964511e-08,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,15.847720666801,nan,15.847720666801,0.00010483789584429466,0.00010483789584429925,0.00010483789584429924,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,15.851489542937,nan,15.851489542937,4.114356255269915e-07,4.1143562552700955e-07,4.1143562552700944e-07,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,15.855258419074,nan,15.855258419074,8.194638638274793e-12,8.194638638275151e-12,8.19463863827515e-12,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,16.135319390583,nan,16.135319390583,2.499118344555044e-06,2.499118344555154e-06,2.499118344555153e-06,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,16.13908826672,nan,16.13908826672,1.467158592623682e-08,1.4671585926237464e-08,1.467158592623746e-08,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,16.3416407865,nan,16.3416407865,4.944822635915523e-07,4.94482263591574e-07,4.944822635915739e-07,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,16.419149238229,nan,16.419149238229,4.463378291007939e-05,4.463378291008135e-05,4.463378291008133e-05,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,16.422918114366,nan,16.422918114366,2.0189960148479468e-07,2.0189960148480353e-07,2.018996014848035e-07,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,16.706747962012,nan,16.706747962012,1.0812611465867355e-06,1.081261146586783e-06,1.0812611465867827e-06,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,16.710516838149,nan,16.710516838149,7.054733401241183e-09,7.0547334012414926e-09,7.054733401241491e-09,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,16.901028639528,nan,16.901028639528,4.493725051507128e-12,4.4937250515073255e-12,4.493725051507325e-12,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,16.990577809658,nan,16.990577809658,1.9058090677138933e-05,1.905809067713977e-05,1.9058090677139763e-05,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,16.994346685795,nan,16.994346685795,9.293471067646575e-08,9.293471067646983e-08,9.29347106764698e-08,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,17.27817653344,nan,17.27817653344,4.424056985381589e-07,4.424056985381783e-07,4.424056985381782e-07,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,17.281945409577,nan,17.281945409577,3.6678449670960696e-09,3.6678449670962305e-09,3.6678449670962296e-09,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,17.464751508773,nan,17.464751508773,1.291828046706686e-07,1.2918280467067426e-07,1.2918280467067423e-07,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,17.562006381086,nan,17.562006381086,6.822418869106062e-06,6.822418869106361e-06,6.822418869106359e-06,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,17.565775257223,nan,17.565775257223,3.421923294117637e-08,3.421923294117787e-08,3.4219232941177865e-08,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,17.768327777003,nan,17.768327777003,9.873667851165538e-13,9.87366785116597e-13,9.873667851165968e-13,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,17.849605104869,nan,17.849605104869,1.1656155290772123e-07,1.1656155290772634e-07,1.1656155290772631e-07,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,18.133434952515,nan,18.133434952515,1.5271181376169354e-06,1.5271181376170023e-06,1.527118137617002e-06,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,18.137203828652,nan,18.137203828652,7.990979320336978e-09,7.990979320337329e-09,7.990979320337327e-09,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,18.327715630031,nan,18.327715630031,7.296419710288792e-10,7.296419710289111e-10,7.29641971028911e-10,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,18.421033676298,nan,18.421033676298,2.2414443214800237e-08,2.241444321480122e-08,2.2414443214801216e-08,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,18.704863523943,nan,18.704863523943,1.7312652176134354e-07,1.7312652176135114e-07,1.7312652176135109e-07,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,18.70863240008,nan,18.70863240008,1.1946060420117998e-09,1.1946060420118522e-09,1.194606042011852e-09,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,18.794733192202,nan,18.794733192202,1.0204885481190485e-08,1.0204885481190933e-08,1.020488548119093e-08,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,18.891438499276,nan,18.891438499276,1.1531396653607819e-13,1.1531396653608323e-13,1.153139665360832e-13,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,18.992462247726,nan,18.992462247726,1.6441687159569707e-09,1.6441687159570429e-09,1.6441687159570425e-09,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,19.195014767506,nan,19.195014767506,2.7310202253247633e-11,2.7310202253248832e-11,2.7310202253248826e-11,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,19.276292095372,nan,19.276292095372,3.925207155939472e-09,3.925207155939644e-09,3.9252071559396434e-09,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,19.563890819155,nan,19.563890819155,1.1035402915281237e-10,1.103540291528172e-10,1.1035402915281719e-10,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,19.754402620534,nan,19.754402620534,2.070782366923466e-11,2.070782366923557e-11,2.0707823669235566e-11,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,19.847720666801,nan,19.847720666801,1.6320706437488049e-10,1.6320706437488765e-10,1.632070643748876e-10,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,20.135319390583,nan,20.135319390583,2.0375896820972348e-11,2.0375896820973243e-11,2.0375896820973237e-11,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,20.221420182705,nan,20.221420182705,6.281377067109105e-16,6.28137706710938e-16,6.281377067109379e-16,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,20.303300858899,nan,20.303300858899,2.6253067782862808e-11,2.625306778286396e-11,2.6253067782863955e-11,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,20.318125489779,nan,20.318125489779,3.4153178515876386e-13,3.4153178515877885e-13,3.4153178515877875e-13,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,20.419149238229,nan,20.419149238229,2.9877540632111524e-12,2.9877540632112832e-12,2.987754063211283e-12,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,20.621701758009,nan,20.621701758009,1.8149882004935876e-12,1.8149882004936672e-12,1.8149882004936668e-12,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,20.990577809658,nan,20.990577809658,7.979698170973411e-14,7.979698170973761e-14,7.97969817097376e-14,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,21.181089611037,nan,21.181089611037,8.562458720900499e-14,8.562458720900874e-14,8.562458720900873e-14,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,21.562006381086,nan,21.562006381086,5.152353274167463e-14,5.152353274167689e-14,5.1523532741676874e-14,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,21.648107173208,nan,21.648107173208,3.465047464088378e-16,3.4650474640885296e-16,3.465047464088529e-16,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,21.729987849402,nan,21.729987849402,4.628983092537218e-19,4.6289830925374215e-19,4.628983092537421e-19,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,21.744812480282,nan,21.744812480282,4.4556087700494545e-15,4.45560877004965e-15,4.4556087700496486e-15,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,21.971370023173,nan,21.971370023173,7.037679154534234e-15,7.037679154534543e-15,7.037679154534541e-15,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,22.048388748512,nan,22.048388748512,6.261408674748121e-15,6.2614086747483955e-15,6.261408674748394e-15,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,22.60777660154,nan,22.60777660154,9.03901041447233e-19,9.039010414472727e-19,9.039010414472725e-19,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,23.074794163711,nan,23.074794163711,1.0907533599037336e-20,1.0907533599037814e-20,1.0907533599037811e-20,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,23.156674839905,nan,23.156674839905,1.3156104521443081e-17,1.3156104521443657e-17,1.3156104521443656e-17,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,23.171499470785,nan,23.171499470785,4.517852328157629e-20,4.517852328157827e-20,4.5178523281578267e-20,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,23.398057013676,nan,23.398057013676,1.2611535849796087e-20,1.261153584979664e-20,1.2611535849796637e-20,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,23.475075739015,nan,23.475075739015,7.542755967803124e-21,7.542755967803455e-21,7.542755967803454e-21,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,23.784930278608,nan,23.784930278608,6.7618597482634256e-21,6.761859748263722e-21,6.7618597482637205e-21,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,24.501481154214,nan,24.501481154214,1.4206461690899795e-23,1.4206461690900418e-23,1.4206461690900415e-23,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,24.583361830408,nan,24.583361830408,4.3937826610106305e-24,4.393782661010823e-24,4.393782661010822e-24,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,24.598186461288,nan,24.598186461288,2.3850469294773223e-28,2.3850469294774267e-28,2.3850469294774263e-28,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,24.824744004179,nan,24.824744004179,2.7279847631360606e-25,2.7279847631361804e-25,2.7279847631361795e-25,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,25.211617269111,nan,25.211617269111,2.1748326751881053e-28,2.174832675188201e-28,2.1748326751882004e-28,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,25.733126291999,nan,25.733126291999,6.393061352869884e-30,6.393061352870164e-30,6.393061352870163e-30,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,25.928168144717,nan,25.928168144717,1.094407878732162e-33,1.09440787873221e-33,1.0944078787322097e-33,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,26.010048820911,nan,26.010048820911,3.464984815650126e-34,3.464984815650278e-34,3.4649848156502776e-34,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,26.251430994682,nan,26.251430994682,6.685927508854763e-35,6.685927508855056e-35,6.685927508855055e-35,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,26.638304259614,nan,26.638304259614,3.6217245609344614e-36,3.6217245609346204e-36,3.621724560934619e-36,1.0000000000000002,0.9999999999999561,0.94
total_wealth_net_liquidation,all,all,all,27.159813282502,nan,27.159813282502,3.412666731156425e-39,3.412666731156574e-39,3.4126667311565735e-39,1.0000000000000002,0.9999999999999561,0.94
