initial_state,age,z_index,z,liquid_wealth,total_wealth_before_choice,total_wealth_after_tenure,branch_liquid_wealth_after_transaction,branch_liquid_wealth_clipped_to_grid,expected_branch_liquid_wealth_after_transaction,expected_branch_liquid_wealth_clipped_to_grid,liquidated_housing_value_after_tenure,expected_liquidated_housing_value_after_tenure,liquidated_housing_discount_1_minus_psi,consumption,next_liquid_wealth,modal_consumption,modal_next_liquid_wealth,renter_housing_policy,chosen_renter_housing,chosen_tenure_index,chosen_tenure,owner_entry_probability,housing_services_after_tenure,modal_housing_services_after_tenure,expected_total_wealth_after_tenure,expected_children,ergodic_mass,mass_within_age_z_childless_renter
childless_renter,18.0,0,0.6134533968572546,0.8604651162790695,0.8604651162790695,0.8604651162790695,0.8604651162790695,0.8604651162790695,0.8604650823299224,0.8604650823299224,0.0,3.1912198367225614e-08,0.94,1.6334144228181444,0.441898027797416,1.6334144231945302,0.44189806011334787,2.446812059191226,2.446812059191226,0,renter,2.23680451938435e-08,2.446812049196914,2.446812059191226,0.8604651142421207,0.0,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,1.0,1.0,1.0,1.0,1.0,0.9999900024734623,0.9999900024734623,0.0,9.397674945488906e-06,0.94,1.6492478582222334,0.5661448114955386,1.6492479668228355,0.5661542581930662,2.533865061404928,2.533865061404928,0,renter,6.587061307072872e-06,2.5338615448029365,2.533865061404928,0.9999994001484077,0.0,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,1.1395348837209305,1.1395348837209305,1.1395348837209305,1.1395348837209305,1.1395348837209305,1.1391782791802743,1.1391782791802743,0.0,0.00033520826821668886,0.94,1.6636151145202887,0.692557733598567,1.6636071394528629,0.6929042066165294,2.6128119551700157,2.6128119551700157,0,renter,0.0002349557180423295,2.6126679714962298,2.6128119551700157,1.139513487448491,0.0,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,1.27906976744186,1.27906976744186,1.27906976744186,1.27906976744186,1.27906976744186,1.2786574432148754,1.2786574432148754,0.0,0.000387584773365673,0.94,1.6775150770971592,0.8200337921446107,1.677507561868972,0.8204300849144848,2.6892366350627555,2.6892366350627555,0,renter,0.00027166769723510213,2.689049391731335,2.6892366350627555,1.279045027988241,1.244967608328839e-05,0.000259038001911561,0.06718300927747686
childless_renter,18.0,0,0.6134533968572546,1.4186046511627906,1.4186046511627906,1.4186046511627906,1.4186046511627906,1.4186046511627906,1.418228195289692,1.418228195289692,0.0,0.0003538685207126865,0.94,1.6765991643655203,0.9726530433762622,1.6765925628899379,0.9730147592956586,2.684205960311904,2.684205960311904,0,renter,0.0002480351542014519,2.6840362531847233,2.684205960311904,1.4185820638104047,0.004739170161499971,0.000510943825020695,0.13251624658668607
childless_renter,18.0,0,0.6134533968572546,1.558139534883721,1.558139534883721,1.558139534883721,1.558139534883721,1.558139534883721,1.557897360271339,1.557897360271339,0.0,0.00022764413563905255,0.94,1.672722130968583,1.1303734061050565,1.672716305176295,1.1306081051685877,2.662894251496236,2.662894251496236,0,renter,0.00015956137275165583,2.662788479180695,2.662894251496236,1.558125004406978,0.011189170866947382,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,1.6976744186046506,1.6976744186046506,1.6976744186046506,1.6976744186046506,1.6976744186046506,1.697517093736901,1.697517093736901,0.0,0.00014788537568461395,0.94,1.6782692956948808,1.2721073698814838,1.678265201655914,1.2722597501149904,2.6934021471930873,2.6934021471930873,0,renter,0.00010365647001431971,2.693330271629202,2.6934021471930873,1.6976649791125855,0.02042009260376206,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,1.837209302325581,1.837209302325581,1.837209302325581,1.837209302325581,1.837209302325581,1.8371121455147392,1.8371121455147392,0.0,9.132740219154632e-05,0.94,1.6857928711779016,1.4104751268645948,1.6857901644720312,1.4105690774821287,2.734774477990749,2.734774477990749,0,renter,6.400770578052217e-05,2.7347274585938983,2.734774477990749,1.8372034729169306,0.03119997430398828,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,1.9767441860465116,1.9767441860465116,1.9767441860465116,1.9767441860465116,1.9767441860465116,1.9766857223222292,1.9766857223222292,0.0,5.495590082560318e-05,0.94,1.6946603231379338,1.546549421671627,1.6946586697136086,1.5466059378859043,2.7835336202617897,2.7835336202617897,0,renter,3.796416444856732e-05,2.78350498561824,2.7835336202617897,1.9767406782230545,0.040188302297276254,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,2.116279069767442,2.116279069767442,2.116279069767442,2.116279069767442,2.116279069767442,2.1162018853553235,2.1162018853553235,0.0,7.255334739195163e-05,0.94,1.7028137508047099,1.6837730475288764,1.702813545627532,1.6838498305652885,2.828369220406167,2.828369220406167,0,renter,3.766557802009629e-05,2.828364397095311,2.828369220406167,2.1162744387027153,0.04855122406581083,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,2.2558139534883717,2.2558139534883717,2.2558139534883717,2.2558139534883717,2.2558139534883717,2.2552127354112663,2.2552127354112663,0.0,0.0005651449924788934,0.94,1.7120186050545863,1.818681804981748,1.712032327582148,1.8192942331178397,2.87905418801305,2.87905418801305,0,renter,0.00020631221195799299,2.879252452036511,2.87905418801305,2.255777880403745,0.05606643397502853,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,2.395348837209302,2.395348837209302,2.395348837209302,2.395348837209302,2.395348837209302,2.388466587254382,2.388466587254382,0.0,0.006469314957624646,0.94,1.720132433029672,1.9493288081307254,1.7202991883819494,1.9563487146191838,2.9245054823284278,2.9245054823284278,0,renter,0.0022733140485797776,2.9269261668071187,2.9245054823284278,2.3949359022120067,0.06258644948715035,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,2.5348837209302326,2.5348837209302326,2.5348837209302326,2.5348837209302326,2.5348837209302326,2.479453521945358,2.479453521945358,0.0,0.05210438704578241,0.94,1.7273150554787122,2.0368483268497153,1.728583817418983,2.093373142933265,2.9700544666133673,2.9700544666133673,0,renter,0.01826528536639671,2.9888480657578658,2.9700544666133673,2.5315579089911404,0.06844647395326826,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,2.674418604651163,2.674418604651163,2.674418604651163,2.674418604651163,2.674418604651163,2.388070548591976,2.388070548591976,0.0,0.26916717269563556,0.94,1.7302352564964498,1.9393057620497252,1.7363902492303789,2.2312063937874016,3.0129743171352494,3.0129743171352494,0,renter,0.09433640228508011,3.106072945867247,3.0129743171352494,2.657237721287612,0.07355340619739699,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,2.8139534883720927,2.8139534883720927,2.8139534883720927,2.8139534883720927,2.8139534883720927,1.9615264710021316,1.9615264710021316,0.0,0.8012813963277631,0.94,1.7279277001196893,1.4992574788148818,1.7447690949160577,2.368071464110706,3.059041305621624,3.059041305621624,0,renter,0.280821179135728,3.323273372902789,3.059041305621624,2.762807867329895,0.07791868417259173,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,2.953488372093023,2.953488372093023,2.953488372093023,2.953488372093023,2.953488372093023,1.4775095881781846,1.4775095881781846,0.0,1.3874200568799482,0.94,1.7262794581032437,1.0016229376396937,1.7516958594722252,2.5073925837052538,3.09712473561034,3.09712473561034,0,renter,0.4862398077009402,3.536133105980255,3.09712473561034,2.8649296450581327,0.08160309406136167,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,3.0930232558139537,3.0930232558139537,2.9108930017071906,0.057519020701241264,0.057519020701241264,1.2237290497676117,1.2237290497676117,2.8533739810059493,1.7571365536835613,0.94,1.7299079462481908,0.7388997208598327,1.7113717787025817,-0.450291122481888,3.1406848745378295,nan,2,owner,0.6158110638687049,3.6698568019878084,4.0,2.980865603451173,0.08474519785023633,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,3.232558139534884,3.232558139534884,3.050427885428121,0.19705390442217174,0.19705390442217174,1.055073685407287,1.055073685407287,2.8533739810059493,2.046835386879941,0.94,1.734823788958452,0.5640539571084484,1.7214136837402794,-0.30929598193819,3.191468900634803,nan,2,owner,0.7173393298537576,3.7714573166279384,4.0,3.101909072287228,0.08741076518733651,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,3.3720930232558146,3.3720930232558146,3.1899627691490515,0.3365887881431022,0.3365887881431022,1.021133345909993,1.021133345909993,2.8533739810059493,2.209902096705072,0.94,1.7429040588905549,0.5263470134750922,1.7327745157264005,-0.1696197683429153,3.240051445872889,nan,2,owner,0.7744879104444635,3.8286202647883223,4.0,3.231035442615065,0.08972780082717675,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,3.5116279069767433,3.5116279069767433,3.3294976528699802,0.47612367186403093,0.47612367186403093,1.0565404965699574,1.0565404965699574,2.8533739810059493,2.3077821657823785,0.94,1.749768436126232,0.5620748112294365,1.741309079193831,-0.0271172862289523,3.283254972141762,nan,2,owner,0.8087911099150347,3.8629501589192046,4.0,3.364322662352336,0.09173494195391331,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,3.651162790697674,3.651162790697674,3.4690325365909107,0.6156585555849614,0.6156585555849614,1.137701208136085,1.137701208136085,2.8533739810059493,2.362653887607893,0.94,1.7590370964149704,0.6427872158480717,1.7518735777284418,0.11335526081783258,3.327110661037444,nan,2,owner,0.8280214896124107,3.8842759105070663,4.0,3.500355095743978,0.09343502861052864,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,3.7906976744186043,3.7906976744186043,3.608567420311841,0.7551934393058919,0.7551934393058919,1.2387262059119593,1.2387262059119593,2.8533739810059493,2.398853180396246,0.94,1.7687514035712613,0.7437468728667981,1.7627157285358168,0.2535501555918531,3.3660322394304036,nan,2,owner,0.8407079694820824,3.899012527893682,4.0,3.637579386308205,0.09482532921117404,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,3.9302325581395348,3.9302325581395348,3.7481023040327717,0.8947283230268224,0.8947283230268224,1.3848437969955738,1.3848437969955738,2.8533739810059493,2.3926654354753225,0.94,1.7778273734589431,0.8916419560473041,1.772024182416433,0.39527874729263285,3.4064957973831445,nan,2,owner,0.8385393752394638,3.9041709917844467,4.0,3.7775092324708965,0.09599191347528448,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,4.069767441860465,4.069767441860465,3.887637187753702,1.0342632067477529,1.0342632067477529,1.5623546530588448,1.5623546530588448,2.8533739810059493,2.356968021473523,0.94,1.7850758627958703,1.0736997450309465,1.779133469353267,0.539206505937194,3.4357716090038815,nan,2,owner,0.8260288146762512,3.901838983988733,4.0,3.919322674532368,0.09693967984148746,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,4.209302325581396,4.209302325581396,4.027172071474633,1.1737980904686833,1.1737980904686833,1.7218536741193515,1.7218536741193515,2.8533739810059493,2.3382017323743214,0.94,1.7911078849354043,1.2383286383892633,1.7847961302514905,0.6845808906203663,3.471311720977899,nan,2,owner,0.8194519362796863,3.9045447918370275,4.0,4.060055406493673,0.09765807680074527,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,4.348837209302326,4.348837209302326,4.166706955195563,1.3133329741896138,1.3133329741896138,1.8986667679033957,1.8986667679033957,2.8533739810059493,2.303160214914995,0.94,1.7977583203916179,1.4203306003003981,1.7916445222645736,0.8287695441886787,3.4910792501035144,nan,2,owner,0.80717124662872,3.9018638395693164,4.0,4.20182698281839,0.09816519797171244,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,4.488372093023255,4.488372093023255,4.306241838916492,1.4528678579105425,1.4528678579105425,2.092994769085802,2.092994769085802,2.8533739810059493,2.2516546845012058,0.94,1.8069413393400988,1.617107496296869,1.8006767250064912,0.9707743870281549,3.5297492444797114,nan,2,owner,0.7891205125340713,3.9008320519483926,4.0,4.3446494535870075,0.09852093269877617,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,4.627906976744185,4.627906976744185,4.445776722637422,1.592402741631473,1.592402741631473,2.2910398630889595,2.2910398630889595,2.8533739810059493,2.1966550868359125,0.94,1.815008331873242,1.8184899177094995,1.8080862893222684,1.1144018682937733,3.5725132436232085,nan,2,owner,0.7698452509476617,3.901610091252828,4.0,4.4876949499248715,0.09876053133179198,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,4.767441860465116,4.767441860465116,4.585311606358353,1.7319376253524035,1.7319376253524035,2.4710533612257195,2.4710533612257195,2.8533739810059493,2.158605189285032,0.94,1.8240334417394044,2.0002421272139923,1.8167038844280927,1.2568213187693447,3.6200386102337374,nan,2,owner,0.7565101953322746,3.907481378735365,4.0,4.629658550510752,0.09890524072155768,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,4.906976744186046,4.906976744186046,4.724846490079283,1.871472509073334,1.871472509073334,2.6822268933472833,2.6822268933472833,2.8533739810059493,2.0912648597884362,0.94,1.8290229711649995,2.218523401321699,1.8214914200670762,1.4030708287117566,3.635894794517766,nan,2,owner,0.7329100029626853,3.9027490653106494,4.0,4.77349175313572,0.09897429488034494,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,5.046511627906977,5.046511627906977,4.864381373800214,2.0110073927942644,2.0110073927942644,2.9998788829760774,2.9998788829760774,2.8533739810059493,1.9238347802350453,0.94,1.8359539496813557,2.543165455519573,1.8287424407513444,1.5468568536088843,3.6424344273302114,nan,2,owner,0.6742322001873854,3.8835141125709005,4.0,4.923713663211124,0.09945408007008485,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,5.186046511627907,5.186046511627907,5.003916257521144,2.150542276515195,2.150542276515195,3.4170887555068297,3.4170887555068297,2.8533739810059493,1.6628202907538137,0.94,1.8379701502362606,2.974311876297989,1.8295644223539,1.6970719175877242,3.6360066799447144,nan,2,owner,0.582756612011106,3.8481230282085055,4.0,5.079909046260644,0.10104728572844904,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,5.325581395348838,5.325581395348838,5.325581395348838,5.325581395348838,5.325581395348838,3.8255491685885494,3.8255491685885494,0.0,1.4100302931546709,0.94,1.8416541757789617,3.3939195147139376,1.8517863476611611,4.905729358646473,3.647423373390047,3.647423373390047,0,renter,0.49416338456395903,3.821650099634295,3.647423373390047,5.235579461743221,0.10341794872828024,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,5.4651162790697665,5.4651162790697665,5.4651162790697665,5.4651162790697665,5.4651162790697665,4.172681671505687,4.172681671505687,0.0,1.214888531110234,0.94,1.8470140531474069,3.7478353436824747,1.8578093922769647,5.046579029680626,3.680538140910279,3.680538140910279,0,renter,0.42577364792066796,3.816552534705689,3.680538140910279,5.387570202615921,0.10707343150673482,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,5.604651162790697,5.604651162790697,5.604651162790697,5.604651162790697,5.604651162790697,4.404836785323743,4.404836785323743,0.0,1.1278255148189371,0.94,1.853512837270821,3.9833600655932586,1.8646485611918502,5.186048308497522,3.718139969071038,3.718139969071038,0,renter,0.3952613300044656,3.829544277157437,3.718139969071038,5.53266230014268,0.11204116741610298,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,5.7441860465116275,5.7441860465116275,5.7441860465116275,5.7441860465116275,5.7441860465116275,4.5486995237371985,4.5486995237371985,0.0,1.123757331407963,0.94,1.8604338981723632,4.128711397088951,1.8721479885342154,5.324400826551755,3.7593719055447727,3.7593719055447727,0,renter,0.393835551351879,3.854135911604519,3.7593719055447727,5.672456855145162,0.11818611255505719,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,5.883720930232558,5.883720930232558,5.883720930232558,5.883720930232558,5.883720930232558,4.671156149319462,4.671156149319462,0.0,1.1398108940583112,0.94,1.8680639937321846,4.2523459090518045,1.8782265591894425,5.465156580871553,3.7927919558586947,3.7927919558586947,0,renter,0.399461647478752,3.875560040619063,3.7927919558586947,5.810967043377773,0.12511926577330737,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,6.023255813953488,6.023255813953488,6.023255813953488,6.023255813953488,6.023255813953488,4.795974311332474,4.795974311332474,0.0,1.1536446124637532,0.94,1.8770538902970846,4.3762995499736785,1.886118473652719,5.602845246412523,3.8361817909688725,3.8361817909688725,0,renter,0.4043096540119393,3.9024122588635843,3.8361817909688725,5.949618923796227,0.13196875812707007,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,6.162790697674419,6.162790697674419,6.162790697674419,6.162790697674419,6.162790697674419,4.9061217385407785,4.9061217385407785,0.0,1.1812688215856217,0.94,1.8870480314033709,4.483936786445492,1.8955428811102357,5.737941854095845,3.887997289919806,3.887997289919806,0,renter,0.4139902290030477,3.9343650919847346,3.887997289919806,6.0873905601264,0.13887185592689946,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,6.302325581395349,6.302325581395349,6.302325581395349,6.302325581395349,6.302325581395349,5.01094759071407,5.01094759071407,0.0,1.2138953112404025,0.94,1.8978016789119487,4.585231048388007,1.9059085181666826,5.871446466522469,3.944987679866891,3.944987679866891,0,renter,0.4254222058692676,3.968400499973712,3.944987679866891,6.224842901954473,0.1456670013446607,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,6.441860465116278,6.441860465116278,6.441860465116278,6.441860465116278,6.441860465116278,5.134443386139328,5.134443386139328,0.0,1.2289720542383324,0.94,1.9091054335442432,4.7045814769949255,1.9168404124354943,6.003993311793041,4.005091358381509,4.005091358381509,0,renter,0.4306974534665642,4.002942207782372,4.005091358381509,6.36341544037766,0.15228345697335455,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,6.581395348837209,6.581395348837209,6.581395348837209,6.581395348837209,6.581395348837209,5.294338625429962,5.294338625429962,0.0,1.209833320002812,0.94,1.9217369285015613,4.858730478366459,1.9283849279296414,6.135503969840012,4.068563235332131,4.068563235332131,0,renter,0.42396076079421624,4.03965585256292,4.068563235332131,6.504171945432774,0.15865143705311724,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,6.720930232558139,6.720930232558139,6.720930232558139,6.720930232558139,6.720930232558139,5.485332177315835,5.485332177315835,0.0,1.161462171927767,0.94,1.9348830487303639,5.043309348109849,1.9395395026812257,6.267674173457224,4.129891213663314,4.129891213663314,0,renter,0.4069098422912706,4.0775926662364395,4.129891213663314,6.646794349243601,0.16450290372818396,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,6.8604651162790695,6.8604651162790695,6.8604651162790695,6.8604651162790695,6.8604651162790695,5.6966210201577345,5.6966210201577345,0.0,1.094013450354055,0.94,1.9476290376815653,5.247956875413252,1.950878065552764,6.399533179663531,4.192230760762025,4.192230760762025,0,renter,0.3829367287892201,4.120513514988459,4.192230760762025,6.790634470511789,0.17005608860610488,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,7.0,7.0,7.0,7.0,7.0,5.919430007904697,5.919430007904697,0.0,1.015735792569586,0.94,1.9607854405618508,5.4626603809557,1.9626048006757468,6.530735631524558,4.256704483295973,4.256704483295973,0,renter,0.35445239747265117,4.171813809529319,4.256704483295973,6.935165800474283,0.17530375979109658,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,7.571428571428571,7.571428571428571,7.571428571428571,7.571428571428571,7.571428571428571,6.380283264283299,6.380283264283299,0.0,1.119676588716557,0.94,1.9985101886437462,5.870286236272025,2.0166982420176005,7.057774675680493,4.5541108365055605,4.5541108365055605,0,renter,0.3192864034548661,4.669662880192487,4.5541108365055605,7.499959852999855,0.19370481077883622,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,8.142857142857142,8.142857142857142,7.869661761696998,3.589600790188074,3.589600790188074,5.4095576274943165,5.4095576274943165,4.280060971508924,2.5693015444410565,0.94,1.992768901054489,4.850353289358611,1.945483560810432,3.012438646324263,4.785659437030048,nan,3,owner,0.6072823428747275,5.481186254036598,6.0,7.9788591719353725,0.20686616614951817,0.0,0.0
