initial_state,age,z_index,z,liquid_wealth,total_wealth_before_choice,total_wealth_after_tenure,branch_liquid_wealth_after_transaction,branch_liquid_wealth_clipped_to_grid,expected_branch_liquid_wealth_after_transaction,expected_branch_liquid_wealth_clipped_to_grid,liquidated_housing_value_after_tenure,expected_liquidated_housing_value_after_tenure,liquidated_housing_discount_1_minus_psi,consumption,next_liquid_wealth,modal_consumption,modal_next_liquid_wealth,renter_housing_policy,chosen_renter_housing,chosen_tenure_index,chosen_tenure,owner_entry_probability,housing_services_after_tenure,modal_housing_services_after_tenure,expected_total_wealth_after_tenure,expected_children,ergodic_mass,mass_within_age_z_childless_renter
childless_renter,18.0,0,0.6134533968572546,-1.6511627906976747,-1.6511627906976747,-1.6511627906976747,-1.6511627906976747,-1.6511627906976747,-1.6511627906976747,-1.6511627906976747,0.0,0.0,0.94,1.2995937731478882,-1.6501892007981764,1.2995937731478882,-1.6501892007981764,0.4100717438795559,0.4100717438795559,0,renter,0.0,0.4100717438795559,0.4100717438795559,-1.6511627906976747,0.0,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,-1.5116279069767442,-1.5116279069767442,-1.5116279069767442,-1.5116279069767442,-1.5116279069767442,-1.5116279069767442,-1.5116279069767442,0.0,0.0,0.94,1.2995937731478882,-1.5116279069767442,1.2995937731478882,-1.5116279069767442,0.4506250402421779,0.4506250402421779,0,renter,0.0,0.4506250402421779,0.4506250402421779,-1.5116279069767442,0.0,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,-1.3720930232558142,-1.3720930232558142,-1.3720930232558142,-1.3720930232558142,-1.3720930232558142,-1.3720930232558142,-1.3720930232558142,0.0,0.0,0.94,1.2995937731478882,-1.3720930232558142,1.2995937731478882,-1.3720930232558142,0.4880136151122873,0.4880136151122873,0,renter,0.0,0.4880136151122873,0.4880136151122873,-1.3720930232558142,0.0,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,-1.2325581395348837,-1.2325581395348837,-1.2325581395348837,-1.2325581395348837,-1.2325581395348837,-1.2325581395348837,-1.2325581395348837,0.0,0.0,0.94,1.2995937731478882,-1.2325581395348837,1.2995937731478882,-1.2325581395348837,0.5254021899823967,0.5254021899823967,0,renter,0.0,0.5254021899823967,0.5254021899823967,-1.2325581395348837,0.0,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,-1.0930232558139537,-1.0930232558139537,-1.0930232558139537,-1.0930232558139537,-1.0930232558139537,-1.0930232558139537,-1.0930232558139537,0.0,0.0,0.94,1.2995937731478882,-1.0930232558139537,1.2995937731478882,-1.0930232558139537,0.5627907648525061,0.5627907648525061,0,renter,0.0,0.5627907648525061,0.5627907648525061,-1.0930232558139537,0.0,0.0001595213397787259,0.04137278534895683
childless_renter,18.0,0,0.6134533968572546,-0.9534883720930232,-0.9534883720930232,-0.9534883720930232,-0.9534883720930232,-0.9534883720930232,-0.9534883720930232,-0.9534883720930232,0.0,0.0,0.94,1.2995937731478882,-0.9534883720930232,1.2995937731478882,-0.9534883720930232,0.6001793397226156,0.6001793397226156,0,renter,0.0,0.6001793397226156,0.6001793397226156,-0.9534883720930232,0.0,0.0006099312579732363,0.15818921185559934
childless_renter,18.0,0,0.6134533968572546,-0.8139534883720927,-0.8139534883720927,-0.8139534883720927,-0.8139534883720927,-0.8139534883720927,-0.8139534883720927,-0.8139534883720927,0.0,0.0,0.94,1.3043419573485755,-0.8139534883720927,1.3043419573485755,-0.8139534883720927,0.6375679145927247,0.6375679145927247,0,renter,0.0,0.6375679145927247,0.6375679145927247,-0.8139534883720927,0.0,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,-0.6744186046511631,-0.6744186046511631,-0.6744186046511631,-0.6744186046511631,-0.6744186046511631,-0.6744186046511631,-0.6744186046511631,0.0,0.0,0.94,1.3111423389132777,-0.6744186046511631,1.3111423389132777,-0.6744186046511631,0.6749564894628337,0.6749564894628337,0,renter,0.0,0.6749564894628337,0.6749564894628337,-0.6744186046511631,0.0,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,-0.5348837209302326,-0.5348837209302326,-0.5348837209302326,-0.5348837209302326,-0.5348837209302326,-0.5348837209302326,-0.5348837209302326,0.0,0.0,0.94,1.31794272047798,-0.5348837209302326,1.31794272047798,-0.5348837209302326,0.7123450643329431,0.7123450643329431,0,renter,0.0,0.7123450643329431,0.7123450643329431,-0.5348837209302326,0.0,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,-0.39534883720930214,-0.39534883720930214,-0.39534883720930214,-0.39534883720930214,-0.39534883720930214,-0.39534883720930214,-0.39534883720930214,0.0,0.0,0.94,1.324743102042682,-0.39534883720930214,1.324743102042682,-0.39534883720930214,0.7497336392030525,0.7497336392030525,0,renter,0.0,0.7497336392030525,0.7497336392030525,-0.39534883720930214,0.0,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,-0.25581395348837255,-0.25581395348837255,-0.25581395348837255,-0.25581395348837255,-0.25581395348837255,-0.25581395348837255,-0.25581395348837255,0.0,0.0,0.94,1.331543483607384,-0.25581395348837255,1.331543483607384,-0.25581395348837255,0.7871222140731612,0.7871222140731612,0,renter,0.0,0.7871222140731612,0.7871222140731612,-0.25581395348837255,0.0,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,-0.11627906976744207,-0.11627906976744207,-0.11627906976744207,-0.11627906976744207,-0.11627906976744207,-0.11627906976744207,-0.11627906976744207,0.0,0.0,0.94,1.3383438651720863,-0.11627906976744207,1.3383438651720863,-0.11627906976744207,0.8245107889432706,0.8245107889432706,0,renter,0.0,0.8245107889432706,0.8245107889432706,-0.11627906976744207,0.0,0.00015470869788123168,0.040124598739800864
childless_renter,18.0,0,0.6134533968572546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,1.344010849809338,0.0,1.344010849809338,-0.0,0.855667934668362,0.855667934668362,0,renter,0.0,0.855667934668362,0.855667934668362,0.0,0.0,0.001206308012609938,0.3128629845992151
childless_renter,18.0,0,0.6134533968572546,0.1627906976744189,0.1627906976744189,0.1627906976744189,0.1627906976744189,0.1627906976744189,0.1627906976744189,0.1627906976744189,0.0,0.0,0.94,1.4011881061720295,0.07950030467954018,1.4011881061720295,0.07950030467954018,1.1700291377926388,1.1700291377926388,0,renter,0.0,1.1700291377926388,1.1700291377926388,0.1627906976744189,0.0,0.0009552559058964329,0.24775116359226507
childless_renter,18.0,0,0.6134533968572546,0.3023255813953485,0.3023255813953485,0.3023255813953485,0.3023255813953485,0.3023255813953485,0.3023255813953485,0.3023255813953485,0.0,0.0,0.94,1.440913163672895,0.16334640855511431,1.440913163672895,0.16334640855511431,1.3884379538949396,1.3884379538949396,0,renter,0.0,1.3884379538949396,1.3884379538949396,0.3023255813953485,0.0,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,0.44186046511627897,0.44186046511627897,0.44186046511627897,0.44186046511627897,0.44186046511627897,0.44186046511627897,0.44186046511627897,0.0,0.0,0.94,1.5099789477002619,0.19756562276273554,1.5099789477002619,0.19756562276273554,1.768162416780002,1.768162416780002,0,renter,1.2726872912690854e-40,1.768162416780002,1.768162416780002,0.44186046511627897,0.0,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,0.5813953488372094,0.5813953488372094,0.5813953488372094,0.5813953488372094,0.5813953488372094,0.5813953488372094,0.5813953488372094,0.0,0.0,0.94,1.5371315650385384,0.3026767454251562,1.5371315650385384,0.3026767454251562,1.9174478144613671,1.9174478144613671,0,renter,2.9528108524788784e-16,1.9174478144613671,1.9174478144613671,0.5813953488372094,0.0,0.0,0.0
childless_renter,18.0,0,0.6134533968572546,0.720930232558139,0.720930232558139,0.720930232558139,0.720930232558139,0.720930232558139,0.7209302295541583,0.7209302295541583,0.0,2.8237418480341045e-09,0.94,1.596907899389969,0.3526081269971101,1.5969078994898596,0.352608129839947,2.2460987783564788,2.2460987783564788,0,renter,1.9792301131360546e-09,2.246098777869393,2.2460987783564788,0.7209302323779002,0.0,0.0,0.0
