wealth_measure,diagnostic,cutoff_population_share,grid_points,grid_min,grid_max,occupied_grid_points,occupied_grid_share,occupied_mass_share,support_min,support_max
total_wealth_net_liquidation,per_gridpoint_mass_cutoff,1e-07,720,-12.0,37.133434952515,449,0.6236111111111111,0.9999994903558921,-2.488372093023,18.704863523943
total_wealth_net_liquidation,per_gridpoint_mass_cutoff,1e-06,720,-12.0,37.133434952515,405,0.5625,0.9999839663564576,-2.488372093023,18.133434952515
total_wealth_net_liquidation,per_gridpoint_mass_cutoff,1e-05,720,-12.0,37.133434952515,370,0.5138888888888888,0.9998446611463079,-2.488372093023,16.990577809658
total_wealth_net_liquidation,per_gridpoint_mass_cutoff,0.0001,720,-12.0,37.133434952515,320,0.4444444444444444,0.9975871179771664,-2.488372093023,15.847720666801
total_wealth_net_liquidation,per_gridpoint_mass_cutoff,0.001,720,-12.0,37.133434952515,195,0.2708333333333333,0.9357955216621533,-1.93023255814,10.505527975771
total_wealth_net_liquidation,negative_total_wealth,nan,720,-12.0,37.133434952515,140,0.19444444444444445,0.06136454581805669,-2.488372093023,-0.116279069767
total_wealth_net_liquidation,total_wealth_0_to_6,nan,720,-12.0,37.133434952515,242,0.33611111111111114,0.7666413633905216,0.0,5.977735390114
total_wealth_net_liquidation,total_wealth_6_to_10,nan,720,-12.0,37.133434952515,147,0.20416666666666666,0.14778387029628115,6.009073543407,9.947388440887
total_wealth_net_liquidation,total_wealth_ge_10,nan,720,-12.0,37.133434952515,191,0.2652777777777778,0.024210220495140794,10.024247018021,29.233911514185
