wealth_measure,group,parent_status,tenure_status,wealth,liquid_wealth,total_wealth,ergodic_mass,population_share,within_group_share,group_population_share,total_population_mass,liquidated_housing_discount_1_minus_psi
liquid_wealth,all,all,all,-12.0,-12.0,nan,0.0,0.0,0.0,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,-11.3,-11.3,nan,0.0,0.0,0.0,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,-10.6,-10.6,nan,0.0,0.0,0.0,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,-9.9,-9.9,nan,0.0,0.0,0.0,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,-9.2,-9.2,nan,0.0,0.0,0.0,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,-8.5,-8.5,nan,0.0,0.0,0.0,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,-7.8,-7.8,nan,0.0,0.0,0.0,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,-7.1,-7.1,nan,0.0,0.0,0.0,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,-6.4,-6.4,nan,1.3486996297708129e-05,1.348699629770872e-05,1.348699629770872e-05,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,-5.7,-5.7,nan,0.0001266222446128005,0.00012662224461280607,0.00012662224461280607,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,-5.0,-5.0,nan,0.00010423261942877165,0.00010423261942877622,0.00010423261942877622,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,-4.860465116279,-4.860465116279,nan,0.00043167399944305657,0.0004316739994430755,0.0004316739994430755,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,-4.720930232558,-4.720930232558,nan,0.0006655683285395041,0.0006655683285395333,0.0006655683285395333,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,-4.581395348837,-4.581395348837,nan,0.0005836819593017498,0.0005836819593017753,0.0005836819593017753,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,-4.441860465116,-4.441860465116,nan,0.0006748392651375432,0.0006748392651375728,0.0006748392651375728,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,-4.302325581395,-4.302325581395,nan,0.0009350591245643571,0.0009350591245643981,0.0009350591245643981,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,-4.162790697674,-4.162790697674,nan,0.0012475610748291805,0.0012475610748292352,0.0012475610748292352,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,-4.023255813953,-4.023255813953,nan,0.0014973326691530824,0.0014973326691531481,0.0014973326691531481,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,-3.883720930233,-3.883720930233,nan,0.0015880860328280877,0.0015880860328281573,0.0015880860328281573,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,-3.744186046512,-3.744186046512,nan,0.001588350454271958,0.0015883504542720276,0.0015883504542720276,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,-3.604651162791,-3.604651162791,nan,0.0032594840648404893,0.0032594840648406324,0.0032594840648406324,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,-3.46511627907,-3.46511627907,nan,0.004430008638057638,0.004430008638057832,0.004430008638057832,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,-3.325581395349,-3.325581395349,nan,0.005666735774594277,0.005666735774594526,0.005666735774594526,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,-3.186046511628,-3.186046511628,nan,0.006097707519072042,0.006097707519072309,0.006097707519072309,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,-3.046511627907,-3.046511627907,nan,0.006334787098805546,0.0063347870988058235,0.0063347870988058235,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,-2.906976744186,-2.906976744186,nan,0.006185398248828916,0.006185398248829187,0.006185398248829187,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,-2.767441860465,-2.767441860465,nan,0.007666579080965845,0.007666579080966181,0.007666579080966181,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,-2.627906976744,-2.627906976744,nan,0.009097904033471618,0.009097904033472017,0.009097904033472017,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,-2.488372093023,-2.488372093023,nan,0.010120342464479442,0.010120342464479886,0.010120342464479886,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,-2.348837209302,-2.348837209302,nan,0.011206227155555698,0.011206227155556189,0.011206227155556189,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,-2.209302325581,-2.209302325581,nan,0.010929627832722933,0.010929627832723412,0.010929627832723412,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,-2.06976744186,-2.06976744186,nan,0.012790606174010748,0.012790606174011308,0.012790606174011308,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,-1.93023255814,-1.93023255814,nan,0.017923322181004318,0.017923322181005105,0.017923322181005105,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,-1.790697674419,-1.790697674419,nan,0.017141162440725714,0.017141162440726467,0.017141162440726467,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,-1.651162790698,-1.651162790698,nan,0.019671749452637433,0.019671749452638297,0.019671749452638297,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,-1.511627906977,-1.511627906977,nan,0.02581226803102759,0.02581226803102872,0.02581226803102872,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,-1.372093023256,-1.372093023256,nan,0.028119760035174343,0.028119760035175575,0.028119760035175575,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,-1.232558139535,-1.232558139535,nan,0.027992064978527537,0.027992064978528765,0.027992064978528765,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,-1.093023255814,-1.093023255814,nan,0.022834579909318763,0.022834579909319766,0.022834579909319766,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,-0.953488372093,-0.953488372093,nan,0.026772310553016484,0.026772310553017657,0.026772310553017657,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,-0.813953488372,-0.813953488372,nan,0.023924536274903374,0.023924536274904422,0.023924536274904422,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,-0.674418604651,-0.674418604651,nan,0.026063642691567548,0.02606364269156869,0.02606364269156869,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,-0.53488372093,-0.53488372093,nan,0.020700597879506323,0.020700597879507232,0.020700597879507232,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,-0.395348837209,-0.395348837209,nan,0.02093318896682197,0.02093318896682289,0.02093318896682289,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,-0.255813953488,-0.255813953488,nan,0.02182798524555397,0.021827985245554928,0.021827985245554928,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,-0.116279069767,-0.116279069767,nan,0.026551625892444274,0.02655162589244544,0.02655162589244544,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,0.0,0.0,nan,0.05901557264938593,0.05901557264938852,0.05901557264938852,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,0.162790697674,0.162790697674,nan,0.05850234483561806,0.058502344835620626,0.058502344835620626,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,0.302325581395,0.302325581395,nan,0.04894903582251501,0.04894903582251715,0.04894903582251715,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,0.441860465116,0.441860465116,nan,0.037007891597400866,0.03700789159740249,0.03700789159740249,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,0.581395348837,0.581395348837,nan,0.030530368395098022,0.03053036839509936,0.03053036839509936,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,0.720930232558,0.720930232558,nan,0.029472280287556815,0.02947228028755811,0.02947228028755811,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,0.860465116279,0.860465116279,nan,0.027601699711294007,0.027601699711295218,0.027601699711295218,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,1.0,1.0,nan,0.02469659881395714,0.024696598813958224,0.024696598813958224,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,1.139534883721,1.139534883721,nan,0.021969944629199656,0.02196994462920062,0.02196994462920062,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,1.279069767442,1.279069767442,nan,0.020503787497520257,0.020503787497521155,0.020503787497521155,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,1.418604651163,1.418604651163,nan,0.019267660354769973,0.01926766035477082,0.01926766035477082,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,1.558139534884,1.558139534884,nan,0.017080869154089476,0.017080869154090225,0.017080869154090225,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,1.697674418605,1.697674418605,nan,0.01642213499104668,0.016422134991047402,0.016422134991047402,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,1.837209302326,1.837209302326,nan,0.013430512924940944,0.013430512924941533,0.013430512924941533,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,1.976744186047,1.976744186047,nan,0.012697065211729504,0.012697065211730061,0.012697065211730061,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,2.116279069767,2.116279069767,nan,0.014059176930323032,0.014059176930323648,0.014059176930323648,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,2.255813953488,2.255813953488,nan,0.012583797182986273,0.012583797182986824,0.012583797182986824,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,2.395348837209,2.395348837209,nan,0.01013474973831973,0.010134749738320174,0.010134749738320174,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,2.53488372093,2.53488372093,nan,0.009080390128514415,0.009080390128514814,0.009080390128514814,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,2.674418604651,2.674418604651,nan,0.009754198992399024,0.009754198992399453,0.009754198992399453,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,2.813953488372,2.813953488372,nan,0.008633604503412556,0.008633604503412934,0.008633604503412934,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,2.953488372093,2.953488372093,nan,0.006506909413916498,0.006506909413916784,0.006506909413916784,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,3.093023255814,3.093023255814,nan,0.006815752955781323,0.006815752955781622,0.006815752955781622,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,3.232558139535,3.232558139535,nan,0.006766085087954076,0.006766085087954373,0.006766085087954373,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,3.372093023256,3.372093023256,nan,0.006313516248783135,0.006313516248783411,0.006313516248783411,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,3.511627906977,3.511627906977,nan,0.005211493267666966,0.005211493267667194,0.005211493267667194,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,3.651162790698,3.651162790698,nan,0.004419720195379014,0.004419720195379208,0.004419720195379208,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,3.790697674419,3.790697674419,nan,0.004213215611335117,0.004213215611335302,0.004213215611335302,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,3.93023255814,3.93023255814,nan,0.003644757538535731,0.003644757538535891,0.003644757538535891,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,4.06976744186,4.06976744186,nan,0.003104658833179654,0.00310465883317979,0.00310465883317979,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,4.209302325581,4.209302325581,nan,0.0027885097763255865,0.002788509776325709,0.002788509776325709,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,4.348837209302,4.348837209302,nan,0.0023415090191000977,0.0023415090191002005,0.0023415090191002005,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,4.488372093023,4.488372093023,nan,0.0020832104770328423,0.002083210477032934,0.002083210477032934,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,4.627906976744,4.627906976744,nan,0.0018011172084627055,0.0018011172084627844,0.0018011172084627844,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,4.767441860465,4.767441860465,nan,0.001572318238575824,0.001572318238575893,0.001572318238575893,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,4.906976744186,4.906976744186,nan,0.0012751875014113262,0.0012751875014113821,0.0012751875014113821,1.0,0.9999999999999561,0.94
liquid_wealth,all,all,all,5.046511627907,5.046511627907,nan,0.0011378686991499374,0.0011378686991499872,0.0011378686991499872,1.0,0.9999999999999561,0.94
