wealth_measure,diagnostic,cutoff_population_share,grid_points,grid_min,grid_max,occupied_grid_points,occupied_grid_share,occupied_mass_share,support_min,support_max
liquid_wealth,per_gridpoint_mass_cutoff,1e-07,120,-12.0,30.0,105,0.875,0.9999999897688534,-6.4,17.464751508773
liquid_wealth,per_gridpoint_mass_cutoff,1e-06,120,-12.0,30.0,103,0.8583333333333333,0.9999993660732048,-6.4,15.474341649025
liquid_wealth,per_gridpoint_mass_cutoff,1e-05,120,-12.0,30.0,97,0.8083333333333333,0.9999749399380367,-6.4,11.571428571429
liquid_wealth,per_gridpoint_mass_cutoff,0.0001,120,-12.0,30.0,91,0.7583333333333333,0.9997456827565967,-5.7,8.714285714286
liquid_wealth,per_gridpoint_mass_cutoff,0.001,120,-12.0,30.0,68,0.5666666666666667,0.9885372856779154,-4.162790697674,5.186046511628
liquid_wealth,negative_b,nan,120,-12.0,30.0,46,0.38333333333333336,0.42951069738606135,-6.4,-0.116279069767
liquid_wealth,b_0_to_6,nan,120,-12.0,30.0,43,0.35833333333333334,0.5661414204161677,0.0,5.883720930233
liquid_wealth,b_6_to_10,nan,120,-12.0,30.0,13,0.10833333333333334,0.004257996929816911,6.023255813953,9.857142857143
liquid_wealth,b_ge_10,nan,120,-12.0,30.0,18,0.15,8.988526795385435e-05,10.428571428571,27.807224523682
