arm,design,outcome,baseline_lo,baseline_hi,input_observations,observations,clusters,treated_individuals,control_individuals,control_rows,headline,headline_effect,headline_se,reference_mean_rooms,dropped_unsupported_rows,dropped_cohorts,fitted_unsupported_rows,weights,runtime_seconds
A2h_moved,A2h,moved,-3,-2,120364,118875,9346,3323,6023,58209,Wp3,-.2114666960744194,.0116021020341603,.5361402910661546,0,,0,pw=IW,311.786
