coefficient,estimate,standard_error
Wleft,-.1247122816692323,.014355167
Wm2,-.098739647070965,.012884573
Wm1,-.024510917144955,.011917436
Wp1,-.0745762637019792,.01035196
Wp2,-.1676120650966785,.011104808
Wp3,-.2114666960744194,.011602102
Wp4,-.208076148476217,.012161454
Wp5,-.2109487622560935,.012921575
Wp6,-.2160354373482367,.013590167
Wright,-.1891777584127945,.014336452
