contract_id,moment,estimate,standard_error,design,outcome_window,baseline_window,estimator,unit,weights,control_group,fertility_timing,entry_rule,rooms_source,room_code_rule,fixed_effects,covariates,clustering,estimation_observations,estimation_individuals,treated_individuals,control_individuals,excluded_cohorts,sensitivity_baseline_m2m1_window_p2p3,sensitivity_estimate,sensitivity_se,robustness_all_adult_p3p4,robustness_estimate,robustness_se,torch_jobs,status
psid_first_birth_rooms_household_window_v2_20260924,first_birth_rooms_p3p4_vs_m3m2,1.025023667069253,.073008784573342,Sun-Abraham two-year interview windows,+3/+4,-3/-2,eventstudyinteract,one woman (current reference person or spouse) per single-family-unit household-year,PSID longitudinal pweight IW,confirmed zero-child women from full relationship history,first biological child across RELCHI1-20 TYPE/BYEAR,first birth no earlier than first adult (18+) current observation,official year-specific PSID room variables merged to interview year,9 (<=1984) / 99 (1985-1993) / 98 and 99 (>=1994) set to missing; 0 retained,person and survey-year,i.AGEREP i.EDUYEAR,person ID,63338,5309,3655,1654,1968 1969 1970 1985 1986,+2/+3 vs -2/-1,.7632853177408143,.0589140272058877,+3/+4 vs -3/-2 all current adults unweighted,.8200832220112569,.0318096869556705,18424705 18424708 18425245 18425246,final_empirical_estimate_horizon_pending_author
