age_node,mass,owner_rate,mean_rooms,mean_liquid_wealth,childless_rate,pre_fertility_mass
18.0,0.0617334561310828,0.07078800119476694,4.005555702198675,-0.19682405955055343,0.7297567645148281,0.06173345613108308
22.0,0.061733456030058885,0.2053493682714538,4.642853967290748,-0.5006576800932113,0.5228824921173031,0.06173345603006949
26.0,0.06173345610472543,0.28839783442907296,5.119101525270408,-0.6416234312912081,0.37540537924662476,0.0617334561047397
30.0,0.0617334561422583,0.3933536867294395,5.455125439720936,-0.41365974424391516,0.28075663498947045,0.06173345614227334
34.0,0.061733456103835196,0.48577814552560217,5.771666276223039,-0.2555199772716306,0.22492401669221102,0.061733456103840345
38.0,0.061733456131563176,0.5806403531388946,6.002370034382296,0.277768580488144,0.19150447804813478,0.061733456131570254
42.0,0.061733456150367905,0.6497314630969225,6.1719147429842,0.8468845654140923,0.1683586257968285,0.06173345615037813
46.0,0.061733456173378366,0.6968349195729189,6.279725146524231,1.4415319913844162,0.16835862572422486,0.06173345617338885
50.0,0.0617334561706573,0.7333598566281005,6.391463022328021,1.9940664052587356,0.168358625791612,0.06173345617067114
54.0,0.061733456145025116,0.7659545981622886,6.509243626082667,2.5140236771833537,0.16835862575110974,0.06173345614503951
58.0,0.06173345616367081,0.7963720859302825,6.623294479928271,2.9953314869092837,0.16835862576062446,0.06173345616368535
62.0,0.06173345616266091,0.8202137324926894,6.720746650810685,3.291717730754636,0.16835862581237082,0.0617334561626734
66.0,0.06173345619735083,0.8373583978550289,6.888353286699843,3.5879247290041243,0.16835862575199795,0.06173345619736969
70.0,0.057975512663665865,0.9241569789088528,6.959316358928977,2.3638104458694547,0.16835862577064925,0.05797551266368842
74.0,0.05325037136861905,0.9763531867101481,6.954911392844105,1.129374725909522,0.16835862613079924,0.053250371368635856
78.0,0.04712403299276561,0.9920978751982389,6.9586803709412335,-0.09188967283878904,0.16835862631198376,0.047124032992788056
82.0,0.039115153168104905,0.9973227763944345,6.9536492087078186,-1.3309654676081908,0.16835862691326162,0.039115153168117034
