price,rent,entry_rate_E,mature_entrants_B,births_per_household,housing_demand_D,housing_supply_HS,B_over_E,lifetime_births_nu,clearing_scale_S,status,seconds
0.02,0.0033142293871800004,0.061733456180748006,0.05410427356205349,0.1143962731321933,9.72868576332125,0.011166320064749316,0.8764173741324768,1.853067691484096,0.0011477727142599448,ok,1.3
0.022932,0.0038000954153405886,0.06173345618074803,0.054101362318734636,0.11439020433589929,9.728186344235356,0.014186686201003601,0.8763702158572242,1.8529693850442899,0.0014583074068487828,ok,1.2
0.026293,0.004357051663856188,0.06173345618074802,0.054098034500503024,0.11438327082697868,9.727830888480593,0.0180230308928963,0.8763163096216513,1.8528570714083856,0.001852728640075213,ok,1.3
0.030147,0.0049957036667657734,0.06173345618074802,0.05409406502261483,0.11437500308247595,9.727347843178402,0.02289732541238367,0.8762520093518499,1.8527231449280905,0.0023539124724979497,ok,1.1
0.034566,0.005727982649863195,0.06173345618074827,0.054089403865258526,0.11436529787210171,9.726633185752993,0.029089988493131363,0.8761765047933027,1.852565933409813,0.0029907561987369572,ok,1.1
0.039633,0.006567642665105248,0.06173345618074802,0.05408383692581977,0.11435370937434707,9.725779784341205,0.03695789586049942,0.8760863277680242,1.8523782151372405,0.0037999930781902683,ok,1.1
0.045442,0.00753026059061168,0.061733456180748006,0.05407782672896683,0.11434121076425587,9.723482912126189,0.046952432284519445,0.8759889705613366,1.8521757542535573,0.004828766884134172,ok,1.1
0.052103,0.008634064688011978,0.06173345618074804,0.05407043247404382,0.1143258949649071,9.72226324237582,0.05965094895686063,0.8758691934521239,1.851927658645497,0.006135500291420188,ok,1.1
0.059741,0.00989976889097602,0.06173345618074809,0.05406262889670938,0.11430963946977309,9.720886794770806,0.07578520566862847,0.8757427858634798,1.8516643412137543,0.007796120587413475,ok,1.1
0.068498,0.011350904228152785,0.06173345618074802,0.05405404403723149,0.11429166260873579,9.719399466334362,0.09628173090389731,0.8756037225417584,1.851373139940582,0.009906139904774347,ok,1.1
0.078538,0.013014647380517143,0.061733456180748006,0.05404369255664633,0.11427004704559184,9.718080654032256,0.12231995015806275,0.8754360423044032,1.8510229965259537,0.012586842455079787,ok,1.1
0.090051,0.014922483527247312,0.061733456180748165,0.054030827400959026,0.11424328608348909,9.716269992524238,0.15540411860974335,0.875227643868881,1.8505895044819527,0.015994215756593044,ok,1.1
0.10325,0.017109709211316753,0.06173345618074859,0.054015366556254184,0.11421124087193171,9.713636064545991,0.19743092724597197,0.8749771987186865,1.8500704146149551,0.0203251311799275,ok,1.2
0.118385,0.019617752300065218,0.06173345618074823,0.05399955092092458,0.1141781784270642,9.711079005159963,0.250828434152245,0.8747210064315905,1.8495348469193762,0.02582910035218206,ok,1.1
0.135738,0.022493343427851944,0.06173345618074802,0.05398006379766086,0.11413752906081918,9.708526306576145,0.31866554577614026,0.8744053409161773,1.8488763811739042,0.03282326644779133,ok,1.1
0.155635,0.025790504533687968,0.06173345618074804,0.05395520199803358,0.11408600191743504,9.702941670649754,0.4048510800082955,0.8740026127819464,1.8480417098858861,0.041724571140412184,ok,1.1
0.178448,0.029570880284174837,0.06173345618074836,0.053930092954514806,0.11403345779180095,9.699306746273248,0.5143432303490045,0.8735958796250413,1.847190564836096,0.05302886523788208,ok,1.1
0.204606,0.033905560899667564,0.06173345618074801,0.053876123486547835,0.11392214522928801,9.575979443018683,0.653453545297549,0.8727216459225146,1.845387449161082,0.06823882081053816,ok,1.2
0.234597,0.03887541357721333,0.06173345618074803,0.05384040061643771,0.1138473913721114,9.574343978282503,0.8301792503146393,0.872142982871388,1.8441765359577493,0.08670873453029639,ok,1.2
0.268985,0.04457389958553062,0.06173345618074802,0.053785143535382086,0.11373287854078416,9.508494558866424,1.0547066600726027,0.8712478915469394,1.8423215801783102,0.11092257071221819,ok,1.2
0.308414,0.05110773711088664,0.06173345618074801,0.05372872447767048,0.11361520749563446,9.470181907832142,1.3399612108776224,0.8703339777439213,1.8404154655294696,0.14149265810506045,ok,1.2
0.353622,0.05859922121766831,0.06173345618074801,0.05366243583451504,0.11347687996870673,9.422779635822586,1.702359633810466,0.8692601897648171,1.8381747433103421,0.18066427313428882,ok,1.3
