arm,design,assignment,observations,clusters,headline,headline_effect,headline_se,reference_mean_rooms,dropped_unsupported_rows,dropped_cohorts,fitted_unsupported_rows,runtime_seconds
window_original,window,original,315737,34191,Dp3,.7855117811555358,.1335777668516965,6.075493612078978,30132,1968 1969 1970 1971 1978,0,488.907
