legacy.mean,legacy.median,legacy.ratio_sums,common_family.mean,common_family.median,common_family.ratio_sums,gross.mean,gross.median,gross.ratio_sums,fixed_original_bin_node1,fixed_original_bin_node2,fixed_original_bin_node3,fixed_original_bin_node4,fixed_original_bin_node5
0.208725545133633,0.078300375966669,0.426970365685806,0.242597605398158,0.0895333181725148,0.436072034876853,0.379401551969013,0.0953634524078564,0.567200808136544,-2.2844220907685,-0.0588769386758482,0.0999726657634454,0.358016949254018,3.24408212652098
0.261651847744511,0.117507501715092,0.394643868141397,0.257827161354316,0.123523259139205,0.393985086280617,0.676654801442525,0.149032920289762,0.515515879514444,-2.11113311272849,-0.0589119401056343,0.108519222143602,0.351446841780708,2.75430214704992
0.367155914515748,0.101808174568852,0.454565708901709,0.399108475665361,0.107549530106014,0.458187299454354,1.1905272576376,0.134343834444444,0.604688032169003,-2.0546851765079,-0.0557528771679575,0.104542695918241,0.356851744256349,3.27365133805547
0.460563048303941,0.124858932330909,0.471886579653813,0.470436252340687,0.134059986709249,0.476053038340124,1.12114486466714,0.156708004287246,0.605562666617096,-1.93330324002947,-0.0491893447771455,0.103699235286758,0.349998407689378,3.44812124107441
0.0938931323526571,0.0946124911714517,0.342829771575161,0.138476412265067,0.0979379879302981,0.349624191133866,0.399838533703323,0.13004347043719,0.44461765249079,-2.63685340231111,-0.0632281230541148,0.101141242209652,0.331259636179797,2.70573778598628
0.199059169750986,0.090840622122149,0.3277559481466,0.252515321535755,0.101808174568852,0.333509602888705,0.552571483618431,0.126561804258723,0.425201230324537,-1.99372865631091,-0.0529528352215275,0.102200124538076,0.341254189815132,2.63054771059494
0.441742041848254,0.0985177806342346,0.489322978119383,0.546853960830249,0.117507501715092,0.498018436100206,1.03258935230783,0.139297456681693,0.63545908200145,-2.7892691767912,-0.0461600314955553,0.103758409877827,0.343631403774167,4.02896709826595
0.140434144647233,0.0771381228092714,0.372792877201907,0.227790910908582,0.0901083826507784,0.381084665554693,1.18702357427681,0.10811841879255,0.499330724818332,-2.56007985287266,-0.0544796986228805,0.0978213530994893,0.360207691715706,2.92624462668295
0.300491499153572,0.063486137487619,0.356400064677988,0.348300624151576,0.0804216198756305,0.362468442270742,0.900204658321162,0.0895333181725148,0.470951775133114,-1.95413024464812,-0.0496968727800929,0.0996163057538113,0.350971566467275,3.2267994944517
0.0747645756719725,0.0946124911714517,0.332025642811073,0.0995061325192867,0.10434648520531,0.33413592941992,0.164621872991403,0.133693126381042,0.434831772394271,-2.28398084057359,-0.0492964279730636,0.10542014298455,0.357944455911187,2.23536390101852
0.479451329660112,0.109509659526423,0.490730376969809,0.517888928345038,0.117507501715092,0.496933278223984,1.34699227804651,0.137174373500741,0.630596355930541,-1.74184540717491,-0.056323518454661,0.102446062653026,0.35152616624079,3.41097854387761
0.15843360843502,0.0827934119852636,0.310915739648817,0.164521105617127,0.0924036719097744,0.312292079696303,-0.0810414404202556,0.117531003215435,0.391712097916142,-2.42688663178751,-0.0499210101168906,0.0939728442192544,0.346010272880307,2.67103363730117
0.124485258081191,0.102075307273984,0.392768610418186,0.162491324994409,0.106701280633402,0.399513316962706,0.596888545314898,0.127445097,0.530597148066966,-2.2837094247612,-0.0565355826992357,0.104451717090112,0.361158332792038,2.5290035713641
