State,Abbreviation,FIPS,Year,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base
Louisiana,LA,22,2009,-1.37,422.69,219.97,143.82
Louisiana,LA,22,2010,-1.58,416,216.48,141.54
Louisiana,LA,22,2011,-1.25,410.8,213.77,139.77
Louisiana,LA,22,2012,0.55,413.04,214.94,140.53
Louisiana,LA,22,2013,1.27,418.3,217.68,142.32
Louisiana,LA,22,2014,2.63,429.28,223.39,146.06
Louisiana,LA,22,2015,3.17,442.87,230.47,150.68
Louisiana,LA,22,2016,3.26,457.31,237.98,155.6
Louisiana,LA,22,2017,2.47,468.61,243.86,159.44
Louisiana,LA,22,2018,2.09,478.39,248.95,162.77
Louisiana,LA,22,2019,2.25,489.13,254.54,166.42
Louisiana,LA,22,2020,2.21,499.94,260.16,170.1
Louisiana,LA,22,2021,5.83,529.11,275.34,180.02
Louisiana,LA,22,2022,10.26,583.37,303.58,198.49
Louisiana,LA,22,2023,1.57,592.52,308.34,201.6
Louisiana,LA,22,2024,1.24,599.86,312.16,204.1
Louisiana,LA,22,2025,1.79,610.62,317.76,207.76
Maine,ME,23,1975,,100,30.48,25.8
Maine,ME,23,1976,0.86,100.86,30.74,26.02
Maine,ME,23,1977,13.84,114.82,35,29.62
Maine,ME,23,1978,10.9,127.33,38.81,32.85
Maine,ME,23,1979,11.42,141.88,43.24,36.6
Maine,ME,23,1980,4.17,147.79,45.05,38.13
Maine,ME,23,1981,11.34,164.55,50.15,42.45
Maine,ME,23,1982,-4.65,156.9,47.82,40.48
Maine,ME,23,1983,10.31,173.08,52.75,44.65
Maine,ME,23,1984,15.28,199.53,60.82,51.48
Maine,ME,23,1985,10.75,220.98,67.36,57.01
Maine,ME,23,1986,12.51,248.63,75.78,64.14
Maine,ME,23,1987,13.71,282.72,86.17,72.94
Maine,ME,23,1988,13.4,320.62,97.72,82.72
Maine,ME,23,1989,4.72,335.75,102.33,86.62
Maine,ME,23,1990,-2.28,328.09,100,84.64
Maine,ME,23,1991,-3.16,317.73,96.84,81.97
Maine,ME,23,1992,-0.98,314.6,95.89,81.17
Maine,ME,23,1993,-1.57,309.67,94.39,79.89
Maine,ME,23,1994,-1.31,305.61,93.15,78.85
Maine,ME,23,1995,0.74,307.87,93.84,79.43
Maine,ME,23,1996,2.62,315.95,96.3,81.51
Maine,ME,23,1997,2.04,322.38,98.26,83.17
Maine,ME,23,1998,3.89,334.93,102.09,86.41
Maine,ME,23,1999,5.38,352.94,107.57,91.06
Maine,ME,23,2000,9.82,387.61,118.14,100
Maine,ME,23,2001,8.91,422.13,128.66,108.91
Maine,ME,23,2002,8.67,458.74,139.82,118.35
Maine,ME,23,2003,6.7,489.46,149.19,126.28
Maine,ME,23,2004,12.06,548.49,167.18,141.5
Maine,ME,23,2005,11.43,611.17,186.28,157.68
Maine,ME,23,2006,4.18,636.69,194.06,164.26
Maine,ME,23,2007,0.95,642.76,195.91,165.83
Maine,ME,23,2008,-1.33,634.2,193.3,163.62
Maine,ME,23,2009,-5.63,598.47,182.41,154.4
Maine,ME,23,2010,-3.96,574.77,175.19,148.29
Maine,ME,23,2011,-1.99,563.35,171.71,145.34
Maine,ME,23,2012,-2.35,550.12,167.68,141.93
Maine,ME,23,2013,0.74,554.17,168.91,142.97
Maine,ME,23,2014,1.73,563.77,171.84,145.45
Maine,ME,23,2015,2.37,577.16,175.92,148.9
Maine,ME,23,2016,3.67,598.34,182.37,154.37
Maine,ME,23,2017,4.9,627.66,191.31,161.93
Maine,ME,23,2018,5.84,664.33,202.49,171.39
Maine,ME,23,2019,4.96,697.29,212.53,179.9
Maine,ME,23,2020,4.79,730.69,222.71,188.51
Maine,ME,23,2021,14.67,837.89,255.38,216.17
Maine,ME,23,2022,18.13,989.8,301.69,255.36
Maine,ME,23,2023,11.59,1104.56,336.66,284.97
Maine,ME,23,2024,5.98,1170.63,356.8,302.01
Maine,ME,23,2025,4.73,1225.97,373.67,316.29
Maryland,MD,24,1975,,100,31.6,26.75
Maryland,MD,24,1976,9.26,109.26,34.53,29.22
Maryland,MD,24,1977,6.81,116.7,36.88,31.21
Maryland,MD,24,1978,13.89,132.92,42.01,35.55
Maryland,MD,24,1979,12.73,149.84,47.35,40.07
Maryland,MD,24,1980,9.86,164.6,52.02,44.02
Maryland,MD,24,1981,8.57,178.71,56.48,47.8
Maryland,MD,24,1982,-4.75,170.23,53.8,45.53
Maryland,MD,24,1983,8,183.85,58.1,49.17
Maryland,MD,24,1984,6.19,195.23,61.7,52.22
Maryland,MD,24,1985,5.22,205.42,64.92,54.94
Maryland,MD,24,1986,6.81,219.42,69.34,58.69
Maryland,MD,24,1987,9.51,240.29,75.94,64.27
Maryland,MD,24,1988,14.99,276.32,87.33,73.91
Maryland,MD,24,1989,10.25,304.64,96.28,81.48
Maryland,MD,24,1990,3.87,316.43,100,84.63
Maryland,MD,24,1991,1.49,321.15,101.49,85.9
Maryland,MD,24,1992,1.14,324.8,102.65,86.87
Maryland,MD,24,1993,0.04,324.92,102.68,86.9
Maryland,MD,24,1994,0.01,324.96,102.7,86.91
Maryland,MD,24,1995,0.39,326.21,103.09,87.25
Maryland,MD,24,1996,1.45,330.95,104.59,88.52
Maryland,MD,24,1997,0.84,333.73,105.47,89.26
Maryland,MD,24,1998,2.1,340.73,107.68,91.13
Maryland,MD,24,1999,2.84,350.41,110.74,93.72
Maryland,MD,24,2000,6.7,373.89,118.16,100
Maryland,MD,24,2001,7.88,403.35,127.47,107.88
Maryland,MD,24,2002,9.73,442.6,139.88,118.38
Maryland,MD,24,2003,7.85,477.33,150.85,127.67
Maryland,MD,24,2004,17.35,560.17,177.03,149.82
Maryland,MD,24,2005,22.7,687.34,217.22,183.84
Maryland,MD,24,2006,12.57,773.75,244.53,206.95
Maryland,MD,24,2007,1.64,786.46,248.54,210.35
Maryland,MD,24,2008,-6.26,737.25,232.99,197.19
Maryland,MD,24,2009,-11.15,655.05,207.01,175.2
Maryland,MD,24,2010,-5.34,620.05,195.95,165.84
Maryland,MD,24,2011,-4.13,594.42,187.85,158.98
Maryland,MD,24,2012,-1.72,584.19,184.62,156.25
Maryland,MD,24,2013,1.61,593.58,187.59,158.76
Maryland,MD,24,2014,3.35,613.44,193.86,164.07
Maryland,MD,24,2015,2.22,627.06,198.17,167.71
Maryland,MD,24,2016,2.59,643.28,203.29,172.05
Maryland,MD,24,2017,2.91,661.97,209.2,177.05
Maryland,MD,24,2018,2.9,681.15,215.26,182.18
Maryland,MD,24,2019,2.82,700.33,221.32,187.31
Maryland,MD,24,2020,2.57,718.32,227.01,192.12
Maryland,MD,24,2021,9.49,786.53,248.56,210.36
Maryland,MD,24,2022,11.53,877.19,277.22,234.61
Maryland,MD,24,2023,5.72,927.39,293.08,248.04
Maryland,MD,24,2024,5.28,976.33,308.55,261.13
Maryland,MD,24,2025,2.65,1002.21,316.73,268.05
Massachusetts,MA,25,1975,,100,22.3,16.37
Massachusetts,MA,25,1976,1.84,101.84,22.71,16.67
Massachusetts,MA,25,1977,5.53,107.47,23.96,17.59
Massachusetts,MA,25,1978,13.68,122.17,27.24,20
Massachusetts,MA,25,1979,17.17,143.14,31.92,23.43
Massachusetts,MA,25,1980,12.52,161.06,35.91,26.37
Massachusetts,MA,25,1981,16.34,187.38,41.78,30.68
Massachusetts,MA,25,1982,4.08,195.03,43.48,31.93
Massachusetts,MA,25,1983,8.02,210.66,46.97,34.49
Massachusetts,MA,25,1984,26.19,265.83,59.27,43.52
Massachusetts,MA,25,1985,23.17,327.42,73,53.6
Massachusetts,MA,25,1986,19.15,390.13,86.98,63.87
Massachusetts,MA,25,1987,12.4,438.52,97.77,71.79
Massachusetts,MA,25,1988,6.49,466.99,104.12,76.45
Massachusetts,MA,25,1989,0.34,468.55,104.47,76.7
Massachusetts,MA,25,1990,-4.28,448.5,100,73.42
Massachusetts,MA,25,1991,-5.97,421.75,94.03,69.04
Massachusetts,MA,25,1992,-1.67,414.72,92.47,67.89
Massachusetts,MA,25,1993,-0.97,410.71,91.57,67.24
Massachusetts,MA,25,1994,0.36,412.17,91.9,67.47
Massachusetts,MA,25,1995,2.16,421.06,93.88,68.93
Massachusetts,MA,25,1996,3.26,434.79,96.94,71.18
Massachusetts,MA,25,1997,4.38,453.85,101.19,74.3
Massachusetts,MA,25,1998,6.05,481.3,107.31,78.79
Massachusetts,MA,25,1999,8.5,522.2,116.43,85.49
Massachusetts,MA,25,2000,16.98,610.85,136.2,100
Massachusetts,MA,25,2001,11.42,680.63,151.76,111.42
Massachusetts,MA,25,2002,10.82,754.26,168.17,123.48
Massachusetts,MA,25,2003,7.71,812.45,181.15,133
Massachusetts,MA,25,2004,10.62,898.74,200.39,147.13
Massachusetts,MA,25,2005,9.84,987.16,220.1,161.6
Massachusetts,MA,25,2006,1.03,997.28,222.36,163.26
Massachusetts,MA,25,2007,-3.33,964.03,214.94,157.82
Massachusetts,MA,25,2008,-4.89,916.87,204.43,150.1
Massachusetts,MA,25,2009,-5.91,862.68,192.35,141.23
Massachusetts,MA,25,2010,-2.43,841.73,187.68,137.8
Massachusetts,MA,25,2011,-2.38,821.74,183.22,134.52
Massachusetts,MA,25,2012,-1.27,811.29,180.89,132.81
Massachusetts,MA,25,2013,1.83,826.16,184.2,135.25
Massachusetts,MA,25,2014,5.23,869.33,193.83,142.32
Massachusetts,MA,25,2015,3.6,900.65,200.81,147.44
Massachusetts,MA,25,2016,4.88,944.62,210.62,154.64
Massachusetts,MA,25,2017,5.65,998.03,222.52,163.38
Massachusetts,MA,25,2018,5.34,1051.37,234.42,172.12
Massachusetts,MA,25,2019,4.16,1095.1,244.17,179.27
Massachusetts,MA,25,2020,3.12,1129.28,251.79,184.87
Massachusetts,MA,25,2021,10.99,1253.35,279.45,205.18
Massachusetts,MA,25,2022,13.22,1419.03,316.39,232.3
Massachusetts,MA,25,2023,7.68,1528.04,340.7,250.15
Massachusetts,MA,25,2024,6.41,1625.93,362.52,266.17
Massachusetts,MA,25,2025,3.65,1685.35,375.77,275.9
Michigan,MI,26,1975,,100,41.95,24.93
Michigan,MI,26,1976,3.32,103.32,43.35,25.76
Michigan,MI,26,1977,9.51,113.14,47.47,28.21
Michigan,MI,26,1978,16.3,131.58,55.21,32.81
Michigan,MI,26,1979,18.89,156.44,65.63,39
Michigan,MI,26,1980,6.2,166.14,69.7,41.42
Michigan,MI,26,1981,3.81,172.48,72.36,43
Michigan,MI,26,1982,-12.56,150.82,63.28,37.6
Michigan,MI,26,1983,5.35,158.89,66.66,39.61
Michigan,MI,26,1984,0.88,160.28,67.24,39.96
Michigan,MI,26,1985,4.2,167,70.07,41.64
Michigan,MI,26,1986,7.49,179.52,75.32,44.76
Michigan,MI,26,1987,8.93,195.56,82.04,48.76
Michigan,MI,26,1988,8.74,212.66,89.22,53.02
Michigan,MI,26,1989,6.85,227.23,95.33,56.65
Michigan,MI,26,1990,4.9,238.35,100,59.43
Michigan,MI,26,1991,3.29,246.19,103.29,61.38
Michigan,MI,26,1992,2.34,251.94,105.7,62.82
Michigan,MI,26,1993,1.84,256.58,107.65,63.97
Michigan,MI,26,1994,4.53,268.21,112.53,66.87
Michigan,MI,26,1995,8.05,289.81,121.59,72.26
Michigan,MI,26,1996,6.7,309.21,129.73,77.09
Michigan,MI,26,1997,7.92,333.71,140.01,83.2
Michigan,MI,26,1998,4.86,349.93,146.81,87.25
Michigan,MI,26,1999,5.96,370.8,155.57,92.45
Michigan,MI,26,2000,8.17,401.08,168.27,100
Michigan,MI,26,2001,5.03,421.27,176.74,105.03
Michigan,MI,26,2002,3.1,434.32,182.22,108.29
Michigan,MI,26,2003,1.97,442.86,185.8,110.42
Michigan,MI,26,2004,3.24,457.22,191.82,114
Michigan,MI,26,2005,3.3,472.32,198.16,117.76
Michigan,MI,26,2006,-1.2,466.66,195.79,116.35
Michigan,MI,26,2007,-4.43,445.97,187.1,111.19
Michigan,MI,26,2008,-6.94,415.02,174.12,103.48
Michigan,MI,26,2009,-8.14,381.24,159.95,95.05
Michigan,MI,26,2010,-7.9,351.11,147.31,87.54
Michigan,MI,26,2011,-3.95,337.24,141.49,84.08
Michigan,MI,26,2012,-0.61,335.19,140.63,83.57
Michigan,MI,26,2013,5.57,353.87,148.46,88.23
Michigan,MI,26,2014,8,382.18,160.34,95.29
Michigan,MI,26,2015,4.95,401.08,168.27,100
Michigan,MI,26,2016,5.34,422.48,177.25,105.34
Michigan,MI,26,2017,6.76,451.03,189.23,112.45
Michigan,MI,26,2018,6.48,480.28,201.5,119.75
Michigan,MI,26,2019,4.99,504.23,211.55,125.72
Michigan,MI,26,2020,3.19,520.3,218.29,129.72
Michigan,MI,26,2021,11.57,580.52,243.55,144.74
Michigan,MI,26,2022,13.35,658.03,276.07,164.06
Michigan,MI,26,2023,7.32,706.2,296.28,176.07
Michigan,MI,26,2024,6.64,753.09,315.95,187.76
Michigan,MI,26,2025,4.74,788.79,330.93,196.67
Minnesota,MN,27,1975,,100,40.75,25.06
Minnesota,MN,27,1976,10.21,110.21,44.91,27.62
Minnesota,MN,27,1977,11.94,123.37,50.27,30.92
Minnesota,MN,27,1978,17.8,145.34,59.22,36.42
Minnesota,MN,27,1979,15.24,167.49,68.25,41.97
Minnesota,MN,27,1980,9.65,183.66,74.83,46.02
Minnesota,MN,27,1981,1.26,185.98,75.78,46.6
Minnesota,MN,27,1982,-12.02,163.63,66.67,41
Minnesota,MN,27,1983,21.44,198.71,80.97,49.79
Minnesota,MN,27,1984,2.71,204.11,83.16,51.15
Minnesota,MN,27,1985,1.66,207.49,84.54,51.99
Minnesota,MN,27,1986,3.53,214.82,87.53,53.83
Minnesota,MN,27,1987,4.98,225.52,91.89,56.51
Minnesota,MN,27,1988,3.91,234.34,95.48,58.72
Minnesota,MN,27,1989,3.34,242.17,98.67,60.68
Minnesota,MN,27,1990,1.35,245.43,100,61.5
Minnesota,MN,27,1991,2.47,251.49,102.47,63.02
Minnesota,MN,27,1992,2.08,256.73,104.6,64.33
Minnesota,MN,27,1993,2.91,264.2,107.65,66.2
Minnesota,MN,27,1994,3.31,272.94,111.21,68.39
Minnesota,MN,27,1995,5.97,289.24,117.85,72.48
Minnesota,MN,27,1996,4.22,301.44,122.82,75.54
Minnesota,MN,27,1997,4.98,316.45,128.94,79.3
Minnesota,MN,27,1998,4.69,331.28,134.98,83.01
Minnesota,MN,27,1999,7.28,355.4,144.81,89.06
Minnesota,MN,27,2000,12.29,399.07,162.6,100
Minnesota,MN,27,2001,9.21,435.81,177.57,109.21
Minnesota,MN,27,2002,7.86,470.05,191.52,117.79
Minnesota,MN,27,2003,4.66,491.93,200.44,123.27
Minnesota,MN,27,2004,8.79,535.15,218.05,134.1
Minnesota,MN,27,2005,8.3,579.54,236.14,145.22
Minnesota,MN,27,2006,2.79,595.71,242.72,149.28
Minnesota,MN,27,2007,-0.79,591.02,240.81,148.1
Minnesota,MN,27,2008,-4.41,564.94,230.18,141.56
Minnesota,MN,27,2009,-6.21,529.83,215.88,132.77
Minnesota,MN,27,2010,-6.08,497.6,202.75,124.69
Minnesota,MN,27,2011,-5.41,470.68,191.78,117.94
Minnesota,MN,27,2012,-1.43,463.94,189.03,116.25
Minnesota,MN,27,2013,4.01,482.53,196.61,120.91
Minnesota,MN,27,2014,5.71,510.11,207.85,127.83
Minnesota,MN,27,2015,3.39,527.41,214.89,132.16
Minnesota,MN,27,2016,4.66,552.01,224.92,138.32
Minnesota,MN,27,2017,5.86,584.36,238.1,146.43
Minnesota,MN,27,2018,5.73,617.86,251.75,154.83
Minnesota,MN,27,2019,4.16,643.57,262.22,161.27
Minnesota,MN,27,2020,2.72,661.07,269.36,165.65
Minnesota,MN,27,2021,9.67,725.03,295.42,181.68
Minnesota,MN,27,2022,12.11,812.82,331.19,203.68
Minnesota,MN,27,2023,4.34,848.08,345.55,212.52
Minnesota,MN,27,2024,3.7,879.45,358.33,220.37
Minnesota,MN,27,2025,2.8,904.05,368.36,226.54
Mississippi,MS,28,1975,,100,57.95,40.85
Mississippi,MS,28,1976,1.73,101.73,58.95,41.56
Mississippi,MS,28,1977,6.44,108.29,62.75,44.24
Mississippi,MS,28,1978,13.91,123.35,71.48,50.39
Mississippi,MS,28,1979,12.4,138.65,80.34,56.64
Mississippi,MS,28,1980,0.84,139.82,81.02,57.12
Mississippi,MS,28,1981,2.69,143.58,83.2,58.65
Mississippi,MS,28,1982,2.65,147.39,85.41,60.21
Mississippi,MS,28,1983,6.29,156.66,90.78,64
Mississippi,MS,28,1984,1.94,159.7,92.54,65.24
Mississippi,MS,28,1985,6.99,170.86,99.01,69.8
Mississippi,MS,28,1986,0.25,171.29,99.25,69.97
Mississippi,MS,28,1987,-0.03,171.23,99.22,69.95
Mississippi,MS,28,1988,-1.18,169.21,98.05,69.12
Mississippi,MS,28,1989,0.96,170.83,98.99,69.79
Mississippi,MS,28,1990,1.02,172.57,100,70.5
Mississippi,MS,28,1991,1.28,174.78,101.28,71.4
Mississippi,MS,28,1992,2.77,179.63,104.09,73.38
Mississippi,MS,28,1993,2.24,183.65,106.42,75.02
Mississippi,MS,28,1994,5.15,193.11,111.9,78.89
Mississippi,MS,28,1995,4.84,202.46,117.32,82.71
Mississippi,MS,28,1996,3.55,209.65,121.48,85.65
Mississippi,MS,28,1997,3.71,217.42,125.99,88.82
Mississippi,MS,28,1998,4.18,226.51,131.25,92.53
Mississippi,MS,28,1999,4.35,236.36,136.96,96.56
Mississippi,MS,28,2000,3.57,244.79,141.85,100
Mississippi,MS,28,2001,4.26,255.22,147.89,104.26
Mississippi,MS,28,2002,1.94,260.18,150.76,106.29
Mississippi,MS,28,2003,1.94,265.24,153.69,108.35
Mississippi,MS,28,2004,3.56,274.68,159.17,112.21
Mississippi,MS,28,2005,5.58,290,168.04,118.47
Mississippi,MS,28,2006,8.9,315.79,182.99,129.01
Mississippi,MS,28,2007,4.48,329.95,191.2,134.79
Mississippi,MS,28,2008,-0.18,329.37,190.86,134.55
Mississippi,MS,28,2009,-2.88,319.87,185.35,130.67
Mississippi,MS,28,2010,-3.66,308.17,178.57,125.89
Mississippi,MS,28,2011,-1.98,302.08,175.05,123.41
Mississippi,MS,28,2012,-0.85,299.5,173.55,122.35
Mississippi,MS,28,2013,-0.22,298.83,173.16,122.08
Mississippi,MS,28,2014,1.78,304.14,176.23,124.24
Mississippi,MS,28,2015,2.45,311.59,180.55,127.29
Mississippi,MS,28,2016,2.48,319.31,185.03,130.44
Mississippi,MS,28,2017,2.26,326.53,189.21,133.39
Mississippi,MS,28,2018,2.97,336.24,194.84,137.36
Mississippi,MS,28,2019,3.28,347.26,201.23,141.86
Mississippi,MS,28,2020,2.47,355.85,206.2,145.37
Mississippi,MS,28,2021,8.5,386.09,223.72,157.72
Mississippi,MS,28,2022,14.09,440.49,255.25,179.95
Mississippi,MS,28,2023,5.79,466.02,270.04,190.37
Mississippi,MS,28,2024,4.8,488.39,283,199.51
Mississippi,MS,28,2025,3.53,505.65,293,206.56
Missouri,MO,29,1975,,100,45.68,32.39
Missouri,MO,29,1976,6.69,106.69,48.74,34.56
Missouri,MO,29,1977,9.48,116.8,53.36,37.84
Missouri,MO,29,1978,15.22,134.58,61.48,43.59
Missouri,MO,29,1979,11.3,149.79,68.43,48.52
Missouri,MO,29,1980,5.65,158.25,72.29,51.26
Missouri,MO,29,1981,-0.64,157.24,71.83,50.94
Missouri,MO,29,1982,-0.13,157.04,71.74,50.87
Missouri,MO,29,1983,5.7,165.99,75.83,53.77
Missouri,MO,29,1984,6.39,176.6,80.68,57.21
Missouri,MO,29,1985,5.89,187,85.42,60.58
Missouri,MO,29,1986,4.79,195.96,89.52,63.48
Missouri,MO,29,1987,5.11,205.97,94.1,66.72
Missouri,MO,29,1988,3.47,213.12,97.36,69.04
Missouri,MO,29,1989,2.21,217.83,99.51,70.56
Missouri,MO,29,1990,0.49,218.9,100,70.91
Missouri,MO,29,1991,1.03,221.15,101.03,71.64
Missouri,MO,29,1992,1.53,224.54,102.57,72.74
Missouri,MO,29,1993,1.38,227.63,103.99,73.74
Missouri,MO,29,1994,3.62,235.87,107.75,76.41
Missouri,MO,29,1995,5.65,249.19,113.84,80.72
Missouri,MO,29,1996,3.68,258.37,118.03,83.7
Missouri,MO,29,1997,4.13,269.03,122.9,87.15
Missouri,MO,29,1998,3.28,277.85,126.93,90
Missouri,MO,29,1999,4.33,289.86,132.42,93.9
Missouri,MO,29,2000,6.5,308.7,141.02,100
Missouri,MO,29,2001,5.65,326.15,148.99,105.65
Missouri,MO,29,2002,4.49,340.81,155.69,110.4
Missouri,MO,29,2003,2.84,350.48,160.11,113.53
Missouri,MO,29,2004,5.84,370.94,169.45,120.16
Missouri,MO,29,2005,6.58,395.34,180.6,128.07
Missouri,MO,29,2006,4.17,411.84,188.14,133.41
Missouri,MO,29,2007,1.48,417.95,190.93,135.39
Missouri,MO,29,2008,-1.59,411.31,187.9,133.24
Missouri,MO,29,2009,-3.34,397.6,181.63,128.8
Missouri,MO,29,2010,-3.56,383.42,175.16,124.21
Missouri,MO,29,2011,-3.17,371.26,169.6,120.26
Missouri,MO,29,2012,-1.14,367.04,167.67,118.9
Missouri,MO,29,2013,0.29,368.12,168.17,119.25
Missouri,MO,29,2014,2.59,377.65,172.52,122.33
Missouri,MO,29,2015,3.38,390.42,178.35,126.47
Missouri,MO,29,2016,4.14,406.59,185.74,131.71
Missouri,MO,29,2017,4.57,425.18,194.23,137.73
Missouri,MO,29,2018,5.13,447,204.2,144.8
Missouri,MO,29,2019,4.78,468.38,213.97,151.73
Missouri,MO,29,2020,3.81,486.24,222.13,157.51
Missouri,MO,29,2021,11.28,541.07,247.17,175.27
Missouri,MO,29,2022,15.23,623.49,284.83,201.97
Missouri,MO,29,2023,7.86,672.47,307.21,217.84
Missouri,MO,29,2024,5.34,708.38,323.61,229.47
Missouri,MO,29,2025,3.73,734.81,335.68,238.03
Montana,MT,30,1975,,100,47.39,27.38
Montana,MT,30,1976,10.41,110.41,52.33,30.23
Montana,MT,30,1977,15.77,127.82,60.58,34.99
Montana,MT,30,1978,23,157.22,74.51,43.04
Montana,MT,30,1979,10,172.95,81.97,47.35
Montana,MT,30,1980,3.44,178.9,84.79,48.98
Montana,MT,30,1981,-0.39,178.2,84.46,48.78
Montana,MT,30,1982,5.52,188.04,89.12,51.48
Montana,MT,30,1983,-1.03,186.1,88.2,50.95
Montana,MT,30,1984,13.48,211.19,100.09,57.82
Montana,MT,30,1985,-2.36,206.2,97.73,56.45
Montana,MT,30,1986,-1.27,203.57,96.48,55.73
Montana,MT,30,1987,-4.93,193.55,91.73,52.99
Montana,MT,30,1988,1.7,196.83,93.29,53.89
Montana,MT,30,1989,2.63,202.01,95.74,55.3
Montana,MT,30,1990,4.45,210.99,100,57.76
Montana,MT,30,1991,5.83,223.29,105.83,61.13
Montana,MT,30,1992,8.02,241.19,114.31,66.03
Montana,MT,30,1993,9.61,264.38,125.3,72.38
Montana,MT,30,1994,8.69,287.36,136.19,78.67
Montana,MT,30,1995,8.09,310.61,147.21,85.03
Montana,MT,30,1996,4.13,323.44,153.29,88.55
Montana,MT,30,1997,3.05,333.32,157.97,91.25
Montana,MT,30,1998,2.4,341.33,161.77,93.44
Montana,MT,30,1999,2.31,349.21,165.51,95.6
Montana,MT,30,2000,4.6,365.28,173.12,100
Montana,MT,30,2001,4.63,382.2,181.14,104.63
Montana,MT,30,2002,4.85,400.74,189.93,109.71
Montana,MT,30,2003,4.58,419.1,198.63,114.73
Montana,MT,30,2004,9.16,457.48,216.82,125.24
Montana,MT,30,2005,12.94,516.69,244.88,141.45
Montana,MT,30,2006,11.64,576.85,273.4,157.92
Montana,MT,30,2007,6.47,614.16,291.08,168.13
Montana,MT,30,2008,1.38,622.63,295.09,170.45
Montana,MT,30,2009,-2.93,604.36,286.43,165.45
Montana,MT,30,2010,-4.82,575.21,272.62,157.47
Montana,MT,30,2011,-3.01,557.88,264.4,152.73
Montana,MT,30,2012,0.91,562.95,266.81,154.12
Montana,MT,30,2013,3.38,581.96,275.82,159.32
Montana,MT,30,2014,4.92,610.59,289.39,167.16
Montana,MT,30,2015,3.4,631.33,299.22,172.83
Montana,MT,30,2016,3.52,653.56,309.75,178.92
Montana,MT,30,2017,5.37,688.66,326.39,188.53
Montana,MT,30,2018,5.98,729.81,345.89,199.8
Montana,MT,30,2019,4.97,766.1,363.09,209.73
Montana,MT,30,2020,4.42,799.98,379.15,219
Montana,MT,30,2021,16.45,931.61,441.53,255.04
Montana,MT,30,2022,20.74,1124.81,533.1,307.93
Montana,MT,30,2023,6.9,1202.4,569.87,329.17
Montana,MT,30,2024,5.22,1265.13,599.6,346.34
Montana,MT,30,2025,2.31,1294.38,613.47,354.35
Nebraska,NE,31,1975,,100,49.88,31.78
Nebraska,NE,31,1976,7.47,107.47,53.61,34.15
Nebraska,NE,31,1977,11.91,120.27,59.99,38.22
Nebraska,NE,31,1978,12.32,135.08,67.38,42.93
Nebraska,NE,31,1979,12.23,151.61,75.62,48.18
Nebraska,NE,31,1980,7.65,163.21,81.41,51.87
Nebraska,NE,31,1981,-0.54,162.33,80.97,51.59
Nebraska,NE,31,1982,6.95,173.61,86.6,55.17
Nebraska,NE,31,1983,1.95,177,88.29,56.25
Nebraska,NE,31,1984,1.84,180.26,89.91,57.28
Nebraska,NE,31,1985,0.63,181.4,90.48,57.65
Nebraska,NE,31,1986,1.35,183.85,91.71,58.43
Nebraska,NE,31,1987,0.58,184.92,92.24,58.77
Nebraska,NE,31,1988,1.14,187.02,93.29,59.43
Nebraska,NE,31,1989,3.22,193.05,96.3,61.35
Nebraska,NE,31,1990,3.85,200.47,100,63.71
Nebraska,NE,31,1991,3.05,206.59,103.05,65.65
Nebraska,NE,31,1992,3.63,214.09,106.79,68.04
Nebraska,NE,31,1993,4.65,224.04,111.75,71.2
Nebraska,NE,31,1994,5.87,237.19,118.31,75.38
Nebraska,NE,31,1995,6.91,253.57,126.49,80.58
Nebraska,NE,31,1996,4.71,265.51,132.44,84.38
Nebraska,NE,31,1997,5.44,279.96,139.65,88.97
Nebraska,NE,31,1998,3.74,290.43,144.87,92.3
Nebraska,NE,31,1999,4.02,302.1,150.7,96.01
Nebraska,NE,31,2000,4.16,314.67,156.96,100
Nebraska,NE,31,2001,3.72,326.39,162.81,103.72
Nebraska,NE,31,2002,2.64,335.01,167.11,106.46
Nebraska,NE,31,2003,1.78,340.96,170.08,108.36
Nebraska,NE,31,2004,4.47,356.2,177.68,113.2
Nebraska,NE,31,2005,4.57,372.49,185.8,118.37
Nebraska,NE,31,2006,1.94,379.7,189.4,120.67
Nebraska,NE,31,2007,1.08,383.8,191.44,121.97
Nebraska,NE,31,2008,-0.49,381.91,190.5,121.37
Nebraska,NE,31,2009,-0.69,379.26,189.18,120.53
Nebraska,NE,31,2010,-0.89,375.89,187.5,119.45
Nebraska,NE,31,2011,-0.48,374.07,186.59,118.88
Nebraska,NE,31,2012,0.68,376.6,187.86,119.68
Nebraska,NE,31,2013,2.3,385.27,192.18,122.44
Nebraska,NE,31,2014,3.83,400.03,199.54,127.13
Nebraska,NE,31,2015,3.96,415.89,207.45,132.17
Nebraska,NE,31,2016,4.19,433.32,216.15,137.71
Nebraska,NE,31,2017,5.83,458.58,228.75,145.73
Nebraska,NE,31,2018,5.24,482.61,240.74,153.37
Nebraska,NE,31,2019,5.16,507.52,253.16,161.29
Nebraska,NE,31,2020,3.16,523.56,261.16,166.39
Nebraska,NE,31,2021,10.6,579.06,288.85,184.02
Nebraska,NE,31,2022,14.48,662.9,330.66,210.67
Nebraska,NE,31,2023,8.22,717.4,357.85,227.99
Nebraska,NE,31,2024,4.96,752.98,375.6,239.29
Nebraska,NE,31,2025,3.3,777.82,387.99,247.19
