measurement,own_rate_2534,interpretation
production_whole_nodes,0.319402726068978,unchanged model age_to_index aggregation
cells_start_at_node,0.2819421896035243,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.3190923922690784,diagnostic uniform density within each four-year cell
