coefficient,estimate,standard_error
Wleft,-.5078793432497172,.12510461
Wm2,-.5014445329539972,.095597342
Wm1,-.3370429797564061,.062875345
Wp1,.4108410003847257,.051904686
Wp2,.819616106200146,.06172448
Wp3,1.02472287114143,.072980121
Wp4,1.168559940557077,.079017483
Wp5,1.20331969736044,.091669209
Wp6,1.249863792980297,.10301191
Wright,1.155237142781786,.12649594
