coefficient_i,coefficient_j,covariance
Wleft,Wleft,.0156511637244793
Wleft,Wm2,.0058120864532779
Wleft,Wm1,.0026539346137053
Wleft,Wp1,.0009785008053024
Wleft,Wp2,.0006827030937057
Wleft,Wp3,-.0000779021620385
Wleft,Wp4,-.0004259772080991
Wleft,Wp5,-.0010916464580456
Wleft,Wp6,-.0013625955252172
Wleft,Wright,-.0027057208588753
Wm2,Wleft,.0058120864532779
Wm2,Wm2,.009138851172001
Wm2,Wm1,.0028230450054322
Wm2,Wp1,.0006901909309553
Wm2,Wp2,.0005852353903603
Wm2,Wp3,.0001976921594927
Wm2,Wp4,.0000382056688183
Wm2,Wp5,-.0003108683760155
Wm2,Wp6,-.0002412526130491
Wm2,Wright,-.0010101574176376
Wm1,Wleft,.0026539346137053
Wm1,Wm2,.0028230450054322
Wm1,Wm1,.0039533090643847
Wm1,Wp1,.0005263684688987
Wm1,Wp2,.0005514020503317
Wm1,Wp3,.0004873419962204
Wm1,Wp4,.0003972870928468
Wm1,Wp5,.0003254974251071
Wm1,Wp6,.0002740009444566
Wm1,Wright,.00006398936641
Wp1,Wleft,.0009785008053024
Wp1,Wm2,.0006901909309553
Wp1,Wm1,.0005263684688987
Wp1,Wp1,.0026940964877669
Wp1,Wp2,.002137408495274
Wp1,Wp3,.0020615178569745
Wp1,Wp4,.0020446319760638
Wp1,Wp5,.0023121857952665
Wp1,Wp6,.0025059507959328
Wp1,Wright,.0027370103475209
Wp2,Wleft,.0006827030937057
Wp2,Wm2,.0005852353903603
Wp2,Wm1,.0005514020503317
Wp2,Wp1,.002137408495274
Wp2,Wp2,.0038099112608295
Wp2,Wp3,.0034612342100466
Wp2,Wp4,.0033634736828599
Wp2,Wp5,.0037368967296091
Wp2,Wp6,.0039934644858799
Wp2,Wright,.0046491971955482
Wp3,Wleft,-.0000779021620385
Wp3,Wm2,.0001976921594927
Wp3,Wm1,.0004873419962204
Wp3,Wp1,.0020615178569745
Wp3,Wp2,.0034612342100466
Wp3,Wp3,.0053260975431391
Wp3,Wp4,.0047426847581755
Wp3,Wp5,.0051090206467907
Wp3,Wp6,.0053732081076601
Wp3,Wright,.0062582055416996
Wp4,Wleft,-.0004259772080991
Wp4,Wm2,.0000382056688183
Wp4,Wm1,.0003972870928468
Wp4,Wp1,.0020446319760638
Wp4,Wp2,.0033634736828599
Wp4,Wp3,.0047426847581755
Wp4,Wp4,.0062437629187598
Wp4,Wp5,.0062077970117098
Wp4,Wp6,.0064089975053185
Wp4,Wright,.0072082024766024
Wp5,Wleft,-.0010916464580456
Wp5,Wm2,-.0003108683760155
Wp5,Wm1,.0003254974251071
Wp5,Wp1,.0023121857952665
Wp5,Wp2,.0037368967296091
Wp5,Wp3,.0051090206467907
Wp5,Wp4,.0062077970117098
Wp5,Wp5,.0084032437937062
Wp5,Wp6,.0082125758175959
Wp5,Wright,.0091219394444552
Wp6,Wleft,-.0013625955252172
Wp6,Wm2,-.0002412526130491
Wp6,Wm1,.0002740009444566
Wp6,Wp1,.0025059507959328
Wp6,Wp2,.0039934644858799
Wp6,Wp3,.0053732081076601
Wp6,Wp4,.0064089975053185
Wp6,Wp5,.0082125758175959
Wp6,Wp6,.0106114535228267
Wp6,Wright,.010731399010919
Wright,Wleft,-.0027057208588753
Wright,Wm2,-.0010101574176376
Wright,Wm1,.00006398936641
Wright,Wp1,.0027370103475209
Wright,Wp2,.0046491971955482
Wright,Wp3,.0062582055416996
Wright,Wp4,.0072082024766024
Wright,Wp5,.0091219394444552
Wright,Wp6,.010731399010919
Wright,Wright,.0160012237802488
