path,name,line,end,lines
code/model/intergen_eqscale_seq_optimized/run_seq_smoke.py,main,106,177,72
code/model/intergen_eqscale_seq_optimized/solver.py,jsonable_feasibility_census,101,108,8
code/model/intergen_eqscale_seq_optimized/solver.py,debt_rule_at_age,111,118,8
code/model/intergen_eqscale_seq_optimized/solver.py,renter_borrowing_floor,121,124,4
code/model/intergen_eqscale_seq_optimized/solver.py,owner_borrowing_floor,127,142,16
code/model/intergen_eqscale_seq_optimized/solver.py,effective_owner_collateral_floor,145,161,17
code/model/intergen_eqscale_seq_optimized/solver.py,uses_outside_option_closure,164,165,2
code/model/intergen_eqscale_seq_optimized/solver.py,uses_accounting_scale_price_closure,168,170,3
code/model/intergen_eqscale_seq_optimized/solver.py,uses_benchmark_normalized_outside_closure,173,174,2
code/model/intergen_eqscale_seq_optimized/solver.py,uses_renewal_valve_closure,177,178,2
code/model/intergen_eqscale_seq_optimized/solver.py,uses_calibrated_renewal_valve_closure,181,183,3
code/model/intergen_eqscale_seq_optimized/solver.py,normalize_population_mass,186,189,4
code/model/intergen_eqscale_seq_optimized/solver.py,uses_income_types,192,193,2
code/model/intergen_eqscale_seq_optimized/solver.py,uses_markov_income,196,198,3
code/model/intergen_eqscale_seq_optimized/solver.py,income_type_values,201,208,8
code/model/intergen_eqscale_seq_optimized/solver.py,income_transition_values,211,223,13
code/model/intergen_eqscale_seq_optimized/solver.py,income_at_state,226,233,8
code/model/intergen_eqscale_seq_optimized/solver.py,birth_destination_child_state,236,245,10
code/model/intergen_eqscale_seq_optimized/solver.py,housing_demand_normalizer,248,251,4
code/model/intergen_eqscale_seq_optimized/solver.py,annual_gross_income_at_state,262,270,9
code/model/intergen_eqscale_seq_optimized/solver.py,uses_entry_wealth_income_ratio,273,274,2
code/model/intergen_eqscale_seq_optimized/solver.py,entry_wealth_ratio_distribution,277,291,15
code/model/intergen_eqscale_seq_optimized/solver.py,_linear_grid_weights_for_points,294,327,34
code/model/intergen_eqscale_seq_optimized/solver.py,_scalar_entry_wealth_grid_weights,330,396,67
code/model/intergen_eqscale_seq_optimized/solver.py,entry_wealth_grid_weights,399,419,21
code/model/intergen_eqscale_seq_optimized/solver.py,aggregate_entry_wealth_grid_weights,422,442,21
code/model/intergen_eqscale_seq_optimized/solver.py,_entry_value_on_nodes,445,455,11
code/model/intergen_eqscale_seq_optimized/solver.py,entry_values_by_location,458,497,40
code/model/intergen_eqscale_seq_optimized/solver.py,attach_entry_wealth_stats,500,524,25
code/model/intergen_eqscale_seq_optimized/solver.py,outside_option_entry_target,527,554,28
code/model/intergen_eqscale_seq_optimized/solver.py,city_entry_probabilities,557,564,8
code/model/intergen_eqscale_seq_optimized/solver.py,calibrate_outside_value_for_entry_total,567,583,17
code/model/intergen_eqscale_seq_optimized/solver.py,accounting_population_scale,586,707,122
code/model/intergen_eqscale_seq_optimized/solver.py,benchmark_normalized_outside_population_scale,710,856,147
code/model/intergen_eqscale_seq_optimized/solver.py,renewal_population_scale,859,994,136
code/model/intergen_eqscale_seq_optimized/solver.py,markov_market_housing_demand,997,1024,28
code/model/intergen_eqscale_seq_optimized/solver.py,attach_markov_market_accounting,1027,1048,22
code/model/intergen_eqscale_seq_optimized/solver.py,set_entry_masses,1051,1061,11
code/model/intergen_eqscale_seq_optimized/solver.py,run_model_cp_dt,1064,1142,79
code/model/intergen_eqscale_seq_optimized/solver.py,solve_markov_income_partial_equilibrium,1145,1159,15
code/model/intergen_eqscale_seq_optimized/solver.py,solve_markov_income_equilibrium,1162,1281,120
code/model/intergen_eqscale_seq_optimized/solver.py,refine_one_market_markov_income,1284,1499,216
code/model/intergen_eqscale_seq_optimized/solver.py,solve_markov_income_at_prices,1502,1549,48
code/model/intergen_eqscale_seq_optimized/solver.py,upgrade_fast_markov_solution,1552,1578,27
code/model/intergen_eqscale_seq_optimized/solver.py,make_income_type_params,1581,1597,17
code/model/intergen_eqscale_seq_optimized/solver.py,solve_income_type_partial_equilibrium,1600,1625,26
code/model/intergen_eqscale_seq_optimized/solver.py,solve_income_type_equilibrium,1628,1697,70
code/model/intergen_eqscale_seq_optimized/solver.py,aggregate_income_type_solutions,1700,1783,84
code/model/intergen_eqscale_seq_optimized/solver.py,solve_partial_equilibrium_dt,1786,1810,25
code/model/intergen_eqscale_seq_optimized/solver.py,solve_equilibrium,1813,2210,398
code/model/intergen_eqscale_seq_optimized/solver.py,precompute_shared,2213,2331,119
code/model/intergen_eqscale_seq_optimized/solver.py,solve_bellman_full,2334,2335,2
code/model/intergen_eqscale_seq_optimized/solver.py,solve_bellman_eval,2338,2341,4
code/model/intergen_eqscale_seq_optimized/solver.py,solve_bellman_full_markov_income,2344,2807,464
code/model/intergen_eqscale_seq_optimized/solver.py,solve_bellman_core,2810,3340,531
code/model/intergen_eqscale_seq_optimized/solver.py,golden_renter,3343,3362,20
code/model/intergen_eqscale_seq_optimized/solver.py,eval_renter,3365,3382,18
code/model/intergen_eqscale_seq_optimized/solver.py,golden_owner,3385,3404,20
code/model/intergen_eqscale_seq_optimized/solver.py,eval_owner,3407,3417,11
code/model/intergen_eqscale_seq_optimized/solver.py,build_forward_tenure_transition_maps,3420,3488,69
code/model/intergen_eqscale_seq_optimized/solver.py,realize_current_choices,3491,3568,78
code/model/intergen_eqscale_seq_optimized/solver.py,realize_current_choices_markov_income,3571,3601,31
code/model/intergen_eqscale_seq_optimized/solver.py,realize_current_cross_section,3604,3649,46
code/model/intergen_eqscale_seq_optimized/solver.py,assign_current_choices_to_beginning_assets,3652,3724,73
code/model/intergen_eqscale_seq_optimized/solver.py,assign_current_choices_to_beginning_assets_markov_income,3727,3749,23
code/model/intergen_eqscale_seq_optimized/solver.py,assign_current_cross_section_to_beginning_assets,3752,3787,36
code/model/intergen_eqscale_seq_optimized/solver.py,_dead_mass_census_at_age,3790,3863,74
code/model/intergen_eqscale_seq_optimized/solver.py,_gate_dead_mass_at_age,3866,3891,26
code/model/intergen_eqscale_seq_optimized/solver.py,_censor_entry_dead_mass,3894,3920,27
code/model/intergen_eqscale_seq_optimized/solver.py,forward_distribution,3923,4408,486
code/model/intergen_eqscale_seq_optimized/solver.py,forward_distribution_markov_income,4411,5096,686
code/model/intergen_eqscale_seq_optimized/solver.py,collapse_markov_policy,5099,5106,8
code/model/intergen_eqscale_seq_optimized/solver.py,collapse_markov_fertility_probs,5109,5123,15
code/model/intergen_eqscale_seq_optimized/solver.py,collapse_markov_location_probs,5126,5131,6
code/model/intergen_eqscale_seq_optimized/solver.py,advance_cohort_horizon_markov_income,5134,5176,43
code/model/intergen_eqscale_seq_optimized/solver.py,advance_cohort_one_period_markov_income,5179,5322,144
code/model/intergen_eqscale_seq_optimized/solver.py,mean_housing_childless_weighted_markov,5325,5343,19
code/model/intergen_eqscale_seq_optimized/solver.py,mean_housing_distribution_markov,5346,5363,18
code/model/intergen_eqscale_seq_optimized/solver.py,markov_renter_room_moments,5366,5431,66
code/model/intergen_eqscale_seq_optimized/solver.py,add_annual_gross_liquid_wealth_moments,5434,5500,67
code/model/intergen_eqscale_seq_optimized/solver.py,add_aggregate_wealth_gross_labor_diagnostics,5503,5586,84
code/model/intergen_eqscale_seq_optimized/solver.py,add_annual_gross_old_wealth_moments,5589,5678,90
code/model/intergen_eqscale_seq_optimized/solver.py,add_annual_gross_estate_wealth_moments,5681,5690,10
code/model/intergen_eqscale_seq_optimized/solver.py,add_old_nonhousing_income_share_moments,5693,5744,52
code/model/intergen_eqscale_seq_optimized/solver.py,add_old_wealth_income_moments,5747,5806,60
code/model/intergen_eqscale_seq_optimized/solver.py,compute_markov_statistics,5809,5975,167
code/model/intergen_eqscale_seq_optimized/solver.py,add_aggregate_wealth_bequest_flow_moments,5978,6041,64
code/model/intergen_eqscale_seq_optimized/solver.py,compute_markov_eq_stats,6044,6069,26
code/model/intergen_eqscale_seq_optimized/solver.py,compute_eq_stats,6072,6099,28
code/model/intergen_eqscale_seq_optimized/solver.py,age_to_index,6102,6104,3
code/model/intergen_eqscale_seq_optimized/solver.py,compute_statistics,6107,6741,635
code/model/intergen_eqscale_seq_optimized/solver.py,append_pension_budget_stats,6744,6757,14
code/model/intergen_eqscale_seq_optimized/solver.py,advance_cohort_horizon,6760,6800,41
code/model/intergen_eqscale_seq_optimized/solver.py,advance_cohort_one_period,6803,6913,111
code/model/intergen_eqscale_seq_optimized/solver.py,mean_housing_childless_weighted,6916,6930,15
code/model/intergen_eqscale_seq_optimized/solver.py,mean_housing_distribution,6933,6949,17
code/model/intergen_eqscale_seq_optimized/solver.py,apply_child_aging,6952,6987,36
code/model/intergen_eqscale_seq_optimized/solver.py,pack_solution_markov_income,6990,7067,78
code/model/intergen_eqscale_seq_optimized/solver.py,pack_fast_solution_markov_income,7070,7092,23
code/model/intergen_eqscale_seq_optimized/solver.py,pack_solution,7095,7145,51
code/model/intergen_eqscale_seq_optimized/solver.py,get_completed_fertility,7148,7167,20
code/model/intergen_eqscale_seq_optimized/solver.py,bequest_utility_vec,7170,7204,35
code/model/intergen_eqscale_seq_optimized/solver.py,pti_adjusted_downpayment,7207,7234,28
code/model/intergen_eqscale_seq_optimized/solver.py,has_birth_dp_grant,7237,7244,8
code/model/intergen_eqscale_seq_optimized/solver.py,get_phi_state_matrix,7247,7255,9
code/model/intergen_eqscale_seq_optimized/solver.py,get_phi_choice_tensor,7258,7272,15
code/model/intergen_eqscale_seq_optimized/solver.py,get_parent_target_locations,7275,7280,6
code/model/intergen_eqscale_seq_optimized/solver.py,get_parent_target_owner_tenures,7283,7288,6
code/model/intergen_eqscale_seq_optimized/solver.py,get_parent_target_child_states,7291,7301,11
code/model/intergen_eqscale_seq_optimized/solver.py,get_birth_entry_grant_tensor,7304,7330,27
code/model/intergen_eqscale_seq_optimized/solver.py,property_tax_revenue_from_distribution,7333,7348,16
code/model/intergen_eqscale_seq_optimized/solver.py,markov_grant_outlays,7351,7407,57
code/model/intergen_eqscale_seq_optimized/solver.py,current_child_bin_dt,7410,7428,19
code/model/intergen_eqscale_seq_optimized/solver.py,__init__,85,98,14
code/model/intergen_eqscale_seq_optimized/solver.py,tilted,363,368,6
code/model/intergen_eqscale_seq_optimized/solver.py,fast_solve,1189,1207,19
code/model/intergen_eqscale_seq_optimized/solver.py,eval_price,1309,1329,21
code/model/intergen_eqscale_seq_optimized/solver.py,sample_stats,5456,5484,29
code/model/intergen_eqscale_seq_optimized/solver.py,pooled_quantile,5659,5662,4
code/model/intergen_eqscale_seq_optimized/solver.py,mean,5795,5797,3
code/model/intergen_eqscale_seq_optimized/solver.py,median,5798,5800,3
code/model/intergen_eqscale_seq_optimized/solver.py,weighted_mean_from_cells,6478,6485,8
code/model/intergen_eqscale_seq_optimized/state_layout.py,from_parameters,20,29,10
code/model/intergen_eqscale_seq_optimized/state_layout.py,markov_shape,32,41,10
code/model/intergen_eqscale_seq_optimized/state_layout.py,nonmarkov_shape,44,52,9
code/model/intergen_eqscale_seq_optimized/state_layout.py,family_state_count,55,56,2
code/model/intergen_eqscale_seq_optimized/state_layout.py,encode_family_state,58,63,6
code/model/intergen_eqscale_seq_optimized/state_layout.py,decode_family_state,65,68,4
code/model/intergen_eqscale_seq_optimized/state_layout.py,require_markov_shape,70,72,3
code/model/intergen_eqscale_seq_optimized/target_system.py,from_mappings,21,35,15
code/model/intergen_eqscale_seq_optimized/target_system.py,count,38,39,2
code/model/intergen_eqscale_seq_optimized/target_system.py,fingerprint,42,52,11
code/model/intergen_eqscale_seq_optimized/target_system.py,targets_dict,54,55,2
code/model/intergen_eqscale_seq_optimized/target_system.py,weights_dict,57,58,2
code/model/intergen_eqscale_seq_optimized/target_system.py,loss,60,73,14
code/model/intergen_eqscale_seq_optimized/target_system.py,require_identified,75,80,6
code/model/intergen_eqscale_seq_optimized/utils.py,make_grid,10,54,45
code/model/intergen_eqscale_seq_optimized/utils.py,_pchip_slopes,57,84,28
code/model/intergen_eqscale_seq_optimized/utils.py,make_value_interp,87,121,35
code/model/intergen_eqscale_seq_optimized/utils.py,interp_indices,124,130,7
code/model/intergen_eqscale_seq_optimized/utils.py,interp_vector,133,135,3
code/model/intergen_eqscale_seq_optimized/utils.py,interp_on_grid,138,145,8
code/model/intergen_eqscale_seq_optimized/utils.py,interp_cols,148,156,9
code/model/intergen_eqscale_seq_optimized/utils.py,scatter_redistribute,159,164,6
code/model/intergen_eqscale_seq_optimized/utils.py,scatter_redistribute_cols,167,177,11
code/model/intergen_eqscale_seq_optimized/utils.py,scatter_redistribute_cols_sameidx,180,191,12
code/model/intergen_eqscale_seq_optimized/utils.py,logsumexp,194,199,6
code/model/intergen_eqscale_seq_optimized/utils.py,flat_nc,205,206,2
code/model/intergen_eqscale_seq_optimized/utils.py,unflat_nc,209,210,2
code/model/intergen_eqscale_seq_optimized/utils.py,decode_flat_family_state,213,220,8
code/model/intergen_eqscale_seq_optimized/utils.py,weighted_quantile,223,244,22
code/model/intergen_eqscale_seq_optimized/utils.py,weighted_median_from_cells,247,250,4
code/model/intergen_eqscale_seq_optimized/utils.py,dict_to_namespace,253,254,2
code/model/intergen_eqscale_seq_optimized/utils.py,_edge,71,77,7
code/model/intergen_eqscale_seq_optimized/utils.py,_f,107,118,12
code/model/intergen_eqscale_seq_optimized/tests/test_age_survival.py,test_age_survival_default_is_inert,10,13,4
code/model/intergen_eqscale_seq_optimized/tests/test_age_survival.py,test_age_survival_override_is_external_and_validated,15,25,11
code/model/intergen_eqscale_seq_optimized/tests/test_bequest_normalization.py,_params,11,21,11
code/model/intergen_eqscale_seq_optimized/tests/test_bequest_normalization.py,test_zero_estate_is_zero_for_every_family_size,25,29,5
code/model/intergen_eqscale_seq_optimized/tests/test_bequest_normalization.py,test_normalized_bequest_is_strictly_increasing_in_estate_wealth,31,34,4
code/model/intergen_eqscale_seq_optimized/tests/test_bequest_normalization.py,test_family_size_raises_marginal_value_when_theta_n_is_positive,36,46,11
code/model/intergen_eqscale_seq_optimized/tests/test_bequest_normalization.py,test_zero_child_shifter_makes_linear_spec_child_blind,48,54,7
code/model/intergen_eqscale_seq_optimized/tests/test_bequest_normalization.py,test_parent_gated_luxury_is_child_blind_on_the_intensive_margin,56,65,10
code/model/intergen_eqscale_seq_optimized/tests/test_bequest_normalization.py,test_parent_gate_rejects_unnormalized_crra_level,67,71,5
code/model/intergen_eqscale_seq_optimized/tests/test_bequest_normalization.py,test_equal_division_matches_normalized_child_level_formula,73,83,11
code/model/intergen_eqscale_seq_optimized/tests/test_bequest_normalization.py,test_equal_division_one_child_equals_parent_gated,85,91,7
code/model/intergen_eqscale_seq_optimized/tests/test_bequest_normalization.py,test_sigma_one_branch_uses_scaled_normalized_log_difference,93,98,6
code/model/intergen_eqscale_seq_optimized/tests/test_bequest_normalization.py,test_crra_branch_uses_scaled_normalized_power_difference,100,108,9
code/model/intergen_eqscale_seq_optimized/tests/test_bequest_normalization.py,test_legacy_branch_remains_available_for_fixed_parameter_ab,110,115,6
code/model/intergen_eqscale_seq_optimized/tests/test_bequest_normalization.py,test_estate_tax_is_applied_before_normalized_utility,117,128,12
code/model/intergen_eqscale_seq_optimized/tests/test_bequest_target_moments.py,test_aggregate_gross_ratio_uses_all_wealth_and_worker_earnings,27,54,28
code/model/intergen_eqscale_seq_optimized/tests/test_bequest_target_moments.py,test_age_profile_prorates_four_year_states_at_bin_boundaries,56,87,32
code/model/intergen_eqscale_seq_optimized/tests/test_bequest_target_moments.py,test_estate_targets_use_gross_home_value_and_live_parity_bins,89,145,57
code/model/intergen_eqscale_seq_optimized/tests/test_bequest_target_moments.py,test_old_wealth_moment_name_is_the_live_implementation,147,176,30
code/model/intergen_eqscale_seq_optimized/tests/test_bequest_target_moments.py,test_internal_target_set_replaces_three_legacy_old_age_moments,178,190,13
code/model/intergen_eqscale_seq_optimized/tests/test_bequest_target_moments.py,test_median_composition_target_set_keeps_estate_median_only,192,208,17
code/model/intergen_eqscale_seq_optimized/tests/test_bequest_target_moments.py,test_income_disciplined_target_set_swaps_composition_median_for_share,210,234,25
code/model/intergen_eqscale_seq_optimized/tests/test_bequest_target_moments.py,test_old_nonhousing_ge_1x_income_share_uses_raw_b_and_estate_window,236,265,30
code/model/intergen_eqscale_seq_optimized/tests/test_bequest_target_moments.py,_args,269,276,8
code/model/intergen_eqscale_seq_optimized/tests/test_bequest_target_moments.py,test_m4_estimates_both_remaining_de_nardi_parameters,278,298,21
code/model/intergen_eqscale_seq_optimized/tests/test_bequest_target_moments.py,test_m4_target_system_has_14_moments_including_rooms,300,309,10
code/model/intergen_eqscale_seq_optimized/tests/test_bequest_target_moments.py,test_m4_uses_ssa_survival_schedule,311,315,5
code/model/intergen_eqscale_seq_optimized/tests/test_bequest_target_moments.py,test_m4_rejects_silent_start_clipping,317,323,7
code/model/intergen_eqscale_seq_optimized/tests/test_bequest_target_moments.py,test_m5_frees_tenure_choice_kappa_with_wide_bequest_domains,325,349,25
code/model/intergen_eqscale_seq_optimized/tests/test_bequest_target_moments.py,test_m5_uses_ssa_survival_schedule,351,355,5
code/model/intergen_eqscale_seq_optimized/tests/test_bequest_target_moments.py,test_m5_rejects_silent_start_clipping,357,367,11
code/model/intergen_eqscale_seq_optimized/tests/test_bequest_target_moments.py,test_m5_target_system_has_15_moments_including_rooms,369,376,8
code/model/intergen_eqscale_seq_optimized/tests/test_bequest_target_moments.py,test_m5_income_and_entry_overrides,378,426,49
code/model/intergen_eqscale_seq_optimized/tests/test_bequest_target_moments.py,test_m4_profile_fixes_theta1_and_reestimates_other_coordinates,428,445,18
code/model/intergen_eqscale_seq_optimized/tests/test_bequest_target_moments.py,test_tight_repeat_must_be_bit_identical,449,462,14
code/model/intergen_eqscale_seq_optimized/tests/test_bequest_target_moments.py,test_nested_reference_proves_exact_strict_m1_seed,464,572,109
code/model/intergen_eqscale_seq_optimized/tests/test_bequest_target_moments.py,test_m5_nested_reference_and_acceptance_rows,574,703,130
code/model/intergen_eqscale_seq_optimized/tests/test_calendar_time_continuation.py,_tiny_markov,15,54,40
code/model/intergen_eqscale_seq_optimized/tests/test_calendar_time_continuation.py,_stationary_objects,57,62,6
code/model/intergen_eqscale_seq_optimized/tests/test_calendar_time_continuation.py,setUpClass,67,75,9
code/model/intergen_eqscale_seq_optimized/tests/test_calendar_time_continuation.py,solve,77,85,9
code/model/intergen_eqscale_seq_optimized/tests/test_calendar_time_continuation.py,test_absent_calendar_continuation_is_bitwise_inert,87,96,10
code/model/intergen_eqscale_seq_optimized/tests/test_calendar_time_continuation.py,test_stationary_value_is_calendar_time_fixed_point,98,107,10
code/model/intergen_eqscale_seq_optimized/tests/test_calendar_time_continuation.py,test_calendar_continuation_changes_only_nonterminal_recursion,109,121,13
code/model/intergen_eqscale_seq_optimized/tests/test_calendar_time_continuation.py,test_calendar_continuation_rejects_wrong_shape,123,127,5
code/model/intergen_eqscale_seq_optimized/tests/test_code_repair_20260709.py,_family_count_attr,50,52,3
code/model/intergen_eqscale_seq_optimized/tests/test_code_repair_20260709.py,_fixture,55,117,63
code/model/intergen_eqscale_seq_optimized/tests/test_code_repair_20260709.py,_mapped_values,120,121,2
code/model/intergen_eqscale_seq_optimized/tests/test_code_repair_20260709.py,test_working_age_mean_and_entry_value_match_frozen_source,125,149,25
code/model/intergen_eqscale_seq_optimized/tests/test_code_repair_20260709.py,test_lower_loss_nonconverged_record_cannot_win,153,161,9
code/model/intergen_eqscale_seq_optimized/tests/test_code_repair_20260709.py,test_de_population_never_accepts_invalid_candidate,163,167,5
code/model/intergen_eqscale_seq_optimized/tests/test_code_repair_20260709.py,test_named_production_profile_is_exact,169,206,38
code/model/intergen_eqscale_seq_optimized/tests/test_code_repair_20260709.py,test_profile_pins_dense_grid_and_runtime_metadata,208,240,33
code/model/intergen_eqscale_seq_optimized/tests/test_code_repair_20260709.py,test_exact_frozen_theta_and_comparison_switches,242,276,35
code/model/intergen_eqscale_seq_optimized/tests/test_code_repair_20260709.py,test_global_de_applies_named_production_profile,278,346,69
code/model/intergen_eqscale_seq_optimized/tests/test_code_repair_20260709.py,test_zero_grant_is_identical_to_historical_transaction_map,350,384,35
code/model/intergen_eqscale_seq_optimized/tests/test_code_repair_20260709.py,test_nonzero_grant_and_policy_hook_precedence_match_bellman,386,426,41
code/model/intergen_eqscale_seq_optimized/tests/test_code_repair_20260709.py,test_birth_and_purchase_are_visible_in_same_current_period,430,462,33
code/model/intergen_eqscale_seq_optimized/tests/test_code_repair_20260709.py,test_terminal_age_applies_current_housing_choice,464,480,17
code/model/intergen_eqscale_seq_optimized/tests/test_code_repair_20260709.py,test_beginning_assets_are_conditioned_on_current_buy_and_sell,482,502,21
code/model/intergen_eqscale_seq_optimized/tests/test_code_repair_20260709.py,test_one_period_transition_applies_transaction_saving_and_stage_once,504,529,26
code/model/intergen_eqscale_seq_optimized/tests/test_code_repair_20260709.py,test_markov_path_conserves_mass_and_transitions_income_once,531,572,42
code/model/intergen_eqscale_seq_optimized/tests/test_code_repair_20260709.py,fake_case,281,309,29
code/model/intergen_eqscale_seq_optimized/tests/test_combined_specification.py,test_scalar_h0_override_is_coerced_to_one_market_vector,11,13,3
code/model/intergen_eqscale_seq_optimized/tests/test_combined_specification.py,test_finance_rates_are_four_year_objects,15,20,6
code/model/intergen_eqscale_seq_optimized/tests/test_e4_packet_args.py,test_e4_winner_keys_are_accepted_only_by_e4_arm,23,28,6
code/model/intergen_eqscale_seq_optimized/tests/test_e4_packet_args.py,test_e4_arm_externals_use_power_scale_and_flhsv_income,31,35,5
code/model/intergen_eqscale_seq_optimized/tests/test_e4_packet_args.py,test_e4_postprocesses_defaults_without_changing_e2_defaults,38,48,11
code/model/intergen_eqscale_seq_optimized/tests/test_e5_profile.py,test_pending_timing_targets_refuse_to_build,19,24,6
code/model/intergen_eqscale_seq_optimized/tests/test_e5_profile.py,test_shipped_timing_targets_are_the_nchs_build_values,26,31,6
code/model/intergen_eqscale_seq_optimized/tests/test_e5_profile.py,test_rooms_target_uses_wave_aligned_four_year_contrast,33,45,13
code/model/intergen_eqscale_seq_optimized/tests/test_e5_profile.py,test_stationary_runner_refuses_dated_transition_target,47,68,22
code/model/intergen_eqscale_seq_optimized/tests/test_e5_profile.py,test_seed_reproduction_gate_compares_model_moments,70,85,16
code/model/intergen_eqscale_seq_optimized/tests/test_e5_profile.py,test_standard_diagnostic_uses_literal_top_group_measurement,87,99,13
code/model/intergen_eqscale_seq_optimized/tests/test_e5_profile.py,test_dummy_timing_targets_complete_twelve_row_contract,101,110,10
code/model/intergen_eqscale_seq_optimized/tests/test_e5_profile.py,test_wealth_flow_uses_gross_labor_earnings_without_payroll_wedge,112,130,19
code/model/intergen_eqscale_seq_optimized/tests/test_e5_profile.py,test_e5_smoke_metadata_with_injected_timing_targets,132,186,55
code/model/intergen_eqscale_seq_optimized/tests/test_e5_profile.py,test_collector_accepts_e5_contract,188,236,49
code/model/intergen_eqscale_seq_optimized/tests/test_e5_profile.py,test_e6a_external_has_no_added_free_parameter,238,252,15
code/model/intergen_eqscale_seq_optimized/tests/test_e5_profile.py,fake_runtime,152,166,15
code/model/intergen_eqscale_seq_optimized/tests/test_e5f_child_room_floor.py,_repaired_tiny,22,31,10
code/model/intergen_eqscale_seq_optimized/tests/test_e5f_child_room_floor.py,_parameters,34,46,13
code/model/intergen_eqscale_seq_optimized/tests/test_e5f_child_room_floor.py,test_e5f_contract_is_nine_parameters_against_same_twelve_targets,49,55,7
code/model/intergen_eqscale_seq_optimized/tests/test_e5f_child_room_floor.py,test_switch_off_and_zero_floor_are_bitwise_nested,58,82,25
code/model/intergen_eqscale_seq_optimized/tests/test_e5f_child_room_floor.py,test_floor_is_keyed_to_children_currently_at_home,85,101,17
code/model/intergen_eqscale_seq_optimized/tests/test_e5f_child_room_floor.py,test_first_child_jump_separates_level_from_additional_child_slope,104,120,17
code/model/intergen_eqscale_seq_optimized/tests/test_e5f_child_room_floor.py,test_renter_utility_respects_floor_and_diverges_at_boundary,123,141,19
code/model/intergen_eqscale_seq_optimized/tests/test_e5f_child_room_floor.py,test_owner_rungs_below_floor_are_dead_and_receive_no_mass,144,188,45
code/model/intergen_eqscale_seq_optimized/tests/test_e5f_child_room_floor.py,test_floor_cap_guard_accepts_domain_upper_bound_and_refuses_collision,191,201,11
code/model/intergen_eqscale_seq_optimized/tests/test_e5f_child_room_floor.py,value,131,138,8
code/model/intergen_eqscale_seq_optimized/tests/test_e5f_income_entry_profile.py,test_profile_adds_only_one_free_parameter,14,21,8
code/model/intergen_eqscale_seq_optimized/tests/test_e5f_income_entry_profile.py,test_profile_reuses_measured_permanent_income_process,24,34,11
code/model/intergen_eqscale_seq_optimized/tests/test_e5f_income_entry_profile.py,test_profile_metadata_separates_external_and_free_objects,37,40,4
code/model/intergen_eqscale_seq_optimized/tests/test_e5f_probe_contract.py,run_contract,15,36,22
code/model/intergen_eqscale_seq_optimized/tests/test_e5f_probe_contract.py,test_e5f_probe_can_fix_both_fertility_scales,39,54,16
code/model/intergen_eqscale_seq_optimized/tests/test_e5f_probe_contract.py,test_e5f_probe_is_default_off,57,67,11
code/model/intergen_eqscale_seq_optimized/tests/test_e5f_transition_calibration.py,test_transition_unit_round_trip,31,40,10
code/model/intergen_eqscale_seq_optimized/tests/test_e5f_transition_calibration.py,test_latin_hypercube_is_deterministic_and_stratified,43,50,8
code/model/intergen_eqscale_seq_optimized/tests/test_e5f_transition_calibration.py,test_panel_anchor_is_the_declared_working_point,53,69,17
code/model/intergen_eqscale_seq_optimized/tests/test_e5f_transition_calibration.py,test_coordinate_panel_moves_one_dimension_at_a_time,72,91,20
code/model/intergen_eqscale_seq_optimized/tests/test_e5f_transition_calibration.py,test_repaired_profile_adds_cost_and_measured_income,94,104,11
code/model/intergen_eqscale_seq_optimized/tests/test_e5f_transition_calibration.py,test_old_fertility_normalization_uses_a_local_bracket,107,141,35
code/model/intergen_eqscale_seq_optimized/tests/test_e5f_transition_calibration.py,fake_solve_ge,117,125,9
code/model/intergen_eqscale_seq_optimized/tests/test_e5f_transition_calibration.py,extract_moments,112,113,2
code/model/intergen_eqscale_seq_optimized/tests/test_e6_plain_weighting.py,test_each_block_has_equal_aggregate_weight_at_unit_relative_gap,14,21,8
code/model/intergen_eqscale_seq_optimized/tests/test_e6_plain_weighting.py,test_weights_follow_target_order,23,26,4
code/model/intergen_eqscale_seq_optimized/tests/test_e6_plain_weighting.py,test_l1_each_block_is_mean_absolute_proportional_gap,28,35,8
code/model/intergen_eqscale_seq_optimized/tests/test_e6_plain_weighting.py,test_l1_weights_follow_target_order,37,40,4
code/model/intergen_eqscale_seq_optimized/tests/test_e6_plain_weighting.py,test_contract_rejects_missing_row,42,48,7
code/model/intergen_eqscale_seq_optimized/tests/test_e6b_profile.py,test_permanent_level_rule_matches_mean_and_log_variance,20,29,10
code/model/intergen_eqscale_seq_optimized/tests/test_e6b_profile.py,test_combined_process_keeps_permanent_levels_fixed,32,46,15
code/model/intergen_eqscale_seq_optimized/tests/test_e6b_profile.py,test_e6b_overrides_pass_parameter_validation,49,55,7
code/model/intergen_eqscale_seq_optimized/tests/test_e6b_profile.py,test_e6b_metadata_discloses_external_identification,58,63,6
code/model/intergen_eqscale_seq_optimized/tests/test_e6b_profile.py,test_default_parameters_leave_permanent_levels_disabled,66,70,5
code/model/intergen_eqscale_seq_optimized/tests/test_e6b_profile.py,test_strict_collector_accepts_e6_contracts,74,148,75
code/model/intergen_eqscale_seq_optimized/tests/test_e6c_profile.py,readiness_parameters,28,36,9
code/model/intergen_eqscale_seq_optimized/tests/test_e6c_profile.py,test_readiness_profile_has_exactly_two_free_coordinates,39,48,10
code/model/intergen_eqscale_seq_optimized/tests/test_e6c_profile.py,test_logistic_readiness_arrival_is_irreversible_and_consistent,51,64,14
