path,name,line,end,lines
code/model/intergen_eqscale_seq_optimized/tests/test_e6c_profile.py,test_readiness_gate_requires_sequential_births,67,69,3
code/model/intergen_eqscale_seq_optimized/tests/test_e6c_profile.py,test_settled_childless_state_has_childless_flow_preferences,72,79,8
code/model/intergen_eqscale_seq_optimized/tests/test_e6c_profile.py,test_backward_readiness_transition_uses_unsettled_and_settled_values,82,103,22
code/model/intergen_eqscale_seq_optimized/tests/test_e6c_profile.py,test_default_off_precompute_is_bitwise_identical,106,117,12
code/model/intergen_eqscale_seq_optimized/tests/test_e6c_profile.py,test_winner_diagnostic_configures_combined_e6c_arm,120,129,10
code/model/intergen_eqscale_seq_optimized/tests/test_e6c_profile.py,test_strict_collector_accepts_twelve_parameter_e6c_contract,132,196,65
code/model/intergen_eqscale_seq_optimized/tests/test_entrant_feasibility.py,_array_sha256,40,41,2
code/model/intergen_eqscale_seq_optimized/tests/test_entrant_feasibility.py,_python_kernel,44,47,4
code/model/intergen_eqscale_seq_optimized/tests/test_entrant_feasibility.py,_mapped_values,50,51,2
code/model/intergen_eqscale_seq_optimized/tests/test_entrant_feasibility.py,_inert_overrides,54,88,35
code/model/intergen_eqscale_seq_optimized/tests/test_entrant_feasibility.py,_indebted_solution_overrides,91,102,12
code/model/intergen_eqscale_seq_optimized/tests/test_entrant_feasibility.py,_all_dead_overrides,105,137,33
code/model/intergen_eqscale_seq_optimized/tests/test_entrant_feasibility.py,test_debt_cap_construction_uses_income_and_exact_age_taper,141,164,24
code/model/intergen_eqscale_seq_optimized/tests/test_entrant_feasibility.py,test_debt_cap_income_mean_accepts_all_markov_transition_aliases,166,189,24
code/model/intergen_eqscale_seq_optimized/tests/test_entrant_feasibility.py,test_unsecured_floor_rolls_legacy_debt_and_opens_standing_line,191,199,9
code/model/intergen_eqscale_seq_optimized/tests/test_entrant_feasibility.py,test_owner_floor_does_not_count_the_mortgage_twice,201,219,19
code/model/intergen_eqscale_seq_optimized/tests/test_entrant_feasibility.py,test_owner_ltv_taper_reduces_next_period_collateral_capacity,221,235,15
code/model/intergen_eqscale_seq_optimized/tests/test_entrant_feasibility.py,test_indebted_renter_is_feasible_and_budget_identity_holds,239,281,43
code/model/intergen_eqscale_seq_optimized/tests/test_entrant_feasibility.py,test_owner_kernel_floor_sweep_and_budget_identity,283,329,47
code/model/intergen_eqscale_seq_optimized/tests/test_entrant_feasibility.py,test_seller_map_preserves_negative_post_liquidation_wealth,331,352,22
code/model/intergen_eqscale_seq_optimized/tests/test_entrant_feasibility.py,test_nonnegative_grid_default_credit_rule_is_bit_identical,356,384,29
code/model/intergen_eqscale_seq_optimized/tests/test_entrant_feasibility.py,setUpClass,389,395,7
code/model/intergen_eqscale_seq_optimized/tests/test_entrant_feasibility.py,test_negative_entrant_is_feasible_and_all_policies_respect_floors,397,419,23
code/model/intergen_eqscale_seq_optimized/tests/test_entrant_feasibility.py,test_taper_leaves_retired_renters_debt_free_and_owners_secured_only,421,443,23
code/model/intergen_eqscale_seq_optimized/tests/test_entrant_feasibility.py,test_python_owner_fallback_marks_raw_nonpositive_consumption_dead,447,484,38
code/model/intergen_eqscale_seq_optimized/tests/test_entrant_feasibility.py,test_markov_all_dead_masks_and_full_gate,486,512,27
code/model/intergen_eqscale_seq_optimized/tests/test_entrant_feasibility.py,test_all_dead_discrete_choice_rows_have_exactly_zero_probabilities,514,535,22
code/model/intergen_eqscale_seq_optimized/tests/test_entrant_feasibility.py,test_full_solve_rejects_positive_entry_mass_on_dead_state,537,542,6
code/model/intergen_eqscale_seq_optimized/tests/test_entrant_feasibility.py,test_local_panel_records_infeasible_theta_separately,544,571,28
code/model/intergen_eqscale_seq_optimized/tests/test_entry_target_contract.py,test_outside_origin_share_maps_to_candidate_specific_entry_probability,21,35,15
code/model/intergen_eqscale_seq_optimized/tests/test_entry_target_contract.py,test_infeasible_empirical_share_is_rejected,37,46,10
code/model/intergen_eqscale_seq_optimized/tests/test_entry_target_contract.py,test_floor_and_tilt_baselines_reproduce_scale_and_outside_share,50,74,25
code/model/intergen_eqscale_seq_optimized/tests/test_entry_target_contract.py,test_policy_scale_uses_fixed_retention_and_inflow_identity,76,95,20
code/model/intergen_eqscale_seq_optimized/tests/test_entry_target_contract.py,test_quota_mode_does_not_read_values_or_logit_objects,97,118,22
code/model/intergen_eqscale_seq_optimized/tests/test_entry_target_contract.py,test_retention_above_one_fails_loudly,120,129,10
code/model/intergen_eqscale_seq_optimized/tests/test_entry_target_contract.py,V,104,105,2
code/model/intergen_eqscale_seq_optimized/tests/test_eqscale_seq.py,_tiny_markov,17,33,17
code/model/intergen_eqscale_seq_optimized/tests/test_eqscale_seq.py,test_default_nesting_chain_is_bitwise_production,36,40,5
code/model/intergen_eqscale_seq_optimized/tests/test_eqscale_seq.py,test_sequential_accounting_pi_one,43,48,6
code/model/intergen_eqscale_seq_optimized/tests/test_eqscale_seq.py,test_sequential_second_birth_hazard_respects_fecundity,51,58,8
code/model/intergen_eqscale_seq_optimized/tests/test_eqscale_seq.py,test_kappa_continuation_default_is_bitwise_inert,61,70,10
code/model/intergen_eqscale_seq_optimized/tests/test_eqscale_seq.py,test_kappa_continuation_split_changes_attempt_margin,73,85,13
code/model/intergen_eqscale_seq_optimized/tests/test_eqscale_seq.py,test_kappa_continuation_ignored_without_sequential_births,88,93,6
code/model/intergen_eqscale_seq_optimized/tests/test_eqscale_seq.py,test_first_birth_fixed_cost_default_is_bitwise_inert,96,102,7
code/model/intergen_eqscale_seq_optimized/tests/test_eqscale_seq.py,test_first_birth_fixed_cost_raises_childlessness,105,115,11
code/model/intergen_eqscale_seq_optimized/tests/test_eqscale_seq.py,test_first_birth_fixed_cost_is_paid_only_when_birth_occurs,118,128,11
code/model/intergen_eqscale_seq_optimized/tests/test_eqscale_seq.py,test_eqscale_renter_allocation_and_childless_invariance,131,145,15
code/model/intergen_eqscale_seq_optimized/tests/test_eqscale_seq.py,test_eqscale_form_default_is_bitwise_inert,148,153,6
code/model/intergen_eqscale_seq_optimized/tests/test_eqscale_seq.py,test_eqscale_power_form_scale_values,156,166,11
code/model/intergen_eqscale_seq_optimized/tests/test_eqscale_seq.py,test_eqscale_power_form_changes_parent_cells_only_at_terminal_age,169,180,12
code/model/intergen_eqscale_seq_optimized/tests/test_eqscale_seq.py,test_eqscale_sigma_point_twenty_is_feasible,183,188,6
code/model/intergen_eqscale_seq_optimized/tests/test_eqscale_seq.py,test_sequential_preserves_childless_mass,191,199,9
code/model/intergen_eqscale_seq_optimized/tests/test_eqscale_seq.py,test_no_same_period_second_attempt,202,204,3
code/model/intergen_eqscale_seq_optimized/tests/test_eqscale_seq.py,test_second_birth_hazard_bounded,207,216,10
code/model/intergen_eqscale_seq_optimized/tests/test_eqscale_seq.py,test_sequential_first_birth_event_study_is_measured,219,221,3
code/model/intergen_eqscale_seq_optimized/tests/test_eqscale_seq.py,test_eval_renter_scalar_bitwise_vs_production_across_rents,224,234,11
code/model/intergen_eqscale_seq_optimized/tests/test_externals.py,test_flhsv_external_literals_and_income_overrides,14,27,14
code/model/intergen_eqscale_seq_optimized/tests/test_externals.py,test_v2_cell_one_uses_power_scale_and_flhsv_income,30,34,5
code/model/intergen_eqscale_seq_optimized/tests/test_externals.py,test_v3_entry_noise_cell_overrides_and_prior_designs_are_unchanged,37,58,22
code/model/intergen_eqscale_seq_optimized/tests/test_fecundity.py,_tiny_markov_overrides,15,53,39
code/model/intergen_eqscale_seq_optimized/tests/test_fecundity.py,test_fecundity_schedule_nesting_and_terminal_age,56,74,19
code/model/intergen_eqscale_seq_optimized/tests/test_fecundity.py,test_terminal_tail_gate_is_default_off_and_preserves_early_anchors,77,103,27
code/model/intergen_eqscale_seq_optimized/tests/test_fecundity.py,test_terminal_tail_gate_rejects_invalid_decay,106,115,10
code/model/intergen_eqscale_seq_optimized/tests/test_fecundity.py,test_default_fork_is_bitwise_nested_in_production,118,125,8
code/model/intergen_eqscale_seq_optimized/tests/test_fecundity.py,test_attempt_gate_realizes_half_of_attempt_hazard_and_conserves_mass,128,144,17
code/model/intergen_eqscale_seq_optimized/tests/test_fecundity.py,test_active_gate_rejects_nonmarkov_path,147,154,8
code/model/intergen_eqscale_seq_optimized/tests/test_independent_child_maturation.py,repaired_parameters,29,38,10
code/model/intergen_eqscale_seq_optimized/tests/test_independent_child_maturation.py,test_birth_destination_preserves_the_historical_shared_clock,41,47,7
code/model/intergen_eqscale_seq_optimized/tests/test_independent_child_maturation.py,test_two_child_transition_matches_independent_binomial_formula,50,61,12
code/model/intergen_eqscale_seq_optimized/tests/test_independent_child_maturation.py,test_repair_reuses_existing_dimension_and_preserves_parity_after_exit,64,70,7
code/model/intergen_eqscale_seq_optimized/tests/test_independent_child_maturation.py,test_preferences_depend_on_children_at_home_not_ever_born,73,86,14
code/model/intergen_eqscale_seq_optimized/tests/test_independent_child_maturation.py,test_policy_eligibility_covers_every_valid_parent_count,89,103,15
code/model/intergen_eqscale_seq_optimized/tests/test_independent_child_maturation.py,test_parity_progression_remains_available_after_older_child_leaves,106,115,10
code/model/intergen_eqscale_seq_optimized/tests/test_independent_child_maturation.py,test_transfer_and_budget_accounting_are_available_in_repaired_package,118,138,21
code/model/intergen_eqscale_seq_optimized/tests/test_independent_child_maturation.py,test_grant_outlays_sum_all_valid_at_home_counts,141,164,24
code/model/intergen_eqscale_seq_optimized/tests/test_literal_parity.py,_seq_eqscale,27,39,13
code/model/intergen_eqscale_seq_optimized/tests/test_literal_parity.py,test_gates_passed_at_defaults_are_inert,51,65,15
code/model/intergen_eqscale_seq_optimized/tests/test_literal_parity.py,test_completed_fertility_reads_parity,68,80,13
code/model/intergen_eqscale_seq_optimized/tests/test_literal_parity.py,test_child_bin_high_cutoff,83,89,7
code/model/intergen_eqscale_seq_optimized/tests/test_literal_parity.py,test_l4_solves_and_preserves_age_mass,92,101,10
code/model/intergen_eqscale_seq_optimized/tests/test_literal_parity.py,test_l4_no_same_period_chaining,104,109,6
code/model/intergen_eqscale_seq_optimized/tests/test_literal_parity.py,test_saved_birth_order_flows_use_normalized_population_units,112,124,13
code/model/intergen_eqscale_seq_optimized/tests/test_literal_parity.py,test_l4_third_birth_hazard_respects_fecundity,127,138,12
code/model/intergen_eqscale_seq_optimized/tests/test_literal_parity.py,test_entrant_conversion_factor_scales_accounting,141,151,11
code/model/intergen_eqscale_seq_optimized/tests/test_literal_parity.py,test_literal_topcode_tfr_arithmetic,154,159,6
code/model/intergen_eqscale_seq_optimized/tests/test_literal_parity.py,test_extract_moments_tfr_convention,162,171,10
code/model/intergen_eqscale_seq_optimized/tests/test_markov_renewal_closure.py,_renewal_parameters,15,28,14
code/model/intergen_eqscale_seq_optimized/tests/test_markov_renewal_closure.py,test_markov_market_demand_applies_renewal_scale,31,54,24
code/model/intergen_eqscale_seq_optimized/tests/test_markov_renewal_closure.py,test_attached_market_residual_uses_scaled_not_per_unit_demand,57,75,19
code/model/intergen_eqscale_seq_optimized/tests/test_markov_renewal_closure.py,test_tiny_markov_renewal_baseline_nests_normalized_equilibrium,78,133,56
code/model/intergen_eqscale_seq_optimized/tests/test_optimized_port.py,tiny,12,14,3
code/model/intergen_eqscale_seq_optimized/tests/test_optimized_port.py,test_direct_payload_restores_sequential_side_channel_after_stale_bellman,16,31,16
code/model/intergen_eqscale_seq_optimized/tests/test_optimized_port.py,test_integrated_direct_payload_freshness_after_last_price_is_rejected,34,59,26
code/model/intergen_eqscale_seq_optimized/tests/test_optimized_port.py,test_contracts_and_atomic_target_system,61,67,7
code/model/intergen_eqscale_seq_optimized/tests/test_optimized_port.py,test_default_nesting_flags_reproduce_production_bitwise,70,82,13
code/model/intergen_eqscale_seq_optimized/tests/test_optimized_port.py,test_direct_vs_legacy_tiny_e1_root_agreement_and_price_count,85,94,10
code/model/intergen_eqscale_seq_optimized/tests/test_optimized_port.py,test_repeat_price_cache_hit_preserves_result,97,107,11
code/model/intergen_eqscale_seq_optimized/tests/test_optimized_port.py,traced,41,44,4
code/model/intergen_eqscale_seq_optimized/tests/test_retirement_income_heterogeneity.py,test_default_retirement_income_is_common_across_income_states,10,13,4
code/model/intergen_eqscale_seq_optimized/tests/test_retirement_income_heterogeneity.py,test_retirement_income_scale_loads_persistent_state_and_preserves_mean,16,27,12
code/model/intergen_eqscale_seq_optimized/tests/test_retirement_income_heterogeneity.py,test_annual_gross_retirement_income_uses_same_multiplier_without_payroll_grossup,30,39,10
code/model/intergen_eqscale_seq_optimized/tests/test_retirement_income_heterogeneity.py,test_invalid_retirement_income_scale_is_rejected,42,44,3
code/model/intergen_eqscale_seq_optimized/tests/test_transfer_floor.py,_python_kernel,28,29,2
code/model/intergen_eqscale_seq_optimized/tests/test_transfer_floor.py,_renter_call,32,69,38
code/model/intergen_eqscale_seq_optimized/tests/test_transfer_floor.py,_owner_call,72,111,40
code/model/intergen_eqscale_seq_optimized/tests/test_transfer_floor.py,test_precompute_shared_builds_transfer_guarantees_in_f_order,114,126,13
code/model/intergen_eqscale_seq_optimized/tests/test_transfer_floor.py,test_renter_kernel_is_identical_off_and_matches_no_floor_formula,129,148,20
code/model/intergen_eqscale_seq_optimized/tests/test_transfer_floor.py,test_income_poor_negative_asset_node_is_revived_but_cap_still_binds,151,178,28
code/model/intergen_eqscale_seq_optimized/tests/test_transfer_floor.py,test_mortgage_leverage_does_not_trigger_transfer,181,203,23
code/model/intergen_eqscale_seq_optimized/tests/test_transfer_floor.py,test_owner_kernel_is_identical_off_and_floor_revives_node,206,224,19
code/model/intergen_housing_fertility_optimized/calibration.py,external_entry_wealth_overrides,49,57,9
code/model/intergen_housing_fertility_optimized/calibration.py,external_entry_wealth_overrides_1824,89,97,9
code/model/intergen_housing_fertility_optimized/calibration.py,run_small_calibration,949,1049,101
code/model/intergen_housing_fertility_optimized/calibration.py,run_informed_smoke,1052,1203,152
code/model/intergen_housing_fertility_optimized/calibration.py,informed_smoke_candidates,1206,1255,50
code/model/intergen_housing_fertility_optimized/calibration.py,base_overrides,1258,1284,27
code/model/intergen_housing_fertility_optimized/calibration.py,lifecycle_overrides,1287,1302,16
code/model/intergen_housing_fertility_optimized/calibration.py,age_to_period_number,1305,1306,2
code/model/intergen_housing_fertility_optimized/calibration.py,draw_candidate,1309,1339,31
code/model/intergen_housing_fertility_optimized/calibration.py,extract_moments,1342,1534,193
code/model/intergen_housing_fertility_optimized/calibration.py,housing_user_cost_share,1537,1558,22
code/model/intergen_housing_fertility_optimized/calibration.py,get_target_set,1561,1566,6
code/model/intergen_housing_fertility_optimized/calibration.py,get_target_system,1569,1573,5
code/model/intergen_housing_fertility_optimized/calibration.py,get_target_moment_objects,1576,1592,17
code/model/intergen_housing_fertility_optimized/calibration.py,diagnostic_loss,1595,1612,18
code/model/intergen_housing_fertility_optimized/calibration.py,jsonable,1615,1626,12
code/model/intergen_housing_fertility_optimized/diagnostics.py,write_diagnostics,12,144,133
code/model/intergen_housing_fertility_optimized/diagnostics.py,write_distribution_diagnostics,147,199,53
code/model/intergen_housing_fertility_optimized/diagnostics.py,weighted_liquid_wealth,202,205,4
code/model/intergen_housing_fertility_optimized/diagnostics.py,mean_housing_for_distribution,208,224,17
code/model/intergen_housing_fertility_optimized/diagnostics.py,plot_age_by_income_state,227,250,24
code/model/intergen_housing_fertility_optimized/diagnostics.py,write_policy_diagnostics,253,270,18
code/model/intergen_housing_fertility_optimized/diagnostics.py,age_to_index,273,275,3
code/model/intergen_housing_fertility_optimized/diagnostics.py,plot_policy_childless_renter,278,345,68
code/model/intergen_housing_fertility_optimized/diagnostics.py,_summary,348,386,39
code/model/intergen_housing_fertility_optimized/diagnostics.py,_dumps_json,389,403,15
code/model/intergen_housing_fertility_optimized/diagnostics.py,convert,392,401,10
code/model/intergen_housing_fertility_optimized/kernels.py,interp_scalar,31,51,21
code/model/intergen_housing_fertility_optimized/kernels.py,eval_renter_scalar,55,69,15
code/model/intergen_housing_fertility_optimized/kernels.py,golden_renter_kernel,73,112,40
code/model/intergen_housing_fertility_optimized/kernels.py,eval_owner_scalar,116,120,5
code/model/intergen_housing_fertility_optimized/kernels.py,golden_owner_kernel,124,163,40
code/model/intergen_housing_fertility_optimized/kernels.py,scatter_vec_kernel,167,177,11
code/model/intergen_housing_fertility_optimized/kernels.py,scatter_cols_kernel,181,193,13
code/model/intergen_housing_fertility_optimized/kernels.py,scatter_cols_sameidx_kernel,197,209,13
code/model/intergen_housing_fertility_optimized/kernels.py,interp_cols_kernel,213,240,28
code/model/intergen_housing_fertility_optimized/kernels.py,interp_cols_preidx_kernel,244,252,9
code/model/intergen_housing_fertility_optimized/kernels.py,_advance_mass_component,256,337,82
code/model/intergen_housing_fertility_optimized/kernels.py,forward_distribution_fast_kernel,341,484,144
code/model/intergen_housing_fertility_optimized/kernels.py,eval_renter_block_kernel,488,561,74
code/model/intergen_housing_fertility_optimized/kernels.py,_interp_with_clip,565,584,20
code/model/intergen_housing_fertility_optimized/kernels.py,tenure_choice_kernel,588,660,73
code/model/intergen_housing_fertility_optimized/kernels.py,tenure_logit_kernel,664,749,86
code/model/intergen_housing_fertility_optimized/kernels.py,full_renter_block_kernel,753,891,139
code/model/intergen_housing_fertility_optimized/kernels.py,full_owner_block_kernel,895,1013,119
code/model/intergen_housing_fertility_optimized/kernels.py,location_logit_kernel,1017,1071,55
code/model/intergen_housing_fertility_optimized/kernels.py,eval_owner_block_kernel,1075,1122,48
code/model/intergen_housing_fertility_optimized/kernels.py,njit,21,25,5
code/model/intergen_housing_fertility_optimized/kernels.py,deco,22,23,2
code/model/intergen_housing_fertility_optimized/local_panel.py,run_local_panel,50,273,224
code/model/intergen_housing_fertility_optimized/local_panel.py,run_global_de_panel,276,507,232
code/model/intergen_housing_fertility_optimized/local_panel.py,run_local_polish,510,822,313
code/model/intergen_housing_fertility_optimized/local_panel.py,init_panel_worker,825,831,7
code/model/intergen_housing_fertility_optimized/local_panel.py,run_local_panel_case,834,912,79
code/model/intergen_housing_fertility_optimized/local_panel.py,local_panel_candidates,915,937,23
code/model/intergen_housing_fertility_optimized/local_panel.py,latin_hypercube,940,945,6
code/model/intergen_housing_fertility_optimized/local_panel.py,theta_from_global_unit,948,961,14
code/model/intergen_housing_fertility_optimized/local_panel.py,global_unit_from_theta,964,984,21
code/model/intergen_housing_fertility_optimized/local_panel.py,keep_internal_candidate,987,1004,18
code/model/intergen_housing_fertility_optimized/local_panel.py,keep_internal_theta,1007,1010,4
code/model/intergen_housing_fertility_optimized/local_panel.py,draw_internal_candidate,1013,1046,34
code/model/intergen_housing_fertility_optimized/local_panel.py,income_process_overrides,1049,1116,68
code/model/intergen_housing_fertility_optimized/local_panel.py,stationary_distribution,1119,1128,10
code/model/intergen_housing_fertility_optimized/local_panel.py,income_process_fingerprint,1131,1141,11
code/model/intergen_housing_fertility_optimized/local_panel.py,ranking_targets_without_age,1144,1147,4
code/model/intergen_housing_fertility_optimized/local_panel.py,is_better_record,1150,1156,7
code/model/intergen_housing_fertility_optimized/local_panel.py,record_is_strictly_converged,1159,1160,2
code/model/intergen_housing_fertility_optimized/local_panel.py,de_candidate_is_acceptable,1163,1166,4
code/model/intergen_housing_fertility_optimized/local_panel.py,record_selection_loss,1169,1173,5
code/model/intergen_housing_fertility_optimized/local_panel.py,record_sort_key,1176,1181,6
code/model/intergen_housing_fertility_optimized/local_panel.py,strict_records,1184,1185,2
code/model/intergen_housing_fertility_optimized/local_panel.py,append_jsonl,1188,1190,3
code/model/intergen_housing_fertility_optimized/local_panel.py,write_panel_summary_tables,1193,1220,28
code/model/intergen_housing_fertility_optimized/local_panel.py,write_panel_plots,1223,1239,17
code/model/intergen_housing_fertility_optimized/local_panel.py,plot_best_moment_fit,1242,1257,16
code/model/intergen_housing_fertility_optimized/local_panel.py,plot_tradeoffs,1260,1290,31
code/model/intergen_housing_fertility_optimized/local_panel.py,plot_loss_distribution,1293,1304,12
code/model/intergen_housing_fertility_optimized/local_panel.py,write_best_case_diagnostics,1307,1337,31
code/model/intergen_housing_fertility_optimized/local_panel.py,load_panel_records,1340,1347,8
code/model/intergen_housing_fertility_optimized/local_panel.py,write_csv,1350,1358,9
code/model/intergen_housing_fertility_optimized/local_panel.py,csv_cell,1361,1371,11
code/model/intergen_housing_fertility_optimized/local_panel.py,first_scalar,1374,1383,10
code/model/intergen_housing_fertility_optimized/local_panel.py,none_safe_sub,1386,1391,6
code/model/intergen_housing_fertility_optimized/local_panel.py,submit_next,176,195,20
code/model/intergen_housing_fertility_optimized/local_panel.py,evaluate,392,428,37
code/model/intergen_housing_fertility_optimized/local_panel.py,loss_of,662,663,2
code/model/intergen_housing_fertility_optimized/local_panel.py,evaluate,665,703,39
code/model/intergen_housing_fertility_optimized/local_panel.py,can_eval,705,706,2
code/model/intergen_housing_fertility_optimized/m5_profile.py,_survival_schedule,51,57,7
code/model/intergen_housing_fertility_optimized/m5_profile.py,m5_overrides,60,96,37
code/model/intergen_housing_fertility_optimized/m5_profile.py,m5_target_system,99,102,4
code/model/intergen_housing_fertility_optimized/new_moment_profile.py,new_moment_target_system,63,70,8
code/model/intergen_housing_fertility_optimized/new_moment_profile.py,new_moment_overrides,73,79,7
code/model/intergen_housing_fertility_optimized/parameters.py,asdict,40,47,8
code/model/intergen_housing_fertility_optimized/parameters.py,clone_ns,50,51,2
code/model/intergen_housing_fertility_optimized/parameters.py,setup_parameters,54,259,206
code/model/intergen_housing_fertility_optimized/parameters.py,build_calibration_setup,262,266,5
code/model/intergen_housing_fertility_optimized/parameters.py,apply_overrides,269,483,215
code/model/intergen_housing_fertility_optimized/parameters.py,unsecured_debt_floor,486,490,5
code/model/intergen_housing_fertility_optimized/parameters.py,build_debt_caps,493,565,73
code/model/intergen_housing_fertility_optimized/parameters.py,finalize_location_choice_spec,568,591,24
code/model/intergen_housing_fertility_optimized/parameters.py,set_income_given_w_and_pension,594,607,14
code/model/intergen_housing_fertility_optimized/parameters.py,resolve_pension_value,610,623,14
code/model/intergen_housing_fertility_optimized/parameters.py,compute_stationary_worker_income,626,635,10
code/model/intergen_housing_fertility_optimized/parameters.py,get_income_age_profile,638,657,20
code/model/intergen_housing_fertility_optimized/parameters.py,make_child_transition_matrix_with_matured,660,684,25
code/model/intergen_housing_fertility_optimized/parameters.py,make_persistent_transition_matrix,687,692,6
code/model/intergen_housing_fertility_optimized/parameters.py,normalize_transition_matrix,695,709,15
code/model/intergen_housing_fertility_optimized/parameters.py,_coerce_value,712,715,4
code/model/intergen_housing_fertility_optimized/production_profile.py,production_profile_metadata,93,120,28
code/model/intergen_housing_fertility_optimized/production_profile.py,production_profile_overrides,123,167,45
code/model/intergen_housing_fertility_optimized/production_profile.py,comparison_arm_switches,170,178,9
code/model/intergen_housing_fertility_optimized/production_profile.py,validate_frozen_source_theta,181,191,11
code/model/intergen_housing_fertility_optimized/production_profile.py,validate_production_profile,194,231,38
code/model/intergen_housing_fertility_optimized/solver.py,jsonable_feasibility_census,93,100,8
code/model/intergen_housing_fertility_optimized/solver.py,debt_rule_at_age,103,110,8
code/model/intergen_housing_fertility_optimized/solver.py,renter_borrowing_floor,113,116,4
code/model/intergen_housing_fertility_optimized/solver.py,owner_borrowing_floor,119,134,16
code/model/intergen_housing_fertility_optimized/solver.py,effective_owner_collateral_floor,137,153,17
code/model/intergen_housing_fertility_optimized/solver.py,uses_outside_option_closure,156,157,2
code/model/intergen_housing_fertility_optimized/solver.py,uses_accounting_scale_price_closure,160,162,3
code/model/intergen_housing_fertility_optimized/solver.py,uses_benchmark_normalized_outside_closure,165,166,2
code/model/intergen_housing_fertility_optimized/solver.py,uses_renewal_valve_closure,169,170,2
code/model/intergen_housing_fertility_optimized/solver.py,uses_calibrated_renewal_valve_closure,173,175,3
code/model/intergen_housing_fertility_optimized/solver.py,normalize_population_mass,178,181,4
code/model/intergen_housing_fertility_optimized/solver.py,uses_income_types,184,185,2
code/model/intergen_housing_fertility_optimized/solver.py,uses_markov_income,188,190,3
code/model/intergen_housing_fertility_optimized/solver.py,income_type_values,193,200,8
code/model/intergen_housing_fertility_optimized/solver.py,income_transition_values,203,215,13
code/model/intergen_housing_fertility_optimized/solver.py,income_at_state,218,225,8
code/model/intergen_housing_fertility_optimized/solver.py,housing_demand_normalizer,228,231,4
code/model/intergen_housing_fertility_optimized/solver.py,annual_gross_income_at_state,242,250,9
code/model/intergen_housing_fertility_optimized/solver.py,uses_entry_wealth_income_ratio,253,254,2
code/model/intergen_housing_fertility_optimized/solver.py,entry_wealth_ratio_distribution,257,271,15
code/model/intergen_housing_fertility_optimized/solver.py,_linear_grid_weights_for_points,274,307,34
code/model/intergen_housing_fertility_optimized/solver.py,_scalar_entry_wealth_grid_weights,310,376,67
code/model/intergen_housing_fertility_optimized/solver.py,entry_wealth_grid_weights,379,399,21
code/model/intergen_housing_fertility_optimized/solver.py,aggregate_entry_wealth_grid_weights,402,422,21
code/model/intergen_housing_fertility_optimized/solver.py,_entry_value_on_nodes,425,435,11
code/model/intergen_housing_fertility_optimized/solver.py,entry_values_by_location,438,477,40
code/model/intergen_housing_fertility_optimized/solver.py,attach_entry_wealth_stats,480,504,25
code/model/intergen_housing_fertility_optimized/solver.py,outside_option_entry_target,507,534,28
code/model/intergen_housing_fertility_optimized/solver.py,city_entry_probabilities,537,544,8
code/model/intergen_housing_fertility_optimized/solver.py,calibrate_outside_value_for_entry_total,547,563,17
code/model/intergen_housing_fertility_optimized/solver.py,accounting_population_scale,566,687,122
code/model/intergen_housing_fertility_optimized/solver.py,benchmark_normalized_outside_population_scale,690,836,147
code/model/intergen_housing_fertility_optimized/solver.py,renewal_population_scale,839,974,136
code/model/intergen_housing_fertility_optimized/solver.py,set_entry_masses,977,987,11
code/model/intergen_housing_fertility_optimized/solver.py,run_model_cp_dt,990,1068,79
code/model/intergen_housing_fertility_optimized/solver.py,solve_markov_income_partial_equilibrium,1071,1085,15
code/model/intergen_housing_fertility_optimized/solver.py,solve_markov_income_equilibrium,1088,1218,131
code/model/intergen_housing_fertility_optimized/solver.py,refine_one_market_markov_income,1221,1475,255
code/model/intergen_housing_fertility_optimized/solver.py,solve_markov_income_at_prices,1478,1523,46
code/model/intergen_housing_fertility_optimized/solver.py,upgrade_fast_markov_solution,1526,1585,60
code/model/intergen_housing_fertility_optimized/solver.py,make_income_type_params,1588,1604,17
code/model/intergen_housing_fertility_optimized/solver.py,solve_income_type_partial_equilibrium,1607,1632,26
code/model/intergen_housing_fertility_optimized/solver.py,solve_income_type_equilibrium,1635,1704,70
code/model/intergen_housing_fertility_optimized/solver.py,aggregate_income_type_solutions,1707,1790,84
code/model/intergen_housing_fertility_optimized/solver.py,solve_partial_equilibrium_dt,1793,1817,25
code/model/intergen_housing_fertility_optimized/solver.py,solve_equilibrium,1820,2217,398
code/model/intergen_housing_fertility_optimized/solver.py,precompute_shared,2220,2284,65
code/model/intergen_housing_fertility_optimized/solver.py,solve_bellman_full,2287,2288,2
code/model/intergen_housing_fertility_optimized/solver.py,solve_bellman_eval,2291,2294,4
code/model/intergen_housing_fertility_optimized/solver.py,solve_bellman_full_markov_income,2297,2655,359
code/model/intergen_housing_fertility_optimized/solver.py,solve_bellman_core,2658,3164,507
code/model/intergen_housing_fertility_optimized/solver.py,golden_renter,3167,3186,20
code/model/intergen_housing_fertility_optimized/solver.py,eval_renter,3189,3199,11
code/model/intergen_housing_fertility_optimized/solver.py,golden_owner,3202,3221,20
code/model/intergen_housing_fertility_optimized/solver.py,eval_owner,3224,3231,8
code/model/intergen_housing_fertility_optimized/solver.py,build_forward_tenure_transition_maps,3234,3302,69
code/model/intergen_housing_fertility_optimized/solver.py,realize_current_choices,3305,3382,78
code/model/intergen_housing_fertility_optimized/solver.py,realize_current_choices_markov_income,3385,3415,31
