case,entry_flow,mature_cityborn_flow,births_per_normalized_household
rebated_tax1_baseline,0.06173345618074878,0.05289560240559147,0.11190588263736703
rebated_tax2,0.061733456180748034,0.052994364945107404,0.11211179729768082
rebated_tax2_grant0p4_Hge6,0.06173345618074843,0.05313905603871755,0.11241709227772324
