case,moment,target,model,gap,weight,loss_contribution
rebated_tax1_baseline,tfr,1.918,1.9825992398539354,0.06459923985393545,1425.7389910084596,5.949696905471792
rebated_tax1_baseline,childless_rate,0.188,0.10707355861578066,-0.08092644138421934,17180.743822072007,112.51821891853633
rebated_tax1_baseline,mean_age_first_birth,25.310560799362,25.677377365589514,0.3668165662275129,16.0,2.1528702921430938
rebated_tax1_baseline,share_first_births_age30plus,0.270062376851342,0.3340603407243997,0.06399796387305773,15625.0,63.99592781089378
rebated_tax1_baseline,housing_increment_0to1,0.664435,0.7257834842952738,0.06134848429527384,906.0558911497827,3.4100650459194446
rebated_tax1_baseline,prime30_55_parent_3plus_minus_1to2_mean_rooms,0.36769955881,0.26310517608186146,-0.10459438272813854,2958.514988007638,32.366109290139555
rebated_tax1_baseline,own_family_gap,0.16766167,0.17599073646055086,0.008329066460550844,14229.590955975675,0.9871543667703148
rebated_tax1_baseline,own_rate,0.575472,0.6414308327418629,0.06595883274186287,1207.8460856134493,5.254816065990335
rebated_tax1_baseline,aggregate_mean_occupied_rooms_18_85,5.779970481941968,6.220115969443934,0.44014548750196614,11.973159013172177,2.319536749977373
rebated_tax1_baseline,aggregate_wealth_to_annual_gross_labor_earnings,6.8731,5.882292456587775,-0.9908075434122248,6.287669427540395,6.17260248701576
rebated_tax1_baseline,annual_bequest_flow_to_aggregate_wealth,0.0088,0.008967475293442061,0.00016747529344206084,5165289.256198346,0.14487589831355568
rebated_tax1_baseline,old_total_wealth_to_annual_income_p90_p50_7684,3.44811075444552,2.037344238163898,-1.410766516281622,56.95977216091135,113.36487937124295
rebated_tax2,tfr,1.918,1.985495158494877,0.06749515849487708,1425.7389910084596,6.495091443646958
rebated_tax2,childless_rate,0.188,0.10670622061537766,-0.08129377938462234,17180.743822072007,113.54201345578511
rebated_tax2,mean_age_first_birth,25.310560799362,25.66717427805164,0.35661347868963844,16.0,2.0347707709300034
rebated_tax2,share_first_births_age30plus,0.270062376851342,0.3334665756542281,0.06340419880288611,15625.0,62.813944153686016
rebated_tax2,housing_increment_0to1,0.664435,0.63224470621127,-0.03219029378872995,906.0558911497827,0.9388687181180659
rebated_tax2,prime30_55_parent_3plus_minus_1to2_mean_rooms,0.36769955881,0.2960656698804538,-0.0716338889295462,2958.514988007638,15.181365356392977
rebated_tax2,own_family_gap,0.16766167,0.10732626757617247,-0.06033540242382754,14229.590955975675,51.80084491190564
rebated_tax2,own_rate,0.575472,0.6950914098917145,0.11961940989171449,1207.8460856134493,17.28283196252282
rebated_tax2,aggregate_mean_occupied_rooms_18_85,5.779970481941968,6.230325916119698,0.4503554341777303,11.973159013172177,2.4283963157137203
rebated_tax2,aggregate_wealth_to_annual_gross_labor_earnings,6.8731,5.919572586249335,-0.9535274137506651,6.287669427540395,5.716840395648028
rebated_tax2,annual_bequest_flow_to_aggregate_wealth,0.0088,0.008891354539462755,9.135453946275407e-05,5165289.256198346,0.04310770599406967
rebated_tax2,old_total_wealth_to_annual_income_p90_p50_7684,3.44811075444552,1.9856021859133917,-1.4625085685321284,56.95977216091135,121.83304025802178
rebated_tax2_grant0p4_Hge6,tfr,1.918,1.99116729987065,0.07316729987065007,1425.7389910084596,7.632627776965824
rebated_tax2_grant0p4_Hge6,childless_rate,0.188,0.10561066117434643,-0.08238933882565357,17180.743822072007,116.62294322013439
rebated_tax2_grant0p4_Hge6,mean_age_first_birth,25.310560799362,25.65098406221151,0.34042326284950875,16.0,1.8542079662256916
rebated_tax2_grant0p4_Hge6,share_first_births_age30plus,0.270062376851342,0.3325133279638437,0.06245095111250171,15625.0,60.93939523212622
rebated_tax2_grant0p4_Hge6,housing_increment_0to1,0.664435,0.946220433088312,0.28178543308831205,906.0558911497827,71.94358337915519
rebated_tax2_grant0p4_Hge6,prime30_55_parent_3plus_minus_1to2_mean_rooms,0.36769955881,0.34541491933853763,-0.022284639471462364,2958.514988007638,1.4692137982515698
rebated_tax2_grant0p4_Hge6,own_family_gap,0.16766167,0.3239302641959451,0.1562685941959451,14229.590955975675,347.48481155668924
rebated_tax2_grant0p4_Hge6,own_rate,0.575472,0.6262734425423527,0.05080144254235275,1207.8460856134493,3.1171929495949575
rebated_tax2_grant0p4_Hge6,aggregate_mean_occupied_rooms_18_85,5.779970481941968,6.25562862689388,0.47565814495191194,11.973159013172177,2.7089352590328137
rebated_tax2_grant0p4_Hge6,aggregate_wealth_to_annual_gross_labor_earnings,6.8731,6.14351418758751,-0.7295858124124903,6.287669427540395,3.346897875632876
rebated_tax2_grant0p4_Hge6,annual_bequest_flow_to_aggregate_wealth,0.0088,0.008688609284325464,-0.0001113907156745364,5165289.256198346,0.06409034885581304
rebated_tax2_grant0p4_Hge6,old_total_wealth_to_annual_income_p90_p50_7684,3.44811075444552,1.974254735930189,-1.473856018515331,56.95977216091135,123.73095412254119
