case,annual_property_tax_rate,purchase_grant,tfr,childless_rate,price,population_scale,entry_probability,normalized_births,total_births,lump_sum_transfer_period_units,scaled_property_tax_revenue,scaled_grant_outlays,scaled_transfer_outlays,scaled_fiscal_residual,market_residual,joint_model_evaluations,tfr_change_percent,price_change_percent,population_change_percent,total_births_change_percent
rebated_tax1_baseline,0.01,False,1.9825992398539354,0.10707355861578066,0.8716590954817562,1.0000082470342868,0.9698456637221802,0.11190589026008128,0.11190681315179515,0.21687454727289154,0.21687461494631954,0.0,0.21687633584471822,-1.720898398659708e-06,-4.950964363984979e-06,4,0.0,0.0,0.0008247034286812394,0.0
rebated_tax2,0.02,False,1.985495158494877,0.10670622061537766,0.7382514612427318,1.0898833198748195,0.9824711400875603,0.11204972697433861,0.12212112842585927,0.3679636091427676,0.4010375827914277,0.0,0.40103739992563964,1.8286578805374346e-07,6.462057634731173e-07,6,0.1460667684486161,-15.305024054764383,8.988331987481946,9.127518679500767
rebated_tax2_grant0p4_Hge6,0.02,True,1.99116729987065,0.10561066117434643,0.7402521294584482,1.0906222810444703,0.9804095080340829,0.11234284251191205,0.12252360715936121,0.3256669602151402,0.40403126819829444,0.04884770565982353,0.3551796430106548,3.919527816101866e-06,-4.673040405212179e-06,6,0.4321629830416951,-15.075499894907985,9.062228104447033,9.487173933873883
