age,tenure,income_index,parity,dependent_children,wealth,mass,consumption,saving,excess_expenditure,resources
46.0,0,0,2,2,-0.5348837209302326,2.6714125467655474e-12,0.04,-0.32093023255813957,0.021616224165131953,-0.18133742877134668
46.0,0,0,3,2,-0.5348837209302326,1.8736629997463197e-12,0.04,-0.32093023255813957,0.021616224165131953,-0.18133742877134668
50.0,0,0,1,1,-0.39534883720930214,3.985430418165282e-12,0.04,-0.15813953488372087,0.004742817699094848,-0.03030038318995104
50.0,0,0,2,1,-0.39534883720930214,7.936233041649302e-12,0.04,-0.15813953488372087,0.004742817699094848,-0.03030038318995104
50.0,0,0,3,1,-0.39534883720930214,2.8352314971483674e-12,0.04,-0.15813953488372087,0.004742817699094848,-0.03030038318995104
