measurement,own_rate_2534,interpretation
production_whole_nodes,0.48816250730029426,unchanged model age_to_index aggregation
cells_start_at_node,0.4801729314399251,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.4885392844873861,diagnostic uniform density within each four-year cell
