measurement,own_rate_2534,interpretation
production_whole_nodes,0.4912627932512416,unchanged model age_to_index aggregation
cells_start_at_node,0.48322342854754124,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.4916574882170999,diagnostic uniform density within each four-year cell
