measurement,own_rate_2534,interpretation
production_whole_nodes,0.4907631121813712,unchanged model age_to_index aggregation
cells_start_at_node,0.48271397670449767,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.4911525326119161,diagnostic uniform density within each four-year cell
