candidate,theta,new_psi_child,transition_loss,terminal_tfr,terminal_childless_rate,terminal_mean_age_first_birth,terminal_share_first_births_age30plus,terminal_first_birth_housing_response,terminal_synthetic_childless_consistency_gap,terminal_population_index,census_household_population_target_index,population_target_gap,terminal_housing_cost_index,policy_case,post_2023_periods,endpoint_year,endpoint_population_index,endpoint_housing_cost_index,endpoint_owner_rate,endpoint_dependent_child_owner_rate,endpoint_topcode_adjusted_births,model_solve_count,elapsed_seconds,max_market_residual,max_mass_residual
task_001,"{'H0': 11.24913256747049, 'alpha_cons': 0.733, 'beta': 0.9848997129443308, 'chi': 1.2334443808343922, 'delta_alpha': 0.0, 'delta_alpha_jump': 0.0, 'hbar_child_rooms': 0.2899688154180149, 'psi_child': 0.0, 'tenure_choice_kappa': 1.981087730070134, 'theta0': 0.5792318325551847, 'theta1': 0.09057584254020981, 'theta_n': 0.0, 'first_birth_fixed_cost': 4.873056282926987, 'hbar_first_child_jump': 0.38880305374745816, 'joint_nest_lambda': 0.9951219079689325}",-0.1218292067214396,457.5613904774129,1.9061134483939508,0.19497271937767596,25.725081642318983,0.2022380119973123,0.3630127719363214,0.0,1.1292476712477613,1.1292476712477624,-1.1102230246251565e-15,1.1281833926181606,none,0,2023,1.1292476712477613,1.1281833926181606,0.4925137635228256,0.49799048028667264,0.08829660810073277,52,1093.4629282522947,4.322041599548529e-05,8.881784197001252e-16
