age,tenure,income_index,parity,dependent_children,wealth,mass,consumption,saving,excess_expenditure,resources
46.0,0,0,2,2,-0.5348837209302326,2.1662298393971784e-12,0.04,-0.32093023255813957,0.01098804275484827,-0.18133742877134668
46.0,0,0,3,2,-0.5348837209302326,1.3350311885228008e-12,0.04,-0.32093023255813957,0.01098804275484827,-0.18133742877134668
