moment,target,model,gap,weight,loss_contribution
initial_normalization,2.1,2.1000011648117862,1.164811786136255e-06,,
cps_childlessness,0.19827875100684264,0.1693020979051964,-0.028976653101646238,35532.3042455214,29.83457223081013
cps_exactly_one,0.21365532522014702,0.2462968283723545,0.032641503152207485,26952.820824310795,28.71736076782825
nchs_mean_age,25.976263860992496,26.661661035746363,0.6853971747538665,139.82806784479274,65.68693175648981
nchs_share30,0.2492780130410667,0.2658759362173838,0.016597923176317114,13866.065434728798,3.8199769782145694
wealth_earnings,6.92658379107299,5.2564713484069525,-1.6701124426660376,7.595098472533724,21.184822629901188
bequest_wealth,0.007291023472616158,0.00700193562724349,-0.0002890878453726681,5165289.256198346,0.4316724294535724
old_dispersion,3.51593508651872,3.7474623078073432,0.23152722128862324,10.616361531535473,0.5690885120072988
mean_rooms,5.607885960068579,6.48300743002388,0.8751214699553014,128.02070205233477,98.04306556843078
ownership_30_55,0.6762604168538028,0.39801180453520774,-0.27824861231859505,2339.3623724673616,181.11879261799578
first_birth_rooms,1.465,1.01395875708827,-0.4510412429117301,137.5652749002964,27.986032294416496
family_rooms,0.38509964969278165,0.28537049584014085,-0.0997291538526408,280.52808370152104,2.7901054257528104
recent_parent_ownership,0.12760836356692162,0.132509718137863,0.004901354570941374,27055.822957508266,0.649969519362904
