case_id,gap,loss_contribution,model,moment,synthetic_scale,target,weight,weight_status
baseline,-0.3772235300859512,50.526691518465675,0.6841502134490245,mean_model_coded_CEB_25_29,0.053068687176748786,1.0613737435349757,355.07762944128376,provisional_diagonal_synthetic_5pct_of_target_not_standard_error
baseline,-0.5144028863572161,40.72692981953709,1.0976992604910834,mean_model_coded_CEB_30_34,0.08060510734241498,1.6121021468482994,153.91284950072466,provisional_diagonal_synthetic_5pct_of_target_not_standard_error
baseline,-0.3554179654755012,14.358034679897035,1.5205346880431225,mean_model_coded_CEB_35_39,0.09379763267593119,1.8759526535186237,113.66224897866805,provisional_diagonal_synthetic_5pct_of_target_not_standard_error
baseline,0.007076769560484308,0.005603031141680733,1.897911329229777,mean_model_coded_CEB_40_44,0.09454172798346464,1.8908345596692926,111.88012123648537,provisional_diagonal_synthetic_5pct_of_target_not_standard_error
baseline,0.01815606651866758,0.6547690653277886,0.4669093966307524,childless_rate_25_29,0.022437666505604244,0.44875333011208485,1986.2989933399751,provisional_diagonal_synthetic_5pct_of_target_not_standard_error
baseline,0.04050766590810362,17.66608909362147,0.2332588288157773,childless_rate_35_39,0.009637558145383685,0.1927511629076737,10766.287613375927,provisional_diagonal_synthetic_5pct_of_target_not_standard_error
proposal_01_first_birth_fixed_cost_minus,-0.3768024137997974,50.413942793757705,0.6845713297351783,mean_model_coded_CEB_25_29,0.053068687176748786,1.0613737435349757,355.07762944128376,provisional_diagonal_synthetic_5pct_of_target_not_standard_error
proposal_01_first_birth_fixed_cost_minus,-0.5144561353994499,40.73536205158631,1.0976460114488495,mean_model_coded_CEB_30_34,0.08060510734241498,1.6121021468482994,153.91284950072466,provisional_diagonal_synthetic_5pct_of_target_not_standard_error
proposal_01_first_birth_fixed_cost_minus,-0.3559635680332367,14.402150588657788,1.519989085485387,mean_model_coded_CEB_35_39,0.09379763267593119,1.8759526535186237,113.66224897866805,provisional_diagonal_synthetic_5pct_of_target_not_standard_error
proposal_01_first_birth_fixed_cost_minus,0.006582251344259049,0.004847321797772863,1.8974168110135516,mean_model_coded_CEB_40_44,0.09454172798346464,1.8908345596692926,111.88012123648537,provisional_diagonal_synthetic_5pct_of_target_not_standard_error
proposal_01_first_birth_fixed_cost_minus,0.017165924868349558,0.5853006915609386,0.4659192549804344,childless_rate_25_29,0.022437666505604244,0.44875333011208485,1986.2989933399751,provisional_diagonal_synthetic_5pct_of_target_not_standard_error
proposal_01_first_birth_fixed_cost_minus,0.038334257556789514,15.821224398221439,0.2310854204644632,childless_rate_35_39,0.009637558145383685,0.1927511629076737,10766.287613375927,provisional_diagonal_synthetic_5pct_of_target_not_standard_error
proposal_02_first_birth_fixed_cost_plus,-0.3776108781212041,50.63051040290403,0.6837628654137716,mean_model_coded_CEB_25_29,0.053068687176748786,1.0613737435349757,355.07762944128376,provisional_diagonal_synthetic_5pct_of_target_not_standard_error
proposal_02_first_birth_fixed_cost_plus,-0.5143115807424437,40.71247318470354,1.0977905661058558,mean_model_coded_CEB_30_34,0.08060510734241498,1.6121021468482994,153.91284950072466,provisional_diagonal_synthetic_5pct_of_target_not_standard_error
proposal_02_first_birth_fixed_cost_plus,-0.35483732313451477,14.311159880412035,1.521115330384109,mean_model_coded_CEB_35_39,0.09379763267593119,1.8759526535186237,113.66224897866805,provisional_diagonal_synthetic_5pct_of_target_not_standard_error
proposal_02_first_birth_fixed_cost_plus,0.007591095311798579,0.0064470615585303205,1.8984256549810912,mean_model_coded_CEB_40_44,0.09454172798346464,1.8908345596692926,111.88012123648537,provisional_diagonal_synthetic_5pct_of_target_not_standard_error
proposal_02_first_birth_fixed_cost_plus,0.019129075366370818,0.7268295555021184,0.46788240547845567,childless_rate_25_29,0.022437666505604244,0.44875333011208485,1986.2989933399751,provisional_diagonal_synthetic_5pct_of_target_not_standard_error
proposal_02_first_birth_fixed_cost_plus,0.04268734673294891,19.61843233429827,0.2354385096406226,childless_rate_35_39,0.009637558145383685,0.1927511629076737,10766.287613375927,provisional_diagonal_synthetic_5pct_of_target_not_standard_error
proposal_04_kappa_fert_plus,-0.4450350498906439,70.32532444087424,0.6163386936443318,mean_model_coded_CEB_25_29,0.053068687176748786,1.0613737435349757,355.07762944128376,provisional_diagonal_synthetic_5pct_of_target_not_standard_error
proposal_04_kappa_fert_plus,-0.5840074982738834,52.49424877423005,1.028094648574416,mean_model_coded_CEB_30_34,0.08060510734241498,1.6121021468482994,153.91284950072466,provisional_diagonal_synthetic_5pct_of_target_not_standard_error
proposal_04_kappa_fert_plus,-0.40276548383563093,18.438294004014484,1.4731871696829928,mean_model_coded_CEB_35_39,0.09379763267593119,1.8759526535186237,113.66224897866805,provisional_diagonal_synthetic_5pct_of_target_not_standard_error
proposal_04_kappa_fert_plus,-0.009995321877082963,0.011177546792944077,1.8808392377922096,mean_model_coded_CEB_40_44,0.09454172798346464,1.8908345596692926,111.88012123648537,provisional_diagonal_synthetic_5pct_of_target_not_standard_error
proposal_04_kappa_fert_plus,0.07202283130927767,10.303505389025313,0.5207761614213625,childless_rate_25_29,0.022437666505604244,0.44875333011208485,1986.2989933399751,provisional_diagonal_synthetic_5pct_of_target_not_standard_error
proposal_04_kappa_fert_plus,0.058216766578144175,36.489014888751996,0.25096792948581786,childless_rate_35_39,0.009637558145383685,0.1927511629076737,10766.287613375927,provisional_diagonal_synthetic_5pct_of_target_not_standard_error
