geography_scope,sample,age_kind,age_lower,age_upper,tenure,current_children,young_child,n_records,hhwt,rooms_sum,rooms_capped9_sum,owner_hhwt
active42,DUE,annual,65,65,renter,0,without_young_child,2190,242040.0,887587.0,887587.0,0.0
active42,DUE,annual,65,65,renter,1,with_young_child,11,1119.0,4452.0,4452.0,0.0
active42,DUE,annual,65,65,renter,1,without_young_child,288,32868.0,151407.0,151407.0,0.0
active42,DUE,annual,65,65,renter,2,with_young_child,9,1408.0,7066.0,7066.0,0.0
active42,DUE,annual,65,65,renter,2,without_young_child,46,4751.0,23608.0,23608.0,0.0
active42,DUE,annual,65,65,renter,3+,with_young_child,6,625.0,2223.0,2223.0,0.0
active42,DUE,annual,65,65,renter,3+,without_young_child,10,915.0,4609.0,4609.0,0.0
active42,DUE,annual,66,66,owner,0,without_young_child,7927,678094.0,4271687.0,4271687.0,678094.0
active42,DUE,annual,66,66,owner,1,with_young_child,59,4624.0,32839.0,32839.0,4624.0
active42,DUE,annual,66,66,owner,1,without_young_child,1252,112609.0,736392.0,736392.0,112609.0
active42,DUE,annual,66,66,owner,2,with_young_child,45,4225.0,30613.0,30613.0,4225.0
active42,DUE,annual,66,66,owner,2,without_young_child,197,17651.0,119446.0,119446.0,17651.0
active42,DUE,annual,66,66,owner,3+,with_young_child,15,1139.0,8175.0,8175.0,1139.0
active42,DUE,annual,66,66,owner,3+,without_young_child,48,4513.0,31035.0,31035.0,4513.0
active42,DUE,annual,66,66,renter,0,without_young_child,1952,203191.0,747803.0,747803.0,0.0
active42,DUE,annual,66,66,renter,1,with_young_child,18,1591.0,6901.0,6901.0,0.0
active42,DUE,annual,66,66,renter,1,without_young_child,234,27719.0,124626.0,124626.0,0.0
active42,DUE,annual,66,66,renter,2,with_young_child,11,1180.0,5496.0,5496.0,0.0
active42,DUE,annual,66,66,renter,2,without_young_child,33,3215.0,15963.0,15963.0,0.0
active42,DUE,annual,66,66,renter,3+,with_young_child,10,1305.0,6713.0,6713.0,0.0
active42,DUE,annual,66,66,renter,3+,without_young_child,4,391.0,2135.0,2135.0,0.0
active42,DUE,annual,67,67,owner,0,without_young_child,7990,695764.0,4356395.0,4356395.0,695764.0
active42,DUE,annual,67,67,owner,1,with_young_child,64,5142.0,37024.0,37024.0,5142.0
active42,DUE,annual,67,67,owner,1,without_young_child,1262,113295.0,742172.0,742172.0,113295.0
active42,DUE,annual,67,67,owner,2,with_young_child,41,4040.0,28023.0,28023.0,4040.0
active42,DUE,annual,67,67,owner,2,without_young_child,193,18140.0,118655.0,118655.0,18140.0
active42,DUE,annual,67,67,owner,3+,with_young_child,13,1079.0,6342.0,6342.0,1079.0
active42,DUE,annual,67,67,owner,3+,without_young_child,44,3732.0,24996.0,24996.0,3732.0
active42,DUE,annual,67,67,renter,0,without_young_child,1982,213569.0,792898.0,792898.0,0.0
active42,DUE,annual,67,67,renter,1,with_young_child,10,1044.0,4212.0,4212.0,0.0
active42,DUE,annual,67,67,renter,1,without_young_child,231,26035.0,122528.0,122528.0,0.0
active42,DUE,annual,67,67,renter,2,with_young_child,9,1610.0,7830.0,7830.0,0.0
active42,DUE,annual,67,67,renter,2,without_young_child,30,2971.0,15050.0,15050.0,0.0
active42,DUE,annual,67,67,renter,3+,with_young_child,5,462.0,2601.0,2601.0,0.0
active42,DUE,annual,67,67,renter,3+,without_young_child,8,738.0,3837.0,3837.0,0.0
active42,DUE,annual,68,68,owner,0,without_young_child,7423,642144.0,4011780.0,4011780.0,642144.0
active42,DUE,annual,68,68,owner,1,with_young_child,52,4664.0,30018.0,30018.0,4664.0
active42,DUE,annual,68,68,owner,1,without_young_child,1166,105658.0,688044.0,688044.0,105658.0
active42,DUE,annual,68,68,owner,2,with_young_child,36,3139.0,22200.0,22200.0,3139.0
active42,DUE,annual,68,68,owner,2,without_young_child,205,18720.0,128253.0,128253.0,18720.0
active42,DUE,annual,68,68,owner,3+,with_young_child,13,1192.0,7918.0,7918.0,1192.0
active42,DUE,annual,68,68,owner,3+,without_young_child,30,2751.0,18609.0,18609.0,2751.0
active42,DUE,annual,68,68,renter,0,without_young_child,1782,185688.0,685823.0,685823.0,0.0
active42,DUE,annual,68,68,renter,1,with_young_child,11,929.0,3990.0,3990.0,0.0
active42,DUE,annual,68,68,renter,1,without_young_child,204,23336.0,104904.0,104904.0,0.0
active42,DUE,annual,68,68,renter,2,with_young_child,6,788.0,4312.0,4312.0,0.0
active42,DUE,annual,68,68,renter,2,without_young_child,40,4451.0,21598.0,21598.0,0.0
active42,DUE,annual,68,68,renter,3+,with_young_child,7,727.0,4507.0,4507.0,0.0
active42,DUE,annual,68,68,renter,3+,without_young_child,10,1459.0,8358.0,8358.0,0.0
active42,DUE,annual,69,69,owner,0,without_young_child,7144,607083.0,3754040.0,3754040.0,607083.0
active42,DUE,annual,69,69,owner,1,with_young_child,37,2899.0,20560.0,20560.0,2899.0
active42,DUE,annual,69,69,owner,1,without_young_child,1066,95339.0,609757.0,609757.0,95339.0
active42,DUE,annual,69,69,owner,2,with_young_child,32,2485.0,18661.0,18661.0,2485.0
active42,DUE,annual,69,69,owner,2,without_young_child,180,17077.0,114101.0,114101.0,17077.0
active42,DUE,annual,69,69,owner,3+,with_young_child,17,1205.0,8086.0,8086.0,1205.0
active42,DUE,annual,69,69,owner,3+,without_young_child,26,2591.0,16941.0,16941.0,2591.0
active42,DUE,annual,69,69,renter,0,without_young_child,1770,187538.0,684827.0,684827.0,0.0
active42,DUE,annual,69,69,renter,1,with_young_child,8,571.0,2274.0,2274.0,0.0
active42,DUE,annual,69,69,renter,1,without_young_child,188,19855.0,93113.0,93113.0,0.0
active42,DUE,annual,69,69,renter,2,with_young_child,4,532.0,2026.0,2026.0,0.0
active42,DUE,annual,69,69,renter,2,without_young_child,29,3232.0,17376.0,17376.0,0.0
active42,DUE,annual,69,69,renter,3+,with_young_child,1,65.0,520.0,520.0,0.0
active42,DUE,annual,69,69,renter,3+,without_young_child,5,566.0,3133.0,3133.0,0.0
active42,DUE,annual,70,70,owner,0,without_young_child,7216,618670.0,3799953.0,3799953.0,618670.0
active42,DUE,annual,70,70,owner,1,with_young_child,20,1721.0,10337.0,10337.0,1721.0
active42,DUE,annual,70,70,owner,1,without_young_child,1110,98986.0,634151.0,634151.0,98986.0
active42,DUE,annual,70,70,owner,2,with_young_child,21,1859.0,13212.0,13212.0,1859.0
active42,DUE,annual,70,70,owner,2,without_young_child,200,18678.0,123473.0,123473.0,18678.0
active42,DUE,annual,70,70,owner,3+,with_young_child,10,1144.0,7591.0,7591.0,1144.0
active42,DUE,annual,70,70,owner,3+,without_young_child,36,3642.0,23885.0,23885.0,3642.0
active42,DUE,annual,70,70,renter,0,without_young_child,1827,199028.0,726756.0,726756.0,0.0
active42,DUE,annual,70,70,renter,1,with_young_child,7,659.0,2691.0,2691.0,0.0
active42,DUE,annual,70,70,renter,1,without_young_child,189,20587.0,96566.0,96566.0,0.0
active42,DUE,annual,70,70,renter,2,with_young_child,5,608.0,2708.0,2708.0,0.0
active42,DUE,annual,70,70,renter,2,without_young_child,30,3044.0,15799.0,15799.0,0.0
active42,DUE,annual,70,70,renter,3+,with_young_child,2,136.0,728.0,728.0,0.0
active42,DUE,annual,70,70,renter,3+,without_young_child,9,801.0,3899.0,3899.0,0.0
active42,DUE,annual,71,71,owner,0,without_young_child,6675,574807.0,3537347.0,3537347.0,574807.0
active42,DUE,annual,71,71,owner,1,with_young_child,22,2560.0,15314.0,15314.0,2560.0
active42,DUE,annual,71,71,owner,1,without_young_child,1015,88153.0,563777.0,563777.0,88153.0
active42,DUE,annual,71,71,owner,2,with_young_child,14,1535.0,8510.0,8510.0,1535.0
active42,DUE,annual,71,71,owner,2,without_young_child,145,14786.0,101593.0,101593.0,14786.0
active42,DUE,annual,71,71,owner,3+,with_young_child,7,712.0,5725.0,5725.0,712.0
active42,DUE,annual,71,71,owner,3+,without_young_child,27,2337.0,15289.0,15289.0,2337.0
active42,DUE,annual,71,71,renter,0,without_young_child,1690,174572.0,617591.0,617591.0,0.0
active42,DUE,annual,71,71,renter,1,with_young_child,3,214.0,1126.0,1126.0,0.0
active42,DUE,annual,71,71,renter,1,without_young_child,151,15366.0,73951.0,73951.0,0.0
active42,DUE,annual,71,71,renter,2,with_young_child,3,262.0,1267.0,1267.0,0.0
active42,DUE,annual,71,71,renter,2,without_young_child,30,4144.0,19675.0,19675.0,0.0
active42,DUE,annual,71,71,renter,3+,with_young_child,3,299.0,1793.0,1793.0,0.0
active42,DUE,annual,71,71,renter,3+,without_young_child,13,1183.0,5776.0,5776.0,0.0
active42,DUE,annual,72,72,owner,0,without_young_child,6639,564423.0,3437452.0,3437452.0,564423.0
active42,DUE,annual,72,72,owner,1,with_young_child,12,924.0,6228.0,6228.0,924.0
active42,DUE,annual,72,72,owner,1,without_young_child,1036,90966.0,586135.0,586135.0,90966.0
active42,DUE,annual,72,72,owner,2,with_young_child,17,1266.0,8085.0,8085.0,1266.0
active42,DUE,annual,72,72,owner,2,without_young_child,124,12813.0,86448.0,86448.0,12813.0
active42,DUE,annual,72,72,owner,3+,with_young_child,5,495.0,2489.0,2489.0,495.0
active42,DUE,annual,72,72,owner,3+,without_young_child,32,2625.0,17286.0,17286.0,2625.0
active42,DUE,annual,72,72,renter,0,without_young_child,1742,181464.0,658235.0,658235.0,0.0
active42,DUE,annual,72,72,renter,1,with_young_child,5,427.0,2097.0,2097.0,0.0
active42,DUE,annual,72,72,renter,1,without_young_child,174,18209.0,83410.0,83410.0,0.0
active42,DUE,annual,72,72,renter,2,with_young_child,2,252.0,1260.0,1260.0,0.0
active42,DUE,annual,72,72,renter,2,without_young_child,26,2994.0,15389.0,15389.0,0.0
active42,DUE,annual,72,72,renter,3+,with_young_child,3,433.0,835.0,835.0,0.0
active42,DUE,annual,72,72,renter,3+,without_young_child,6,818.0,4150.0,4150.0,0.0
active42,DUE,annual,73,73,owner,0,without_young_child,6518,552037.0,3355747.0,3355747.0,552037.0
active42,DUE,annual,73,73,owner,1,with_young_child,14,1504.0,10283.0,10283.0,1504.0
active42,DUE,annual,73,73,owner,1,without_young_child,944,82962.0,534091.0,534091.0,82962.0
active42,DUE,annual,73,73,owner,2,with_young_child,6,402.0,3105.0,3105.0,402.0
active42,DUE,annual,73,73,owner,2,without_young_child,140,12555.0,81664.0,81664.0,12555.0
active42,DUE,annual,73,73,owner,3+,with_young_child,2,144.0,1008.0,1008.0,144.0
active42,DUE,annual,73,73,owner,3+,without_young_child,17,2466.0,15240.0,15240.0,2466.0
active42,DUE,annual,73,73,renter,0,without_young_child,1728,177745.0,632844.0,632844.0,0.0
active42,DUE,annual,73,73,renter,1,with_young_child,5,407.0,2011.0,2011.0,0.0
active42,DUE,annual,73,73,renter,1,without_young_child,158,18452.0,88049.0,88049.0,0.0
active42,DUE,annual,73,73,renter,2,with_young_child,3,437.0,1733.0,1733.0,0.0
active42,DUE,annual,73,73,renter,2,without_young_child,26,3512.0,18497.0,18497.0,0.0
active42,DUE,annual,73,73,renter,3+,with_young_child,4,1272.0,5963.0,5963.0,0.0
active42,DUE,annual,73,73,renter,3+,without_young_child,4,479.0,2234.0,2234.0,0.0
active42,DUE,annual,74,74,owner,0,without_young_child,6510,550252.0,3334752.0,3334752.0,550252.0
active42,DUE,annual,74,74,owner,1,with_young_child,8,818.0,5614.0,5614.0,818.0
active42,DUE,annual,74,74,owner,1,without_young_child,924,81283.0,523381.0,523381.0,81283.0
active42,DUE,annual,74,74,owner,2,with_young_child,11,800.0,5030.0,5030.0,800.0
active42,DUE,annual,74,74,owner,2,without_young_child,139,12687.0,87392.0,87392.0,12687.0
active42,DUE,annual,74,74,owner,3+,with_young_child,3,273.0,1833.0,1833.0,273.0
active42,DUE,annual,74,74,owner,3+,without_young_child,32,2692.0,17433.0,17433.0,2692.0
active42,DUE,annual,74,74,renter,0,without_young_child,1657,177940.0,631337.0,631337.0,0.0
active42,DUE,annual,74,74,renter,1,with_young_child,3,231.0,1194.0,1194.0,0.0
active42,DUE,annual,74,74,renter,1,without_young_child,163,17092.0,78669.0,78669.0,0.0
active42,DUE,annual,74,74,renter,2,with_young_child,2,204.0,1356.0,1356.0,0.0
active42,DUE,annual,74,74,renter,2,without_young_child,23,2206.0,11771.0,11771.0,0.0
active42,DUE,annual,74,74,renter,3+,with_young_child,2,331.0,1255.0,1255.0,0.0
active42,DUE,annual,74,74,renter,3+,without_young_child,4,586.0,3513.0,3513.0,0.0
active42,DUE,annual,75,75,owner,0,without_young_child,6442,536164.0,3211325.0,3211325.0,536164.0
active42,DUE,annual,75,75,owner,1,with_young_child,10,900.0,5816.0,5816.0,900.0
active42,DUE,annual,75,75,owner,1,without_young_child,934,80839.0,511994.0,511994.0,80839.0
active42,DUE,annual,75,75,owner,2,with_young_child,7,623.0,4835.0,4835.0,623.0
active42,DUE,annual,75,75,owner,2,without_young_child,151,13085.0,88197.0,88197.0,13085.0
active42,DUE,annual,75,75,owner,3+,with_young_child,4,294.0,1924.0,1924.0,294.0
active42,DUE,annual,75,75,owner,3+,without_young_child,22,1854.0,12355.0,12355.0,1854.0
active42,DUE,annual,75,75,renter,0,without_young_child,1644,172991.0,605674.0,605674.0,0.0
active42,DUE,annual,75,75,renter,1,with_young_child,4,772.0,3389.0,3389.0,0.0
active42,DUE,annual,75,75,renter,1,without_young_child,146,16931.0,80546.0,80546.0,0.0
active42,DUE,annual,75,75,renter,2,without_young_child,17,2037.0,10027.0,10027.0,0.0
active42,DUE,annual,75,75,renter,3+,with_young_child,1,157.0,942.0,942.0,0.0
active42,DUE,annual,75,75,renter,3+,without_young_child,5,797.0,4471.0,4471.0,0.0
active42,DUE,annual,76,76,owner,0,without_young_child,6308,535274.0,3192781.0,3192781.0,535274.0
active42,DUE,annual,76,76,owner,1,with_young_child,10,906.0,5417.0,5417.0,906.0
active42,DUE,annual,76,76,owner,1,without_young_child,896,77685.0,498827.0,498827.0,77685.0
active42,DUE,annual,76,76,owner,2,with_young_child,8,594.0,4150.0,4150.0,594.0
active42,DUE,annual,76,76,owner,2,without_young_child,124,11854.0,81189.0,81189.0,11854.0
active42,DUE,annual,76,76,owner,3+,with_young_child,6,486.0,2785.0,2785.0,486.0
active42,DUE,annual,76,76,owner,3+,without_young_child,22,2048.0,14462.0,14462.0,2048.0
active42,DUE,annual,76,76,renter,0,without_young_child,1648,173486.0,615335.0,615335.0,0.0
active42,DUE,annual,76,76,renter,1,with_young_child,3,546.0,2384.0,2384.0,0.0
active42,DUE,annual,76,76,renter,1,without_young_child,122,14165.0,65914.0,65914.0,0.0
active42,DUE,annual,76,76,renter,2,with_young_child,1,266.0,798.0,798.0,0.0
active42,DUE,annual,76,76,renter,2,without_young_child,12,1134.0,6794.0,6794.0,0.0
active42,DUE,annual,76,76,renter,3+,without_young_child,3,1026.0,5187.0,5187.0,0.0
active42,DUE,annual,77,77,owner,0,without_young_child,6271,527465.0,3126877.0,3126877.0,527465.0
active42,DUE,annual,77,77,owner,1,with_young_child,4,365.0,2482.0,2482.0,365.0
active42,DUE,annual,77,77,owner,1,without_young_child,885,76349.0,483762.0,483762.0,76349.0
active42,DUE,annual,77,77,owner,2,with_young_child,2,187.0,1592.0,1592.0,187.0
active42,DUE,annual,77,77,owner,2,without_young_child,119,10354.0,68953.0,68953.0,10354.0
active42,DUE,annual,77,77,owner,3+,with_young_child,5,501.0,3563.0,3563.0,501.0
active42,DUE,annual,77,77,owner,3+,without_young_child,20,1772.0,12085.0,12085.0,1772.0
active42,DUE,annual,77,77,renter,0,without_young_child,1681,171181.0,603772.0,603772.0,0.0
active42,DUE,annual,77,77,renter,1,with_young_child,3,223.0,1441.0,1441.0,0.0
active42,DUE,annual,77,77,renter,1,without_young_child,121,13890.0,65537.0,65537.0,0.0
active42,DUE,annual,77,77,renter,2,with_young_child,3,260.0,1472.0,1472.0,0.0
active42,DUE,annual,77,77,renter,2,without_young_child,19,1971.0,9963.0,9963.0,0.0
active42,DUE,annual,77,77,renter,3+,without_young_child,4,350.0,1877.0,1877.0,0.0
active42,DUE,annual,78,78,owner,0,without_young_child,5942,502601.0,2949035.0,2949035.0,502601.0
active42,DUE,annual,78,78,owner,1,with_young_child,2,182.0,1098.0,1098.0,182.0
active42,DUE,annual,78,78,owner,1,without_young_child,840,71507.0,448997.0,448997.0,71507.0
active42,DUE,annual,78,78,owner,2,with_young_child,6,698.0,4592.0,4592.0,698.0
active42,DUE,annual,78,78,owner,2,without_young_child,94,7534.0,49942.0,49942.0,7534.0
active42,DUE,annual,78,78,owner,3+,with_young_child,3,404.0,1961.0,1961.0,404.0
active42,DUE,annual,78,78,owner,3+,without_young_child,29,2508.0,15943.0,15943.0,2508.0
active42,DUE,annual,78,78,renter,0,without_young_child,1649,170066.0,600072.0,600072.0,0.0
active42,DUE,annual,78,78,renter,1,without_young_child,144,16289.0,71869.0,71869.0,0.0
active42,DUE,annual,78,78,renter,2,without_young_child,18,2126.0,10285.0,10285.0,0.0
active42,DUE,annual,78,78,renter,3+,with_young_child,1,81.0,486.0,486.0,0.0
active42,DUE,annual,78,78,renter,3+,without_young_child,1,94.0,470.0,470.0,0.0
active42,DUE,annual,79,79,owner,0,without_young_child,5711,484101.0,2828489.0,2828489.0,484101.0
active42,DUE,annual,79,79,owner,1,with_young_child,4,301.0,1956.0,1956.0,301.0
active42,DUE,annual,79,79,owner,1,without_young_child,771,66374.0,419249.0,419249.0,66374.0
active42,DUE,annual,79,79,owner,2,with_young_child,2,147.0,843.0,843.0,147.0
active42,DUE,annual,79,79,owner,2,without_young_child,93,8022.0,52688.0,52688.0,8022.0
active42,DUE,annual,79,79,owner,3+,with_young_child,1,115.0,805.0,805.0,115.0
active42,DUE,annual,79,79,owner,3+,without_young_child,12,993.0,6910.0,6910.0,993.0
active42,DUE,annual,79,79,renter,0,without_young_child,1721,173541.0,617522.0,617522.0,0.0
active42,DUE,annual,79,79,renter,1,with_young_child,1,90.0,810.0,810.0,0.0
active42,DUE,annual,79,79,renter,1,without_young_child,112,11420.0,53097.0,53097.0,0.0
active42,DUE,annual,79,79,renter,2,with_young_child,1,67.0,335.0,335.0,0.0
active42,DUE,annual,79,79,renter,2,without_young_child,21,2350.0,11887.0,11887.0,0.0
active42,DUE,annual,79,79,renter,3+,with_young_child,2,167.0,844.0,844.0,0.0
active42,DUE,annual,79,79,renter,3+,without_young_child,1,217.0,651.0,651.0,0.0
active42,DUE,annual,80,80,owner,0,without_young_child,5395,453409.0,2658476.0,2658476.0,453409.0
active42,DUE,annual,80,80,owner,1,with_young_child,2,147.0,735.0,735.0,147.0
active42,DUE,annual,80,80,owner,1,without_young_child,725,64535.0,401364.0,401364.0,64535.0
active42,DUE,annual,80,80,owner,2,with_young_child,1,90.0,450.0,450.0,90.0
active42,DUE,annual,80,80,owner,2,without_young_child,89,7837.0,52856.0,52856.0,7837.0
active42,DUE,annual,80,80,owner,3+,with_young_child,1,59.0,413.0,413.0,59.0
active42,DUE,annual,80,80,owner,3+,without_young_child,18,1556.0,10428.0,10428.0,1556.0
active42,DUE,annual,80,80,renter,0,without_young_child,1739,180992.0,630637.0,630637.0,0.0
active42,DUE,annual,80,80,renter,1,without_young_child,100,9476.0,42393.0,42393.0,0.0
active42,DUE,annual,80,80,renter,2,without_young_child,12,1122.0,5270.0,5270.0,0.0
active42,DUE,annual,80,80,renter,3+,with_young_child,1,158.0,1106.0,1106.0,0.0
active42,DUE,annual,80,80,renter,3+,without_young_child,2,133.0,869.0,869.0,0.0
active42,DUE,annual,81,81,owner,0,without_young_child,5052,421330.0,2447781.0,2447781.0,421330.0
active42,DUE,annual,81,81,owner,1,without_young_child,657,55574.0,347750.0,347750.0,55574.0
active42,DUE,annual,81,81,owner,2,with_young_child,4,904.0,6760.0,6760.0,904.0
active42,DUE,annual,81,81,owner,2,without_young_child,93,7540.0,51646.0,51646.0,7540.0
active42,DUE,annual,81,81,owner,3+,with_young_child,2,286.0,2114.0,2114.0,286.0
active42,DUE,annual,81,81,owner,3+,without_young_child,12,1103.0,7390.0,7390.0,1103.0
active42,DUE,annual,81,81,renter,0,without_young_child,1614,158819.0,549807.0,549807.0,0.0
active42,DUE,annual,81,81,renter,1,with_young_child,1,69.0,276.0,276.0,0.0
active42,DUE,annual,81,81,renter,1,without_young_child,97,8750.0,39688.0,39688.0,0.0
active42,DUE,annual,81,81,renter,2,with_young_child,1,171.0,855.0,855.0,0.0
active42,DUE,annual,81,81,renter,2,without_young_child,6,702.0,3590.0,3590.0,0.0
active42,DUE,annual,82,82,owner,0,without_young_child,4460,375943.0,2175563.0,2175563.0,375943.0
active42,DUE,annual,82,82,owner,1,with_young_child,3,166.0,1042.0,1042.0,166.0
active42,DUE,annual,82,82,owner,1,without_young_child,662,55890.0,358513.0,358513.0,55890.0
active42,DUE,annual,82,82,owner,2,with_young_child,1,190.0,1710.0,1710.0,190.0
active42,DUE,annual,82,82,owner,2,without_young_child,72,6350.0,42384.0,42384.0,6350.0
active42,DUE,annual,82,82,owner,3+,with_young_child,1,161.0,1288.0,1288.0,161.0
active42,DUE,annual,82,82,owner,3+,without_young_child,14,1220.0,8494.0,8494.0,1220.0
active42,DUE,annual,82,82,renter,0,without_young_child,1638,171540.0,605177.0,605177.0,0.0
active42,DUE,annual,82,82,renter,1,without_young_child,94,10186.0,47277.0,47277.0,0.0
active42,DUE,annual,82,82,renter,2,with_young_child,1,233.0,1398.0,1398.0,0.0
active42,DUE,annual,82,82,renter,2,without_young_child,11,855.0,4769.0,4769.0,0.0
active42,DUE,annual,82,82,renter,3+,without_young_child,3,229.0,1317.0,1317.0,0.0
active42,DUE,annual,83,83,owner,0,without_young_child,4236,356318.0,2036636.0,2036636.0,356318.0
active42,DUE,annual,83,83,owner,1,with_young_child,2,147.0,1087.0,1087.0,147.0
active42,DUE,annual,83,83,owner,1,without_young_child,561,47696.0,296536.0,296536.0,47696.0
active42,DUE,annual,83,83,owner,2,without_young_child,65,6163.0,42342.0,42342.0,6163.0
active42,DUE,annual,83,83,owner,3+,without_young_child,9,1197.0,8911.0,8911.0,1197.0
active42,DUE,annual,83,83,renter,0,without_young_child,1460,145212.0,500166.0,500166.0,0.0
active42,DUE,annual,83,83,renter,1,with_young_child,1,78.0,78.0,78.0,0.0
active42,DUE,annual,83,83,renter,1,without_young_child,77,8213.0,37347.0,37347.0,0.0
active42,DUE,annual,83,83,renter,2,with_young_child,1,83.0,249.0,249.0,0.0
active42,DUE,annual,83,83,renter,2,without_young_child,4,303.0,1524.0,1524.0,0.0
active42,DUE,annual,83,83,renter,3+,without_young_child,1,71.0,497.0,497.0,0.0
active42,DUE,annual,84,84,owner,0,without_young_child,3728,312786.0,1783713.0,1783713.0,312786.0
active42,DUE,annual,84,84,owner,1,without_young_child,510,45432.0,288613.0,288613.0,45432.0
active42,DUE,annual,84,84,owner,2,with_young_child,1,70.0,490.0,490.0,70.0
active42,DUE,annual,84,84,owner,2,without_young_child,56,4751.0,32388.0,32388.0,4751.0
active42,DUE,annual,84,84,owner,3+,with_young_child,1,242.0,1452.0,1452.0,242.0
active42,DUE,annual,84,84,owner,3+,without_young_child,8,604.0,4181.0,4181.0,604.0
active42,DUE,annual,84,84,renter,0,without_young_child,1501,148906.0,518888.0,518888.0,0.0
active42,DUE,annual,84,84,renter,1,without_young_child,83,10005.0,45027.0,45027.0,0.0
active42,DUE,annual,84,84,renter,2,with_young_child,1,195.0,975.0,975.0,0.0
active42,DUE,annual,84,84,renter,2,without_young_child,11,1155.0,6221.0,6221.0,0.0
active42,DUE,annual,84,84,renter,3+,without_young_child,2,156.0,780.0,780.0,0.0
active42,DUE,annual,85,85,owner,0,without_young_child,3287,277009.0,1571583.0,1571583.0,277009.0
active42,DUE,annual,85,85,owner,1,without_young_child,414,34697.0,217550.0,217550.0,34697.0
active42,DUE,annual,85,85,owner,2,without_young_child,40,4047.0,27776.0,27776.0,4047.0
active42,DUE,annual,85,85,owner,3+,without_young_child,6,455.0,3217.0,3217.0,455.0
active42,DUE,annual,85,85,renter,0,without_young_child,1403,139245.0,490534.0,490534.0,0.0
active42,DUE,annual,85,85,renter,1,with_young_child,1,70.0,280.0,280.0,0.0
active42,DUE,annual,85,85,renter,1,without_young_child,64,6718.0,29293.0,29293.0,0.0
active42,DUE,annual,85,85,renter,2,without_young_child,5,335.0,1554.0,1554.0,0.0
active42,DUE,four_year,18,21,owner,0,without_young_child,995,113297.0,627000.0,627000.0,113297.0
active42,DUE,four_year,18,21,owner,1,with_young_child,176,17991.0,103847.0,103847.0,17991.0
active42,DUE,four_year,18,21,owner,2,with_young_child,55,5290.0,31210.0,31210.0,5290.0
active42,DUE,four_year,18,21,owner,3+,with_young_child,14,3015.0,18788.0,18788.0,3015.0
active42,DUE,four_year,18,21,renter,0,without_young_child,7661,1035862.0,3959834.0,3959834.0,0.0
active42,DUE,four_year,18,21,renter,1,with_young_child,1445,211499.0,852300.0,852300.0,0.0
active42,DUE,four_year,18,21,renter,2,with_young_child,476,69230.0,290312.0,290312.0,0.0
active42,DUE,four_year,18,21,renter,3+,with_young_child,127,19891.0,90813.0,90813.0,0.0
active42,DUE,four_year,22,25,owner,0,without_young_child,6079,630811.0,3421392.0,3421392.0,630811.0
active42,DUE,four_year,22,25,owner,1,with_young_child,1445,149014.0,859727.0,859727.0,149014.0
active42,DUE,four_year,22,25,owner,2,with_young_child,778,86273.0,514227.0,514227.0,86273.0
active42,DUE,four_year,22,25,owner,3+,with_young_child,237,26515.0,165024.0,165024.0,26515.0
active42,DUE,four_year,22,25,renter,0,without_young_child,21025,2608836.0,9639393.0,9639393.0,0.0
active42,DUE,four_year,22,25,renter,1,with_young_child,3970,565907.0,2338495.0,2338495.0,0.0
active42,DUE,four_year,22,25,renter,2,with_young_child,2247,330908.0,1476998.0,1476998.0,0.0
active42,DUE,four_year,22,25,renter,3+,with_young_child,946,141968.0,681655.0,681655.0,0.0
active42,DUE,four_year,26,29,owner,0,without_young_child,13804,1351596.0,7594802.0,7594802.0,1351596.0
active42,DUE,four_year,26,29,owner,1,with_young_child,4894,502916.0,3088616.0,3088616.0,502916.0
active42,DUE,four_year,26,29,owner,1,without_young_child,2,293.0,1586.0,1586.0,293.0
active42,DUE,four_year,26,29,owner,2,with_young_child,3467,377591.0,2373711.0,2373711.0,377591.0
active42,DUE,four_year,26,29,owner,3+,with_young_child,1452,170743.0,1103044.0,1103044.0,170743.0
active42,DUE,four_year,26,29,renter,0,without_young_child,20703,2531737.0,9265816.0,9265816.0,0.0
active42,DUE,four_year,26,29,renter,1,with_young_child,5020,702944.0,2965374.0,2965374.0,0.0
active42,DUE,four_year,26,29,renter,1,without_young_child,1,29.0,145.0,145.0,0.0
active42,DUE,four_year,26,29,renter,2,with_young_child,3907,553589.0,2549021.0,2549021.0,0.0
active42,DUE,four_year,26,29,renter,3+,with_young_child,2543,388448.0,1969001.0,1969001.0,0.0
active42,DUE,four_year,30,33,owner,0,without_young_child,14742,1557838.0,8809636.0,8809636.0,1557838.0
active42,DUE,four_year,30,33,owner,1,with_young_child,8700,874019.0,5559716.0,5559716.0,874019.0
active42,DUE,four_year,30,33,owner,1,without_young_child,12,1377.0,8311.0,8311.0,1377.0
active42,DUE,four_year,30,33,owner,2,with_young_child,8704,886071.0,5879565.0,5879565.0,886071.0
active42,DUE,four_year,30,33,owner,2,without_young_child,1,83.0,498.0,498.0,83.0
active42,DUE,four_year,30,33,owner,3+,with_young_child,4102,444778.0,2999955.0,2999955.0,444778.0
active42,DUE,four_year,30,33,renter,0,without_young_child,15580,2144809.0,7763421.0,7763421.0,0.0
active42,DUE,four_year,30,33,renter,1,with_young_child,4920,664400.0,2831500.0,2831500.0,0.0
