case,cap,slope,financed_share,status,birth_flow,first_birth_flow,mean_rooms,ownership,renter_mass,owner_mass,market_residual,pre_mass,cumulative_explicit_births_per_initial_household,first_births_per_initial_household,first_birth_mean_age,initial_mass,rows,saving_max_value_gain,dated_budget_max_excess,independent_budget_max_excess,solve_wall_seconds
cap6zero,6.0,0.0,0.8,passed_control,0.1155903878306699,0.050649833856012405,6.639867627691228,0.5664112010865031,0.4335887989133934,0.5664112010863681,4.5166978872673303e-07,1.0000000000000229,1.8724107636556737,0.8204600388423695,24.095245727448187,1.0,17,4.440892098500626e-16,7.105427357601002e-15,7.105427357601002e-15,31.662868976593018
cap10zero,10.0,0.0,0.8,completed,0.1169571578145934,0.051618977888043205,6.875668673792612,0.5092924013090087,0.49070759869086894,0.5092924013088819,0.03551338141888839,1.0000000000000229,1.883434886344046,0.8226844299250075,23.99790311889151,1.0,17,4.440892098500626e-16,7.105427357601002e-15,7.105427357601002e-15,23.561497688293457
cap10s005,10.0,0.05,0.8,completed,0.11559510454940862,0.05065353836857295,6.641684597354897,0.566246214873528,0.43375378512636753,0.5662462148733937,0.00027409725825941207,1.0000000000000229,1.8724155006490613,0.8204607762821494,24.09477867765188,1.0,17,1.7763568394002505e-15,7.105427357601002e-15,7.105427357601002e-15,171.86905431747437
cap10s02,10.0,0.2,0.8,completed,0.1155903878048732,0.050649833810685496,6.639867877407447,0.5664110863532155,0.4335889136466809,0.5664110863530804,4.892784195418767e-07,1.0000000000000229,1.8724107672989594,0.8204600401457782,24.09524574318061,1.0,17,1.7763568394002505e-15,7.105427357601002e-15,7.105427357601002e-15,152.35382986068726
cap10s1,10.0,1.0,0.8,completed,0.1155903878306699,0.05064983385601246,6.639867619105141,0.5664112010865031,0.4335887989133934,0.5664112010863681,4.503766770462058e-07,1.0000000000000229,1.8724107667518979,0.8204600400888747,24.095245735995388,1.0,17,1.7763568394002505e-15,7.105427357601002e-15,7.105427357601002e-15,164.96432161331177
cap10s02_phi1,10.0,0.2,1.0,completed,0.11638809382997752,0.051179789196442615,6.75717509102044,0.6726612812749919,0.32733871872491993,0.6726612812748123,0.01766759850025137,1.0000000000000229,1.8767930595752018,0.8201219414523104,24.025385258671427,1.0,17,1.7763568394002505e-15,7.105427357601002e-15,7.105427357601002e-15,155.35361123085022
