restriction_id,parameter,cps_projection,coordinate,parameter_minus,parameter_base,parameter_plus,coordinate_minus,coordinate_base,coordinate_plus,actual_minus_coordinate_step,actual_plus_coordinate_step,model_minus,model_base,model_plus,target,central_derivative,minus_side_derivative,plus_side_derivative,signed_slope_asymmetry,relative_slope_asymmetry,working_weight,weighted_central_derivative,weighted_minus_side_derivative,weighted_plus_side_derivative
wealth_earnings,theta0,uniform_birth_time,log(parameter),0.5589428924146935,0.570349890219075,0.5817568880234565,-0.5817079713056927,-0.5615052639881732,-0.5417026366919936,-0.020202707317519497,0.019802627296179653,6.08644601012083,6.096876962747856,6.107348601256337,6.14586139445743,0.5224950956503048,0.5163145940336459,0.5288004642950453,0.012485870261399468,0.023896626715432374,7.595098472533724,1.4399550087850364,1.4229220369278834,1.4573321042598366
bequest_wealth,theta0,uniform_birth_time,log(parameter),0.5589428924146935,0.570349890219075,0.5817568880234565,-0.5817079713056927,-0.5615052639881732,-0.5417026366919936,-0.020202707317519497,0.019802627296179653,0.012299403840122599,0.012368034993361301,0.012438364190941456,0.0088,0.003473545519883552,0.0033971265415099383,0.0035515084199823597,0.00015438187847242142,0.04444504256204391,5165289.256198347,7.894421636098982,7.7207421397953135,8.071610045414452
old_dispersion,theta0,uniform_birth_time,log(parameter),0.5589428924146935,0.570349890219075,0.5817568880234565,-0.5817079713056927,-0.5615052639881732,-0.5417026366919936,-0.020202707317519497,0.019802627296179653,3.7415199284079175,3.7297557246748427,3.773103588130956,3.51593508651872,0.789486202978116,-0.5823082791915216,2.188995571535894,2.7713038507274157,3.5102625483174332,10.616361531535475,2.5723638311122476,-1.8973210048497882,7.132351412149885
mean_rooms,theta0,uniform_birth_time,log(parameter),0.5589428924146935,0.570349890219075,0.5817568880234565,-0.5817079713056927,-0.5615052639881732,-0.5417026366919936,-0.020202707317519497,0.019802627296179653,6.247141306101933,6.246382336944046,6.245617093123484,5.561097376118652,-0.03810024320923982,-0.03756769555481148,-0.03864355012675792,-0.0010758545719464427,0.028237472554651137,128.02070205233477,-0.43108990229772887,-0.42506432616018014,-0.4372372154448995
ownership_30_55,theta0,uniform_birth_time,log(parameter),0.5589428924146935,0.570349890219075,0.5817568880234565,-0.5817079713056927,-0.5615052639881732,-0.5417026366919936,-0.020202707317519497,0.019802627296179653,0.574429685809839,0.5747683591158299,0.5751222738756044,0.6483340343191493,0.017312392770945043,0.016763758473955528,0.01787211133559078,0.0011083528616352527,0.06402077842731096,2339.3623724673616,0.8373477286261662,0.8108119580652314,0.8644196114662194
first_birth_rooms,theta0,uniform_birth_time,log(parameter),0.5589428924146935,0.570349890219075,0.5817568880234565,-0.5817079713056927,-0.5615052639881732,-0.5417026366919936,-0.020202707317519497,0.019802627296179653,0.438781561589928,0.43884666342482603,0.43890794980409886,0.7202462623815278,0.003159284015277328,0.0032224312254227464,0.0030948610179949475,-0.00012757020742779892,0.04037946788288376,137.56527490029643,0.03705468112763349,0.0377953235405103,0.03629907523400653
family_rooms,theta0,uniform_birth_time,log(parameter),0.5589428924146935,0.570349890219075,0.5817568880234565,-0.5817079713056927,-0.5615052639881732,-0.5417026366919936,-0.020202707317519497,0.019802627296179653,0.1661094928219562,0.16621534127109694,0.16627662230334206,0.3470669317962507,0.004177679876939038,0.0052393200315758596,0.003094591001919327,-0.0021447290296565326,0.5133780214935864,280.52808370152104,0.06997184585851374,0.08775322773688889,0.05183121994979092
recent_parent_ownership,theta0,uniform_birth_time,log(parameter),0.5589428924146935,0.570349890219075,0.5817568880234565,-0.5817079713056927,-0.5615052639881732,-0.5417026366919936,-0.020202707317519497,0.019802627296179653,-0.05316302770863257,-0.05324358594536549,-0.053262451905609964,0.16289550916123285,-0.0024852734750866784,-0.003987497094662182,-0.000952699859584476,0.003034797235077706,1.2211119884792003,27055.822957508266,-0.40879404330430646,-0.6558896138922002,-0.15670630679442626
cps_childlessness,theta1,uniform_birth_time,log(parameter),0.10164947157861613,0.10372395059042462,0.10579842960223311,-2.286224937360879,-2.2660222300433595,-2.2462196027471797,-0.020202707317519497,0.019802627296179764,0.18058516599662086,0.18058501851824132,0.18058486869850107,0.19827875100684264,-7.431461895265923e-06,-7.299931500192271e-06,-7.565649649006222e-06,-2.6571814881395126e-07,0.03575583815927552,35532.3042455214,-0.001400831636550389,-0.0013760381381534561,-0.001426126047438345
cps_exactly_one,theta1,uniform_birth_time,log(parameter),0.10164947157861613,0.10372395059042462,0.10579842960223311,-2.286224937360879,-2.2660222300433595,-2.2462196027471797,-0.020202707317519497,0.019802627296179764,0.23323625567063613,0.23323606686283196,0.23323587580008262,0.21365532522014702,-9.495497467552259e-06,-9.345668439458869e-06,-9.648353548564455e-06,-3.026851091055858e-07,0.031876698418372776,26952.820824310795,-0.001558905661913857,-0.0015343077594856818,-0.0015840005251332035
