f_c_y,control,K,rows
2005,0,-8,15
2005,0,-6,19
2005,0,-4,29
2005,0,-2,65
2005,0,0,41
2005,0,2,33
2005,0,4,28
2005,0,6,23
2005,0,8,18
2005,0,10,16
2005,0,12,15
2005,0,14,10
2006,0,-13,1
2006,0,-12,2
2006,0,-11,2
2006,0,-10,3
2006,0,-9,4
2006,0,-7,11
2006,0,-5,18
2006,0,-3,36
2006,0,-1,24
2006,0,1,17
2006,0,3,15
2006,0,5,14
2006,0,7,12
2006,0,9,13
2006,0,11,6
2006,0,13,5
2007,0,-14,1
2007,0,-13,4
2007,0,-12,3
2007,0,-11,4
2007,0,-10,9
2007,0,-8,18
2007,0,-6,16
2007,0,-4,28
2007,0,-2,56
2007,0,0,30
2007,0,2,27
2007,0,4,19
2007,0,6,20
2007,0,8,19
2007,0,10,10
2007,0,12,8
2008,0,-17,2
2008,0,-16,2
2008,0,-15,5
2008,0,-14,2
2008,0,-13,3
2008,0,-12,4
2008,0,-11,6
2008,0,-9,11
2008,0,-7,12
2008,0,-5,36
2008,0,-3,57
2008,0,-1,36
2008,0,1,28
2008,0,3,26
2008,0,5,18
2008,0,7,17
2008,0,9,13
2008,0,11,16
2009,0,-20,1
2009,0,-18,1
2009,0,-17,2
2009,0,-16,2
2009,0,-15,3
2009,0,-14,3
2009,0,-13,2
2009,0,-12,3
2009,0,-10,13
2009,0,-8,19
2009,0,-6,25
2009,0,-4,38
2009,0,-2,66
2009,0,0,41
2009,0,2,30
2009,0,4,29
2009,0,6,24
2009,0,8,20
2009,0,10,17
2010,0,-20,1
2010,0,-19,2
2010,0,-18,2
2010,0,-17,2
2010,0,-16,1
2010,0,-15,2
2010,0,-14,3
2010,0,-13,5
2010,0,-11,7
2010,0,-9,10
2010,0,-7,18
2010,0,-5,34
2010,0,-3,56
2010,0,-1,36
2010,0,1,30
2010,0,3,26
2010,0,5,28
2010,0,7,24
2010,0,9,16
2011,0,-10,3
2011,0,-8,4
2011,0,-6,15
2011,0,-4,25
2011,0,-2,39
2011,0,0,27
2011,0,2,18
2011,0,4,18
2011,0,6,13
2011,0,8,10
2012,0,-16,1
2012,0,-15,2
2012,0,-13,3
2012,0,-11,6
2012,0,-9,11
2012,0,-7,21
2012,0,-5,29
2012,0,-3,52
2012,0,-1,35
2012,0,1,22
2012,0,3,20
2012,0,5,15
2012,0,7,21
2013,0,-14,1
2013,0,-12,2
2013,0,-10,8
2013,0,-8,10
2013,0,-6,18
2013,0,-4,30
2013,0,-2,52
2013,0,0,37
2013,0,2,22
2013,0,4,20
2013,0,6,14
2014,0,-32,1
2014,0,-31,1
2014,0,-30,1
2014,0,-29,1
2014,0,-19,1
2014,0,-18,1
2014,0,-17,1
2014,0,-15,1
2014,0,-11,4
2014,0,-9,11
2014,0,-7,16
2014,0,-5,22
2014,0,-3,45
2014,0,-1,32
2014,0,1,29
2014,0,3,23
2014,0,5,20
2015,0,-23,1
2015,0,-22,1
2015,0,-21,1
2015,0,-14,2
2015,0,-12,4
2015,0,-10,7
2015,0,-8,12
2015,0,-6,12
2015,0,-4,28
2015,0,-2,44
2015,0,0,28
2015,0,2,22
2015,0,4,13
2016,0,-17,1
2016,0,-15,1
2016,0,-13,3
2016,0,-11,9
