arm,design,outcome,baseline_lo,baseline_hi,input_observations,observations,clusters,treated_individuals,control_individuals,control_rows,headline,headline_effect,headline_se,reference_mean_rooms,dropped_unsupported_rows,dropped_cohorts,fitted_unsupported_rows,weights,runtime_seconds
A2h_space_c,A2h,space_c,-3,-2,29029,27462,5488,2184,3304,14051,Wp3,.1421000857925909,.0201543334146507,.1233852851071249,0,,0,pw=IW,97.16
