coefficient,estimate,standard_error
Wleft,.0080171793989017,.017190091
Wm2,-.0043562542510272,.017890938
Wm1,.0083136763539596,.014737079
Wp1,.0498119624987515,.012865382
Wp2,.1142994590488289,.016896194
Wp3,.1421000857925909,.020154333
Wp4,.1467139532929654,.022380739
Wp5,.0672873092830083,.022864996
Wp6,.0850081699344497,.027131662
Wright,.0584558819016282,.020392992
