arm,baseline_lo,baseline_hi,observations,clusters,never_treated_rows,headline,headline_effect,headline_se,reference_mean_rooms,dropped_unsupported_rows,dropped_cohorts,fitted_unsupported_rows,weights,runtime_seconds
S4,-3,-2,60622,5983,20259,Wp3,1.340331193374245,.2363859794932036,5.214388489208633,5979,1970 1971 1978 1985 1986,0,none,71.102
