cohort,event,coefficient,variance,explicit_reference
2016,F4event,0,0,0
2017,F4event,-.0544066313122779,.1065087,0
2018,F4event,0,0,0
2019,F4event,-.3658101895650484,.59063518,0
1970,F5event,0,0,0
1971,F5event,0,0,0
1972,F5event,0,0,0
1973,F5event,0,0,0
1974,F5event,0,0,0
1975,F5event,.0755926080020282,.1326257,0
1976,F5event,-1.28749469654481,.24351147,0
1977,F5event,-.1035711942201361,.35472187,0
1978,F5event,1.751451943503106,2.7675581,0
1979,F5event,-.1142525733266917,.33923629,0
1980,F5event,-.0996884030219088,.16040838,0
1981,F5event,0,0,0
1982,F5event,-.5562776477678075,.30519131,0
1983,F5event,-.3863821636963984,.15545139,0
1984,F5event,-.0093854289807992,1.3938061,0
1985,F5event,-.1663716214022244,.18693219,0
1986,F5event,-.202021901802299,.47226238,0
1987,F5event,0,0,0
1988,F5event,0,0,0
1989,F5event,0,0,0
1990,F5event,-1.426142456633038,.56191772,0
1991,F5event,-.3658690742824528,.1076443,0
1992,F5event,-.2489084751136332,.11818027,0
1993,F5event,-.7052516730500766,.35211965,0
1994,F5event,-.552303023673123,.1749257,0
1995,F5event,-.9876146547840717,.22999808,0
1996,F5event,-.0227553119222965,.13769548,0
1997,F5event,-.685048565529612,.18671115,0
1998,F5event,-.9659629111836684,.16244365,0
1999,F5event,-1.29683441930721,.20383704,0
2000,F5event,.0991343394200027,.66114271,0
2001,F5event,-1.240099837999984,.26072389,0
2002,F5event,.7550958400221096,.23604132,0
2003,F5event,0,0,0
2004,F5event,1.005932222093224,.28506097,0
2005,F5event,0,0,0
2006,F5event,.5596908685125285,.66593271,0
2007,F5event,0,0,0
2008,F5event,.3277380867091623,.27006796,0
2009,F5event,0,0,0
2010,F5event,.7361437270110346,.1811946,0
2011,F5event,0,0,0
2012,F5event,.5748999089030065,.28357804,0
2013,F5event,0,0,0
2014,F5event,.0536770272524687,.32063663,0
2015,F5event,0,0,0
2016,F5event,.2648518467863483,.17865856,0
2017,F5event,0,0,0
2018,F5event,.380092752373422,.22618006,0
2019,F5event,0,0,0
1970,F6event,0,0,0
1971,F6event,0,0,0
1972,F6event,0,0,0
1973,F6event,0,0,0
1974,F6event,0,0,0
1975,F6event,0,0,0
1976,F6event,-.1960705092641693,.49346444,0
1977,F6event,2.192935440361551,1.5356846,0
1978,F6event,-.5443460775418746,.07880947,0
1979,F6event,-.5806053056446208,.27816164,0
1980,F6event,.0535924573199556,.11508578,0
1981,F6event,-.282611022617719,.23085615,0
1982,F6event,0,0,0
1983,F6event,-.4268739554635029,.26388383,0
1984,F6event,-.3163011005257978,.9619168,0
1985,F6event,-.3377155382766008,.015741484,0
1986,F6event,.3486804898819656,.66672695,0
1987,F6event,-.2707747887839778,.14735082,0
1988,F6event,0,0,0
1989,F6event,0,0,0
1990,F6event,0,0,0
1991,F6event,-.3195162377977292,.3355712,0
1992,F6event,-.3923880150317718,.13282594,0
1993,F6event,-.6232107250626666,.36056146,0
1994,F6event,-.6838655853267432,.17698535,0
1995,F6event,-.3643781107069585,.1935548,0
1996,F6event,-.0267984085572819,.13642099,0
1997,F6event,-1.341897627787091,.33542892,0
1998,F6event,.2046156343916632,.22510786,0
1999,F6event,.1634075810681782,.93445557,0
2000,F6event,.9159794954307033,.45465586,0
2001,F6event,-.0291774802496922,.36743692,0
2002,F6event,-.5486524843387901,.12905179,0
2003,F6event,-.2306792902565276,.76079506,0
2004,F6event,0,0,0
2005,F6event,-1.963603533508138,.12143301,0
2006,F6event,0,0,0
2007,F6event,-1.769371645127046,.1744706,0
2008,F6event,0,0,0
2009,F6event,-.1751464574239327,.20205416,0
2010,F6event,0,0,0
2011,F6event,-2.73279973292343,.29154596,0
2012,F6event,0,0,0
2013,F6event,.072027569200918,.32528791,0
2014,F6event,0,0,0
2015,F6event,-.6512572131931202,.23519759,0
2016,F6event,0,0,0
2017,F6event,.0660234489634516,.16503288,0
2018,F6event,0,0,0
2019,F6event,-.4303814335337552,.82566303,0
1970,F7event,0,0,0
1971,F7event,0,0,0
1972,F7event,0,0,0
1973,F7event,0,0,0
1974,F7event,0,0,0
1975,F7event,0,0,0
1976,F7event,0,0,0
1977,F7event,.7513899644144324,.47993025,0
1978,F7event,0,0,0
1979,F7event,-1.002256364352115,.41557562,0
1980,F7event,.1928493326291542,.13166909,0
1981,F7event,-.2399180428680415,.25509015,0
1982,F7event,-1.850335135874652,.62881273,0
1983,F7event,-.9096907498301953,.40490335,0
1984,F7event,0,0,0
1985,F7event,0,0,0
1986,F7event,.7224772414929623,.39940706,0
1987,F7event,-.0580283027737565,.10380329,0
1988,F7event,-.7292402944142147,.76223421,0
1989,F7event,-.4533928713269329,.20950498,0
1990,F7event,-.9125469271781439,.83481103,0
1991,F7event,-.2879721794704921,.17448324,0
1992,F7event,.1700945045541997,.15875779,0
1993,F7event,-.9749752432867275,.35015449,0
1994,F7event,-.719846370461607,.41817763,0
1995,F7event,.3772806307624248,.24299286,0
1996,F7event,.8320995567236436,.44392666,0
1997,F7event,-1.0860980042521,.40338236,0
1998,F7event,-.2862781046648013,.13384692,0
1999,F7event,-.5282138985696191,.25690305,0
2000,F7event,0,0,0
2001,F7event,.1902376078634395,.35728753,0
2002,F7event,0,0,0
2003,F7event,-.4329245342583485,.20055224,0
2004,F7event,0,0,0
2005,F7event,-1.156710239507796,.26202798,0
2006,F7event,0,0,0
2007,F7event,-1.593370700174746,.43275654,0
2008,F7event,0,0,0
2009,F7event,-.4063467356260639,.1632136,0
2010,F7event,0,0,0
2011,F7event,-.7890359567683676,.71188217,0
2012,F7event,0,0,0
2013,F7event,.0338732755453795,.42474163,0
2014,F7event,0,0,0
2015,F7event,.5021664868257441,.80362046,0
2016,F7event,0,0,0
2017,F7event,-.1052614860792526,.22536521,0
2018,F7event,0,0,0
2019,F7event,.0706965701559212,.42826372,0
