17001372_1|COMPLETED|617|00:00:00|1
17001372_2|COMPLETED|608|00:00:00|1
17002396_1|COMPLETED|593|00:00:00|1
17002396_2|COMPLETED|579|00:00:00|1
17002396_3|COMPLETED|563|00:00:00|1
17002396_4|COMPLETED|619|00:00:00|1
17002396_5|COMPLETED|590|00:00:00|1
17002396_6|COMPLETED|594|00:00:00|1
17002396_7|COMPLETED|528|00:00:00|1
17002396_8|COMPLETED|622|00:00:00|1
17002396_9|COMPLETED|469|00:00:00|1
17002396_10|COMPLETED|607|00:00:00|1
17002396_11|COMPLETED|606|00:00:00|1
17002396_12|COMPLETED|576|00:00:00|1
17002396_13|COMPLETED|459|00:00:00|1
17002396_14|COMPLETED|536|00:00:00|1
17002396_15|COMPLETED|542|00:00:00|1
17002396_16|COMPLETED|557|00:00:00|1
17002396_17|COMPLETED|587|00:00:00|1
17002396_18|COMPLETED|548|00:00:00|1
17002396_19|COMPLETED|444|00:00:00|1
17002396_20|COMPLETED|436|00:00:00|1
17002396_21|COMPLETED|446|00:00:00|1
17002396_22|COMPLETED|454|00:00:00|1
17002396_23|COMPLETED|519|00:00:00|1
17002846_1|COMPLETED|449|00:00:00|1
17002846_2|COMPLETED|431|00:00:00|1
17002846_3|COMPLETED|450|00:00:00|1
17002846_4|COMPLETED|593|00:00:00|1
17002846_5|COMPLETED|590|00:00:00|1
17002846_6|COMPLETED|582|00:00:00|1
17002846_7|COMPLETED|481|00:00:00|1
17002846_8|COMPLETED|530|00:00:00|1
17002846_9|COMPLETED|531|00:00:00|1
17002846_10|COMPLETED|576|00:00:00|1
17002846_11|COMPLETED|551|00:00:00|1
17002846_12|COMPLETED|568|00:00:00|1
17003313_1|COMPLETED|580|00:00:00|1
17003313_2|COMPLETED|489|00:00:00|1
