measurement,own_rate_2534,interpretation
production_whole_nodes,0.3608440847864729,unchanged model age_to_index aggregation
cells_start_at_node,0.3135955102815626,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.36151744791751583,diagnostic uniform density within each four-year cell
