arm,codes_cleaned,entry_rule_applied,baseline_lo,baseline_hi,observations,clusters,never_treated_rows,headline,headline_effect,headline_se,reference_mean_rooms,dropped_unsupported_rows,dropped_cohorts,fitted_unsupported_rows,weights,runtime_seconds
S1c,1,0,-3,-2,285205,29180,74641,Wp3,.7335325620115439,.0331084121046115,5.131023652959073,29818,1968 1969 1970 1971 1978,0,none,447.116
