gap,loss_contribution,model,moment,target,weight
-0.04273852874481965,0.03653163678543551,1.8752614712551803,tfr,1.918,20.0
-0.03305959097569833,0.021858731109609484,0.15494040902430167,childless_rate,0.188,20.0
0.10232284279560777,1.046996415777466,0.6777952527956078,own_rate,0.57547241,100.0
-0.09541244554301156,0.4096590644024166,0.07224922445698845,own_family_gap,0.16766167,45.0
0.20925828284800152,0.6130464051669189,0.8736929528480015,housing_increment_0to1,0.66443467,14.0
0.5423314257242375,1.7647402519685051,4.347619525724237,prime30_55_childless_renter_mean_rooms,3.8052881,6.0
0.25612635078295176,1.6400176891347915,0.8522574707829518,prime30_55_childless_owner_share_rooms_ge6,0.59613112,25.0
0.28742654315074845,0.9913682124910687,0.46665210315074845,young_childless_renter_liquid_wealth_to_annual_gross_income_2535,0.17922556,12.0
-0.38099464057304644,1.741882993744618,2.0377670894269535,prime30_55_childless_owner_minus_renter_mean_rooms,2.41876173,12.0
0.01826250045387956,0.02668151382623609,0.35942859045387954,own_rate_2534,0.34116609,80.0
0.18609444640138678,0.2770491438515089,0.5537940052113868,prime30_55_parent_3plus_minus_1to2_mean_rooms,0.36769955881,8.0
-0.026258291953905832,0.012814847489045546,6.475057482411464,old_total_estate_wealth_to_annual_income_median_7684,6.50131577436537,18.585767349158665
0.003448326028664961,0.11219336334153601,0.611781465677796,old_nonhousing_ge_1x_income_share_6575,0.608333139649131,9435.18732291246
0.18125833024977112,5.256733165589615,0.9455193002497712,old_age_own_rate,0.76426097,160.0
0.15699415903784786,0.1478829958320064,5.936964640979816,aggregate_mean_occupied_rooms_18_85,5.779970481941968,6.0
