coefficient_i,coefficient_j,covariance
Wleft,Wleft,.0030619327801622
Wleft,Wm2,.001161659812127
Wleft,Wm1,.0005241519328045
Wleft,Wp1,.000152997450623
Wleft,Wp2,.0000900715884457
Wleft,Wp3,-.0000129222440087
Wleft,Wp4,-.0001204986566418
Wleft,Wp5,-.0002039742799787
Wleft,Wp6,-.0002589065992878
Wleft,Wright,-.0004472752834641
Wm2,Wleft,.001161659812127
Wm2,Wm2,.0017029418128236
Wm2,Wm1,.0006050544748987
Wm2,Wp1,.0001609054058196
Wm2,Wp2,.0001415985625922
Wm2,Wp3,.000095242620812
Wm2,Wp4,.0000384445536483
Wm2,Wp5,-.0000154597569269
Wm2,Wp6,-.0000583596292929
Wm2,Wright,-.0001707251739194
Wm1,Wleft,.0005241519328045
Wm1,Wm2,.0006050544748987
Wm1,Wm1,.0007983154399084
Wm1,Wp1,.0001000212582836
Wm1,Wp2,.0000948441851293
Wm1,Wp3,.0000774281089695
Wm1,Wp4,.0000474665008092
Wm1,Wp5,.0000303408373262
Wm1,Wp6,8.55559391917e-06
Wm1,Wright,-.000042110053668
Wp1,Wleft,.000152997450623
Wp1,Wm2,.0001609054058196
Wp1,Wm1,.0001000212582836
Wp1,Wp1,.0005263035283533
Wp1,Wp2,.0004746204997357
Wp1,Wp3,.0004931286330898
Wp1,Wp4,.000503096078264
Wp1,Wp5,.0005195346471681
Wp1,Wp6,.0005378109311188
Wp1,Wright,.0005973956024777
Wp2,Wleft,.0000900715884457
Wp2,Wm2,.0001415985625922
Wp2,Wm1,.0000948441851293
Wp2,Wp1,.0004746204997357
Wp2,Wp2,.0007530363641361
Wp2,Wp3,.0007293104574253
Wp2,Wp4,.0007537400141279
Wp2,Wp5,.0007861514989568
Wp2,Wp6,.0008320505258018
Wp2,Wright,.0009644707829339
Wp3,Wleft,-.0000129222440087
Wp3,Wm2,.000095242620812
Wp3,Wm1,.0000774281089695
Wp3,Wp1,.0004931286330898
Wp3,Wp2,.0007293104574253
Wp3,Wp3,.0010332784844325
Wp3,Wp4,.001029419612408
Wp3,Wp5,.0010765718333606
Wp3,Wp6,.0011419114431861
Wp3,Wright,.0013416156298394
Wp4,Wleft,-.0001204986566418
Wp4,Wm2,.0000384445536483
Wp4,Wm1,.0000474665008092
Wp4,Wp1,.000503096078264
Wp4,Wp2,.0007537400141279
Wp4,Wp3,.001029419612408
Wp4,Wp4,.0013571310152695
Wp4,Wp5,.0013663706471638
Wp4,Wp6,.0014480943818614
Wp4,Wright,.0017329221094594
Wp5,Wleft,-.0002039742799787
Wp5,Wm2,-.0000154597569269
Wp5,Wm1,.0000303408373262
Wp5,Wp1,.0005195346471681
Wp5,Wp2,.0007861514989568
Wp5,Wp3,.0010765718333606
Wp5,Wp4,.0013663706471638
Wp5,Wp5,.0016872152458523
Wp5,Wp6,.0017131359988446
Wp5,Wright,.0020323981382326
Wp6,Wleft,-.0002589065992878
Wp6,Wm2,-.0000583596292929
Wp6,Wm1,8.55559391917e-06
Wp6,Wp1,.0005378109311188
Wp6,Wp2,.0008320505258018
Wp6,Wp3,.0011419114431861
Wp6,Wp4,.0014480943818614
Wp6,Wp5,.0017131359988446
Wp6,Wp6,.0022048410660845
Wp6,Wright,.0023684955755243
Wright,Wleft,-.0004472752834641
Wright,Wm2,-.0001707251739194
Wright,Wm1,-.000042110053668
Wright,Wp1,.0005973956024777
Wright,Wp2,.0009644707829339
Wright,Wp3,.0013416156298394
Wright,Wp4,.0017329221094594
Wright,Wp5,.0020323981382326
Wright,Wp6,.0023684955755243
Wright,Wright,.0033688993518934
