arm,baseline_lo,baseline_hi,input_observations,observations,clusters,treated_individuals,control_individuals,control_rows,headline,headline_effect,headline_se,reference_mean_rooms,dropped_unsupported_rows,dropped_cohorts,fitted_unsupported_rows,weights,runtime_seconds
Ashift,-3,-2,285524,279816,27721,12209,59,254,Wp3,.8299595556573508,.0321446493904122,5.059040223018718,15925,1968 1969 1970 1971,0,none,440.258
