coefficient,estimate,standard_error
Wleft,-.0950285956665315,.055334736
Wm2,-.1616351261140938,.041266717
Wm1,-.1494857848989346,.028254477
Wp1,.1947444650259381,.022941306
Wp2,.5614421415944152,.027441507
Wp3,.8299595556573508,.032144651
Wp4,1.028459408039693,.036839258
Wp5,1.128839251014956,.041075725
Wp6,1.25251788837591,.046955734
Wright,1.340251325656204,.058042221
