target_expected,target_observed,target_abs_tolerance,target_pass,se_expected,se_observed,se_abs_tolerance,se_pass,observations_expected,observations_observed,observations_pass,people_expected,people_observed,people_pass
.7202462623815278,.720246262381528,1.00000000000e-09,1,.0852600513385958,.0852600513385958,1.00000000000e-09,1,49457,49457,1,4112,4112,1
