matrix_index,cohort_index,cohort,event_index,event,stata_interaction_name,estimate,marginal_variance
414,14,1983,9,L8event,__0000F1,     .088807413439540503,      .13605176216841131
415,15,1984,9,L8event,__0000F2,      .87324522487109302,         2.3452305293242
416,16,1985,9,L8event,__0000F3,       1.193283732346726,      .51349102092308119
417,17,1986,9,L8event,__0000F4,      1.1551426956533259,      .64551670744910161
418,18,1987,9,L8event,__0000F5,      .32577396782004858,       .1018672396198715
419,19,1988,9,L8event,__0000F6,      .64180065706771261,      .15988298078970009
420,20,1989,9,L8event,__0000F7,      .63299427577907719,      .12404360009672021
421,21,1990,9,L8event,o.__0000F8,                       0,                       0
422,22,1991,9,L8event,__0000F9,      1.1725183015216201,      .12972355104442751
423,23,1992,9,L8event,o.__0000FA,                       0,                       0
424,24,1993,9,L8event,__0000FB,       1.327238051718471,      .25160088348965082
425,25,1994,9,L8event,o.__0000FC,                       0,                       0
426,26,1995,9,L8event,__0000FD,      .75138775867867003,      .34772080895552021
427,27,1996,9,L8event,o.__0000FE,                       0,                       0
428,28,1997,9,L8event,__0000FF,      .92253553189877147,       .2509034422752453
429,29,1998,9,L8event,o.__0000FG,                       0,                       0
430,30,1999,9,L8event,__0000FH,       1.280194841914442,      .21734288644135341
431,31,2000,9,L8event,o.__0000FI,                       0,                       0
432,32,2001,9,L8event,__0000FJ,      .82214437897741732,      .26203037154334657
433,33,2002,9,L8event,o.__0000FK,                       0,                       0
434,34,2003,9,L8event,__0000FL,      1.3539005677188429,      .30792057279044682
435,35,2004,9,L8event,o.__0000FM,                       0,                       0
436,36,2005,9,L8event,__0000FN,      1.2162319132556401,      .24198657895643269
437,37,2006,9,L8event,o.__0000FO,                       0,                       0
438,38,2007,9,L8event,__0000FP,      .76820173708352335,       .1075234419174403
439,39,2008,9,L8event,o.__0000FQ,                       0,                       0
440,40,2009,9,L8event,__0000FR,      .83671145223865662,       .1809759520969984
441,41,2010,9,L8event,o.__0000FS,                       0,                       0
442,42,2011,9,L8event,__0000FT,       1.018770202707612,      .17552726535352159
443,43,2012,9,L8event,o.__0000FU,                       0,                       0
444,44,2013,9,L8event,o.__0000FV,                       0,                       0
445,45,2014,9,L8event,o.__0000FW,                       0,                       0
446,46,2015,9,L8event,o.__0000FX,                       0,                       0
447,47,2016,9,L8event,o.__0000FY,                       0,                       0
448,48,2017,9,L8event,o.__0000FZ,                       0,                       0
449,49,2018,9,L8event,o.__0000G0,                       0,                       0
450,50,2019,9,L8event,o.__0000G1,                       0,                       0
451,1,1970,10,L9event,__0000G2,      .91885000172430298,      .10257191006476429
452,2,1971,10,L9event,__0000G3,      .66341901674737846,      .31681067606582491
453,3,1972,10,L9event,__0000G4,      .98294789222370649,       .1827028828109892
454,4,1973,10,L9event,o.__0000G5,                       0,                       0
455,5,1974,10,L9event,o.__0000G6,                       0,                       0
456,6,1975,10,L9event,o.__0000G7,                       0,                       0
457,7,1976,10,L9event,__0000G8,      1.4073190504527939,      .61790141918465546
458,8,1977,10,L9event,__0000G9,      .55233143115992234,      .14016709462795751
459,9,1978,10,L9event,__0000GA,      1.8913208503442751,      .18337508101484079
460,10,1979,10,L9event,__0000GB,      .65399431704595778,      .14810326892699421
461,11,1980,10,L9event,__0000GC,       1.516574043740051,       .1911144132190481
462,12,1981,10,L9event,__0000GD,      .92016209561455242,       .1377740096144055
463,13,1982,10,L9event,__0000GE,         1.5741397092964,      .30727116234906909
464,14,1983,10,L9event,__0000GF,      .57163853779765228,      .17606757600405229
465,15,1984,10,L9event,__0000GG,      1.0454359829482001,      2.3602208324090141
466,16,1985,10,L9event,__0000GH,      1.1655704675570711,      .53245277837111071
467,17,1986,10,L9event,__0000GI,       1.446009605321845,      .71560926745116016
468,18,1987,10,L9event,__0000GJ,      .43568143047389352,       .1242508525376305
469,19,1988,10,L9event,__0000GK,      .42250941420990262,       .1631669854115006
470,20,1989,10,L9event,o.__0000GL,                       0,                       0
471,21,1990,10,L9event,__0000GM,       2.032883255311825,      .22609964531055241
472,22,1991,10,L9event,o.__0000GN,                       0,                       0
473,23,1992,10,L9event,__0000GO,       1.583411518561453,      .30161587561136088
474,24,1993,10,L9event,o.__0000GP,                       0,                       0
475,25,1994,10,L9event,__0000GQ,      1.1981398521773119,       .1213048297934527
476,26,1995,10,L9event,o.__0000GR,                       0,                       0
477,27,1996,10,L9event,__0000GS,      2.2233200106061259,        .242808355988445
478,28,1997,10,L9event,o.__0000GT,                       0,                       0
479,29,1998,10,L9event,__0000GU,       2.661059957377566,      .37062951052032111
480,30,1999,10,L9event,o.__0000GV,                       0,                       0
481,31,2000,10,L9event,__0000GW,       1.634427496537554,      .31761493453853329
482,32,2001,10,L9event,o.__0000GX,                       0,                       0
483,33,2002,10,L9event,__0000GY,      1.7086602589301789,      .41048119035625252
484,34,2003,10,L9event,o.__0000GZ,                       0,                       0
485,35,2004,10,L9event,__0000H0,        2.69827105659453,      .32812008221927907
486,36,2005,10,L9event,o.__0000H1,                       0,                       0
487,37,2006,10,L9event,__0000H2,      2.3758904560323462,       .1700145995622028
488,38,2007,10,L9event,o.__0000H3,                       0,                       0
489,39,2008,10,L9event,__0000H4,      2.0229478400231651,      .39619874122976312
490,40,2009,10,L9event,o.__0000H5,                       0,                       0
491,41,2010,10,L9event,__0000H6,      2.1349325824647352,      .42198471754637329
492,42,2011,10,L9event,o.__0000H7,                       0,                       0
493,43,2012,10,L9event,o.__0000H8,                       0,                       0
494,44,2013,10,L9event,o.__0000H9,                       0,                       0
495,45,2014,10,L9event,o.__0000HA,                       0,                       0
496,46,2015,10,L9event,o.__0000HB,                       0,                       0
497,47,2016,10,L9event,o.__0000HC,                       0,                       0
498,48,2017,10,L9event,o.__0000HD,                       0,                       0
499,49,2018,10,L9event,o.__0000HE,                       0,                       0
500,50,2019,10,L9event,o.__0000HF,                       0,                       0
501,1,1970,11,L10event,__0000HG,      .93667465151375251,      .19971792966929891
502,2,1971,11,L10event,__0000HH,      .83171848579429175,       .5044822339988998
503,3,1972,11,L10event,o.__0000HI,                       0,                       0
504,4,1973,11,L10event,o.__0000HJ,                       0,                       0
505,5,1974,11,L10event,o.__0000HK,                       0,                       0
506,6,1975,11,L10event,__0000HL,     -.26849488401836141,      .15589633185089169
507,7,1976,11,L10event,__0000HM,      1.5133877404083871,      .63973827111266446
508,8,1977,11,L10event,__0000HN,      .88013479798168148,      .13463629575297531
509,9,1978,11,L10event,__0000HO,      1.7612729503605531,      .18799312651397329
510,10,1979,11,L10event,__0000HP,      .84275925470642432,      .15147863875545131
511,11,1980,11,L10event,__0000HQ,       1.504123843062388,       .2021689687316755
512,12,1981,11,L10event,__0000HR,       1.041223027865368,      .18817083486547481
513,13,1982,11,L10event,__0000HS,      1.2847175954970129,      .34238442941304398
514,14,1983,11,L10event,__0000HT,      .43413903585251618,       .1760344951921648
515,15,1984,11,L10event,__0000HU,      1.2740917180808871,        2.35589190658634
516,16,1985,11,L10event,__0000HV,       1.138002969048886,      .57749902621322025
517,17,1986,11,L10event,__0000HW,       1.228248350647321,      .82287877489834915
518,18,1987,11,L10event,__0000HX,      .51365611249346044,      .14006972733204551
519,19,1988,11,L10event,o.__0000HY,                       0,                       0
520,20,1989,11,L10event,__0000HZ,      .53303301044733287,       .1260834612960664
521,21,1990,11,L10event,o.__0000I0,                       0,                       0
522,22,1991,11,L10event,__0000I1,       1.481948476574932,       .1193936527772556
523,23,1992,11,L10event,o.__0000I2,                       0,                       0
524,24,1993,11,L10event,__0000I3,       1.181419512186352,      .25398332402621682
525,25,1994,11,L10event,o.__0000I4,                       0,                       0
526,26,1995,11,L10event,__0000I5,      1.3232991500764659,      .33508789629996832
527,27,1996,11,L10event,o.__0000I6,                       0,                       0
528,28,1997,11,L10event,__0000I7,      1.0120181229320591,       .2745180905806569
529,29,1998,11,L10event,o.__0000I8,                       0,                       0
530,30,1999,11,L10event,__0000I9,      1.4744354398959949,      .17172121435417681
531,31,2000,11,L10event,o.__0000IA,                       0,                       0
532,32,2001,11,L10event,__0000IB,      .67715757240539565,      .29670608376740198
533,33,2002,11,L10event,o.__0000IC,                       0,                       0
534,34,2003,11,L10event,__0000ID,      1.3637323552633169,      .35295709686089172
535,35,2004,11,L10event,o.__0000IE,                       0,                       0
536,36,2005,11,L10event,__0000IF,       .9935590612722669,      .25733182474982802
537,37,2006,11,L10event,o.__0000IG,                       0,                       0
538,38,2007,11,L10event,__0000IH,      .74276940631645583,        .111928615253921
539,39,2008,11,L10event,o.__0000II,                       0,                       0
540,40,2009,11,L10event,__0000IJ,       1.212638141382991,      .15189189513713039
541,41,2010,11,L10event,o.__0000IK,                       0,                       0
542,42,2011,11,L10event,o.__0000IL,                       0,                       0
543,43,2012,11,L10event,o.__0000IM,                       0,                       0
544,44,2013,11,L10event,o.__0000IN,                       0,                       0
545,45,2014,11,L10event,o.__0000IO,                       0,                       0
546,46,2015,11,L10event,o.__0000IP,                       0,                       0
547,47,2016,11,L10event,o.__0000IQ,                       0,                       0
548,48,2017,11,L10event,o.__0000IR,                       0,                       0
549,49,2018,11,L10event,o.__0000IS,                       0,                       0
550,50,2019,11,L10event,o.__0000IT,                       0,                       0
551,1,1970,12,L11event,o.__0000IU,                       0,                       0
552,2,1971,12,L11event,__0000IV,      .32911088779919168,      .27693670388028091
553,3,1972,12,L11event,__0000IW,      .71045809150738903,      .20988633492809439
554,4,1973,12,L11event,__0000IX,       1.251448528675005,      .28710245119275918
555,5,1974,12,L11event,__0000IY,      .83441219477352202,      .35795608168134502
556,6,1975,12,L11event,__0000IZ,      -.3097092363843692,      .13920893562508019
557,7,1976,12,L11event,__0000J0,      1.6755893577288461,      .78189877396815821
558,8,1977,12,L11event,__0000J1,       .6359168365869986,      .12892618862165439
559,9,1978,12,L11event,__0000J2,       1.431860517357274,       .1417708466131378
560,10,1979,12,L11event,__0000J3,      .69796014519955329,       .1204586104675011
561,11,1980,12,L11event,__0000J4,      1.2346836996839949,      .14021087009768229
562,12,1981,12,L11event,__0000J5,      .73380667893313356,       .1401495754686817
563,13,1982,12,L11event,__0000J6,      1.5392954122186451,      .24841507707162711
564,14,1983,12,L11event,__0000J7,      .81806309484278206,      .17889597198737889
565,15,1984,12,L11event,__0000J8,       1.616787110999216,      2.5019496167932469
566,16,1985,12,L11event,__0000J9,       1.139128937683465,      .51192806569328031
567,17,1986,12,L11event,__0000JA,       1.194752925778519,      .59622164915310261
568,18,1987,12,L11event,__0000JB,      .90548397340745945,      .26940933590260963
569,19,1988,12,L11event,__0000JC,      1.0585291113644011,      .16646066162719059
570,20,1989,12,L11event,__0000JD,      .55637006592481952,      .13864346506506489
571,21,1990,12,L11event,__0000JE,      2.1441074812744492,      .28665569483425979
572,22,1991,12,L11event,__0000JF,      1.4834851313091131,       .1252993674321608
573,23,1992,12,L11event,__0000JG,      1.3233659070030259,       .1394017451412779
574,24,1993,12,L11event,__0000JH,       1.124384579506694,      .27597798035658311
575,25,1994,12,L11event,__0000JI,       1.096853863299057,      .10336679722717559
576,26,1995,12,L11event,__0000JJ,      1.3007960782340111,      .29563356223520959
577,27,1996,12,L11event,__0000JK,       2.144290752951481,      .19900152339026889
578,28,1997,12,L11event,__0000JL,       1.159050240368517,      .26539845193957462
579,29,1998,12,L11event,__0000JM,      2.6308881383721641,      .27895300405144402
580,30,1999,12,L11event,__0000JN,      1.0656473759350329,      .18877539819430139
581,31,2000,12,L11event,__0000JO,      2.0061626212894801,      .33362012415457842
582,32,2001,12,L11event,__0000JP,       1.251249413657467,      .24182174528103931
583,33,2002,12,L11event,__0000JQ,        1.33292990399522,      .33294185370028251
584,34,2003,12,L11event,__0000JR,       1.743901997185497,      .31055707110105418
585,35,2004,12,L11event,__0000JS,       2.420189109136035,      .27916073876170061
586,36,2005,12,L11event,__0000JT,      .98738769557874484,      .19042083562393261
587,37,2006,12,L11event,__0000JU,      2.3171663028706089,       .1149576119072921
588,38,2007,12,L11event,__0000JV,      1.0765113903401491,      .14534934637619251
589,39,2008,12,L11event,__0000JW,        2.09158344349972,      .37458065929124962
590,40,2009,12,L11event,o.__0000JX,                       0,                       0
591,41,2010,12,L11event,o.__0000JY,                       0,                       0
592,42,2011,12,L11event,o.__0000JZ,                       0,                       0
593,43,2012,12,L11event,o.__0000K0,                       0,                       0
594,44,2013,12,L11event,o.__0000K1,                       0,                       0
595,45,2014,12,L11event,o.__0000K2,                       0,                       0
596,46,2015,12,L11event,o.__0000K3,                       0,                       0
597,47,2016,12,L11event,o.__0000K4,                       0,                       0
598,48,2017,12,L11event,o.__0000K5,                       0,                       0
599,49,2018,12,L11event,o.__0000K6,                       0,                       0
600,50,2019,12,L11event,o.__0000K7,                       0,                       0
601,1,1970,13,F1event,o.__0000K8,                       0,                       0
602,2,1971,13,F1event,o.__0000K9,                       0,                       0
603,3,1972,13,F1event,__0000KA,      .67784069894876064,      .17189905565616731
604,4,1973,13,F1event,__0000KB,      .28049245585827509,      .22103556673438721
605,5,1974,13,F1event,__0000KC,      .31544154659390111,       .1699230070011824
606,6,1975,13,F1event,__0000KD,     -.13608074583880411,     .098320617763754697
607,7,1976,13,F1event,__0000KE,      .32748711257194169,       .6302494404743425
608,8,1977,13,F1event,o.__0000KF,                       0,                       0
609,9,1978,13,F1event,__0000KG,      .82656970594952384,      .23985871792432761
610,10,1979,13,F1event,__0000KH,      .18005558116692921,     .088641736095711604
611,11,1980,13,F1event,__0000KI,      .81454267255834767,       .1021094475604413
612,12,1981,13,F1event,__0000KJ,       .2237330426015261,      .12776392530077199
613,13,1982,13,F1event,__0000KK,       .3468845163608853,      .13284677345375889
614,14,1983,13,F1event,o.__0000KL,                       0,                       0
615,15,1984,13,F1event,o.__0000KM,                       0,                       0
616,16,1985,13,F1event,o.__0000KN,                       0,                       0
617,17,1986,13,F1event,__0000KO,     -.72247724149299375,      .39940706350210758
618,18,1987,13,F1event,__0000KP,       .2563486401758423,     .079980867706377107
619,19,1988,13,F1event,__0000KQ,     -.21606670355388069,      .14262502679457359
620,20,1989,13,F1event,__0000KR,     .066144194657484598,     .032229602212091001
621,21,1990,13,F1event,__0000KS,      .81537267229736121,      .20730982825536509
622,22,1991,13,F1event,__0000KT,      .37937938778845343,      .11834102640781149
623,23,1992,13,F1event,__0000KU,     .016812709846948999,     .062382564590405899
624,24,1993,13,F1event,__0000KV,      .15138430198254099,      .15389066751276551
625,25,1994,13,F1event,__0000KW,     .037880093819285199,     .054696275742556401
626,26,1995,13,F1event,__0000KX,     -.55661674790143312,     .096850605917532195
627,27,1996,13,F1event,__0000KY,   .00037143463479019997,     .048893649702631499
628,28,1997,13,F1event,__0000KZ,      .15194535257620259,      .12074273423550121
629,29,1998,13,F1event,__0000L0,      .38871828906494088,      .10789219497515599
630,30,1999,13,F1event,o.__0000L1,                       0,                       0
631,31,2000,13,F1event,__0000L2,      .70472750386407135,      .36555648533335749
632,32,2001,13,F1event,o.__0000L3,                       0,                       0
633,33,2002,13,F1event,__0000L4,      .82505849943150167,      .30000620396509781
634,34,2003,13,F1event,o.__0000L5,                       0,                       0
635,35,2004,13,F1event,__0000L6,       1.003450817082927,       .2330829605320765
636,36,2005,13,F1event,o.__0000L7,                       0,                       0
637,37,2006,13,F1event,__0000L8,       .5408834142147193,      .29219509892695772
638,38,2007,13,F1event,o.__0000L9,                       0,                       0
639,39,2008,13,F1event,__0000LA,      .89143128650918757,      .39507293247054492
640,40,2009,13,F1event,o.__0000LB,                       0,                       0
641,41,2010,13,F1event,__0000LC,      1.0667742407922161,      .13165137577836231
642,42,2011,13,F1event,o.__0000LD,                       0,                       0
643,43,2012,13,F1event,__0000LE,       1.339944945745295,      .27798278909996121
644,44,2013,13,F1event,o.__0000LF,                       0,                       0
645,45,2014,13,F1event,__0000LG,       .9234155612787871,      .11583105725078111
646,46,2015,13,F1event,o.__0000LH,                       0,                       0
647,47,2016,13,F1event,__0000LI,        1.49878255223917,      .31631877451086382
648,48,2017,13,F1event,o.__0000LJ,                       0,                       0
649,49,2018,13,F1event,__0000LK,         1.0469010451315,      .18401380420859259
650,50,2019,13,F1event,o.__0000LL,                       0,                       0
651,1,1970,14,F3event,o.__0000LM,                       0,                       0
652,2,1971,14,F3event,o.__0000LN,                       0,                       0
653,3,1972,14,F3event,o.__0000LO,                       0,                       0
654,4,1973,14,F3event,__0000LP,      .47685851609127972,      .16863667150991851
655,5,1974,14,F3event,__0000LQ,       -.888921841866395,      .18677445680733781
656,6,1975,14,F3event,__0000LR,     -.81230570511420119,      .29746350534257199
657,7,1976,14,F3event,__0000LS,      .16884941979802001,      .41736839535296871
658,8,1977,14,F3event,__0000LT,      .94294473254835687,      .56233014441519114
659,9,1978,14,F3event,__0000LU,      .32286433446031643,      .45381241889697221
660,10,1979,14,F3event,o.__0000LV,                       0,                       0
661,11,1980,14,F3event,__0000LW,    -.066230754579875206,     .065148096594159599
662,12,1981,14,F3event,__0000LX,     -.63851487626048264,      .11047127382414131
663,13,1982,14,F3event,__0000LY,     -.42683957359102409,       .1040061895662793
664,14,1983,14,F3event,__0000LZ,       .1979267999711814,       .1004416685461474
665,15,1984,14,F3event,__0000M0,     -.62707697240690108,      2.1222399388786219
666,16,1985,14,F3event,o.__0000M1,                       0,                       0
667,17,1986,14,F3event,o.__0000M2,                       0,                       0
668,18,1987,14,F3event,o.__0000M3,                       0,                       0
669,19,1988,14,F3event,__0000M4,     -.56553458685464797,      .13573346596426261
670,20,1989,14,F3event,__0000M5,      -.1092310856324855,       .0307440564613332
671,21,1990,14,F3event,__0000M6,       .1806404875493971,       .3219684217268029
672,22,1991,14,F3event,__0000M7,     .056192368974172603,     .064357173869373299
673,23,1992,14,F3event,__0000M8,      -.1729845786349006,       .0618502922782556
674,24,1993,14,F3event,__0000M9,     -.58155412344590718,      .21049742380109421
675,25,1994,14,F3event,__0000MA,      -.1071215697198275,     .074983719639239693
676,26,1995,14,F3event,__0000MB,     -.78611893781287179,       .3290076357926896
677,27,1996,14,F3event,__0000MC,     -.23708292126205549,       .1249199930293733
678,28,1997,14,F3event,__0000MD,      .11249916608637631,      .29578822774003971
679,29,1998,14,F3event,__0000ME,      .38020063407071791,      .29913207752004101
680,30,1999,14,F3event,__0000MF,     -.54140845126592962,      .20079269041846071
681,31,2000,14,F3event,__0000MG,      .78338431726167712,      .56766273837131609
682,32,2001,14,F3event,o.__0000MH,                       0,                       0
683,33,2002,14,F3event,__0000MI,      .19146929876223959,       .1698920810668427
684,34,2003,14,F3event,o.__0000MJ,                       0,                       0
685,35,2004,14,F3event,__0000MK,      .33929658102163263,      .34101086644600731
686,36,2005,14,F3event,o.__0000ML,                       0,                       0
687,37,2006,14,F3event,__0000MM,      .96530054672597843,      .21009593187362671
688,38,2007,14,F3event,o.__0000MN,                       0,                       0
689,39,2008,14,F3event,__0000MO,      .66344214371473476,      .42897492312757501
690,40,2009,14,F3event,o.__0000MP,                       0,                       0
691,41,2010,14,F3event,__0000MQ,      .59638860801285154,      .18112270977610581
692,42,2011,14,F3event,o.__0000MR,                       0,                       0
693,43,2012,14,F3event,__0000MS,       1.116959268826631,      .20304094579027809
694,44,2013,14,F3event,o.__0000MT,                       0,                       0
695,45,2014,14,F3event,__0000MU,       .5128203153879527,      .19976002298942491
696,46,2015,14,F3event,o.__0000MV,                       0,                       0
697,47,2016,14,F3event,__0000MW,      1.6881798341918439,      .23657561722962681
698,48,2017,14,F3event,o.__0000MX,                       0,                       0
699,49,2018,14,F3event,__0000MY,      .47117790762689349,       .1597221120305243
700,50,2019,14,F3event,o.__0000MZ,                       0,                       0
701,1,1970,15,F4event,o.__0000N0,                       0,                       0
702,2,1971,15,F4event,o.__0000N1,                       0,                       0
703,3,1972,15,F4event,o.__0000N2,                       0,                       0
704,4,1973,15,F4event,o.__0000N3,                       0,                       0
705,5,1974,15,F4event,__0000N4,      -1.054163591262657,      .38942770988333608
706,6,1975,15,F4event,__0000N5,    -.099015500792936001,      .26243461402295643
707,7,1976,15,F4event,__0000N6,    -.065024975054587694,      .37033777561714942
708,8,1977,15,F4event,__0000N7,      .43663570857614997,       1.140164403626883
709,9,1978,15,F4event,__0000N8,      2.0706053903936539,      .76763948566688667
710,10,1979,15,F4event,__0000N9,     -1.0413164406449771,       .1301400220802999
711,11,1980,15,F4event,o.__0000NA,                       0,                       0
712,12,1981,15,F4event,__0000NB,     -.58668122390253719,      .10148222832792431
713,13,1982,15,F4event,__0000NC,     -1.0156252219435229,      .17798498171732791
714,14,1983,15,F4event,__0000ND,     -.35956192758674688,      .18272948211817039
715,15,1984,15,F4event,__0000NE,     -.43863106070413449,      2.0064878492801079
716,16,1985,15,F4event,__0000NF,      .63411365363649974,      .31194260265187879
717,17,1986,15,F4event,o.__0000NG,                       0,                       0
718,18,1987,15,F4event,o.__0000NH,                       0,                       0
719,19,1988,15,F4event,o.__0000NI,                       0,                       0
720,20,1989,15,F4event,__0000NJ,     -.45071373054890729,       .1158150165005688
721,21,1990,15,F4event,__0000NK,     .046772223312306897,      .46151699577049021
722,22,1991,15,F4event,__0000NL,       .0514774858786025,      .10905649513590079
723,23,1992,15,F4event,__0000NM,     -.60785818183627405,       .1123217740006351
724,24,1993,15,F4event,__0000NN,     -.20764714589636199,      .28803145602052233
725,25,1994,15,F4event,__0000NO,     -.24695621068608789,     .090394050314222499
726,26,1995,15,F4event,__0000NP,     -1.6205698375138089,      .31373684181802219
727,27,1996,15,F4event,__0000NQ,     -.31820228442350251,      .16199338162906171
728,28,1997,15,F4event,__0000NR,    -.043418666838879197,      .35084118903476652
729,29,1998,15,F4event,__0000NS,     -.56945283343505981,      .14673053991158899
730,30,1999,15,F4event,__0000NT,     -.42264100393204601,       .1891250083921755
731,31,2000,15,F4event,__0000NU,      .90726317322891914,      .34830466793452841
732,32,2001,15,F4event,__0000NV,      .19055426903724021,         .11221571862492
733,33,2002,15,F4event,o.__0000NW,                       0,                       0
734,34,2003,15,F4event,__0000NX,      .50519461645356822,      .55094766267923134
735,35,2004,15,F4event,o.__0000NY,                       0,                       0
736,36,2005,15,F4event,__0000NZ,      -.8410766522905907,      .12768655012952751
737,37,2006,15,F4event,o.__0000O0,                       0,                       0
738,38,2007,15,F4event,__0000O1,      -.9511981115940622,       .1927958293369253
739,39,2008,15,F4event,o.__0000O2,                       0,                       0
740,40,2009,15,F4event,__0000O3,      -.3173676876720043,       .1104956962497905
741,41,2010,15,F4event,o.__0000O4,                       0,                       0
742,42,2011,15,F4event,__0000O5,      -1.177939165209128,      .52019946948778684
743,43,2012,15,F4event,o.__0000O6,                       0,                       0
744,44,2013,15,F4event,__0000O7,     .052626884236929697,       .1106236112089148
745,45,2014,15,F4event,o.__0000O8,                       0,                       0
746,46,2015,15,F4event,__0000O9,     -.46514821262221973,       .1580504059384604
747,47,2016,15,F4event,o.__0000OA,                       0,                       0
748,48,2017,15,F4event,__0000OB,    -.054406631312286402,       .1065087029475906
749,49,2018,15,F4event,o.__0000OC,                       0,                       0
750,50,2019,15,F4event,__0000OD,      -.3658101895650494,      .59063520719820706
751,1,1970,16,F5event,o.__0000OE,                       0,                       0
752,2,1971,16,F5event,o.__0000OF,                       0,                       0
753,3,1972,16,F5event,o.__0000OG,                       0,                       0
754,4,1973,16,F5event,o.__0000OH,                       0,                       0
755,5,1974,16,F5event,o.__0000OI,                       0,                       0
756,6,1975,16,F5event,__0000OJ,     .075592608002073902,      .13262569833428989
757,7,1976,16,F5event,__0000OK,      -1.287494696544812,      .24351147426402139
758,8,1977,16,F5event,__0000OL,      -.1035711942201413,      .35472187378345649
759,9,1978,16,F5event,__0000OM,       1.751451943503181,      2.7675580934463522
760,10,1979,16,F5event,__0000ON,      -.1142525733266858,      .33923629836296898
761,11,1980,16,F5event,__0000OO,    -.099688403021917199,      .16040838436704111
762,12,1981,16,F5event,o.__0000OP,                       0,                       0
763,13,1982,16,F5event,__0000OQ,     -.55627764776781674,      .30519129477315238
764,14,1983,16,F5event,__0000OR,     -.38638216369640122,      .15545139006616179
765,15,1984,16,F5event,__0000OS,   -.0093854289808129009,      1.3938061449889869
766,16,1985,16,F5event,__0000OT,     -.16637162140223979,      .18693219647392009
767,17,1986,16,F5event,__0000OU,     -.92449914329529592,      .38698906538051631
768,18,1987,16,F5event,o.__0000OV,                       0,                       0
769,19,1988,16,F5event,o.__0000OW,                       0,                       0
770,20,1989,16,F5event,o.__0000OX,                       0,                       0
771,21,1990,16,F5event,__0000OY,      -1.426142456633084,       .5619177223711489
772,22,1991,16,F5event,__0000OZ,     -.36586907428243359,      .10764429459820241
773,23,1992,16,F5event,__0000P0,      -.2489084751136211,      .11818027803321079
774,24,1993,16,F5event,__0000P1,     -.70525167305009473,      .35211964801704387
775,25,1994,16,F5event,__0000P2,       -.552303023673131,      .17492569321517021
776,26,1995,16,F5event,__0000P3,     -.98761465478407251,      .22999808522372461
777,27,1996,16,F5event,__0000P4,    -.022755311922295601,      .13769548260319231
778,28,1997,16,F5event,__0000P5,     -.68504856552963023,       .1867111428819416
779,29,1998,16,F5event,__0000P6,      -.9659629111836443,        .162443646176268
780,30,1999,16,F5event,__0000P7,     -1.2968344193072161,      .20383704091130719
781,31,2000,16,F5event,__0000P8,     .099134339420003895,      .66114270000404729
782,32,2001,16,F5event,__0000P9,      -1.240099837999979,      .26072390317204108
783,33,2002,16,F5event,__0000PA,      .75509584002211394,      .23604131874717441
784,34,2003,16,F5event,o.__0000PB,                       0,                       0
785,35,2004,16,F5event,__0000PC,      1.0059322220932061,      .28506098631129922
786,36,2005,16,F5event,o.__0000PD,                       0,                       0
787,37,2006,16,F5event,__0000PE,      .55969086851251659,      .66593269529939791
788,38,2007,16,F5event,o.__0000PF,                       0,                       0
789,39,2008,16,F5event,__0000PG,      .32773808670916449,      .27006795676702638
790,40,2009,16,F5event,o.__0000PH,                       0,                       0
791,41,2010,16,F5event,__0000PI,      .73614372701104491,      .18119461074256571
792,42,2011,16,F5event,o.__0000PJ,                       0,                       0
793,43,2012,16,F5event,__0000PK,      .57489990890301357,      .28357804352590038
794,44,2013,16,F5event,o.__0000PL,                       0,                       0
795,45,2014,16,F5event,__0000PM,     .053677027252458397,      .32063661912606878
796,46,2015,16,F5event,o.__0000PN,                       0,                       0
797,47,2016,16,F5event,__0000PO,      .26485184678633511,      .17865855992233329
798,48,2017,16,F5event,o.__0000PP,                       0,                       0
799,49,2018,16,F5event,__0000PQ,      .38009275237341239,      .22618005698463789
800,50,2019,16,F5event,o.__0000PR,                       0,                       0
801,1,1970,17,F6event,o.__0000PS,                       0,                       0
802,2,1971,17,F6event,o.__0000PT,                       0,                       0
803,3,1972,17,F6event,o.__0000PU,                       0,                       0
804,4,1973,17,F6event,o.__0000PV,                       0,                       0
805,5,1974,17,F6event,o.__0000PW,                       0,                       0
806,6,1975,17,F6event,o.__0000PX,                       0,                       0
807,7,1976,17,F6event,__0000PY,     -.19607050926417899,      .49346444187998412
808,8,1977,17,F6event,__0000PZ,       2.192935440361532,      1.5356846199819469
809,9,1978,17,F6event,__0000Q0,     -.54434607754179676,     .078809473186613896
810,10,1979,17,F6event,__0000Q1,     -.58060530564462287,      .27816164453470282
811,11,1980,17,F6event,__0000Q2,       .0535924573199488,       .1150857829095875
812,12,1981,17,F6event,__0000Q3,     -.28261102261772147,      .23085614430107801
813,13,1982,17,F6event,o.__0000Q4,                       0,                       0
814,14,1983,17,F6event,__0000Q5,     -.42687395546351392,      .26388382379257269
815,15,1984,17,F6event,__0000Q6,     -.31630110052581001,      .96191679674712227
816,16,1985,17,F6event,__0000Q7,     -.33771553827662121,       .0157414841613665
817,17,1986,17,F6event,__0000Q8,     -.37379675161101023,      .25928383684885692
818,18,1987,17,F6event,__0000Q9,     -.27077478878398509,       .1473508235026732
819,19,1988,17,F6event,o.__0000QA,                       0,                       0
