measurement,own_rate_2534,interpretation
production_whole_nodes,0.35040008283885277,unchanged model age_to_index aggregation
cells_start_at_node,0.3053185124690758,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.3514743766236822,diagnostic uniform density within each four-year cell
