"cell","n_unweighted","n_weighted","D_mean_unweighted","D_mean_weighted","ROOMS_out_Y_mean_unweighted","ROOMS_out_Y_mean_weighted","OWNERSHP_out_Y_mean_unweighted","OWNERSHP_out_Y_mean_weighted","BEDROOMS_out_Y_mean_unweighted","BEDROOMS_out_Y_mean_weighted"
"BB",173813,19406301,0.242243100343473,0.244962499551048,6.0004660180769,5.83459047656738,0.599448832941149,0.537054434021198,3.02109738627145,2.96131833676083
"BG",164253,18506860,0.209396479820764,0.212164192088771,6.02297674928312,5.85701323725365,0.596062172380413,0.535372991420479,3.05087273900629,2.98772071545362
"GG",156161,17637416,0.243428256735036,0.245763098177193,5.98567504050307,5.80986097963557,0.595609659261916,0.532421189135642,3.02078623984221,2.95293154053859
"GB",162759,18355920,0.210507560257804,0.214137128512218,6.02922744196906,5.85976855886037,0.59948144188647,0.538236056814368,3.05473122838061,2.99346919141073
