moment,target,model,gap,weight,loss_contribution
initial_normalization,2.1,2.100157146332048,0.0001571463320479971,,
cps_childlessness,0.19827875100684264,0.17736887284396025,-0.020909878162882395,35532.3042455214,15.535540829218036
cps_exactly_one,0.21365532522014702,0.2356371059539175,0.021981780733770467,26952.820824310795,13.023567558528223
nchs_mean_age,25.976263860992496,26.315822847259145,0.33955898626664904,139.82806784479274,16.122218891659553
nchs_share30,0.2492780130410667,0.24596727888971634,-0.0033107341513503585,13866.065434728798,0.15198539719712875
wealth_earnings,6.92658379107299,6.21573642022992,-0.7108473708430703,7.595098472533724,3.837833521862737
bequest_wealth,0.007291023472616158,0.006883514394190467,-0.00040750907842569076,5165289.256198346,0.8577667820214655
old_dispersion,3.51593508651872,2.9093485892330944,-0.6065864972856256,10.616361531535473,3.906260273473502
mean_rooms,5.607885960068579,6.544342854778511,0.9364568947099325,128.02070205233477,112.26794869934255
ownership_30_55,0.6762604168538028,0.761608661939956,0.08534824508615324,2339.3623724673616,17.040670993066712
first_birth_rooms,1.465,0.7852985129496162,-0.6797014870503839,137.5652749002964,63.554346950609784
family_rooms,0.38509964969278165,0.22849212340374336,-0.1566075262890383,280.52808370152104,6.8802085784900076
recent_parent_ownership,0.12760836356692162,0.08481635945937993,-0.04279200410754169,27055.822957508266,49.54342214169366
