arm,design,outcome,baseline_lo,baseline_hi,input_observations,observations,clusters,treated_individuals,control_individuals,control_rows,headline,headline_effect,headline_se,reference_mean_rooms,dropped_unsupported_rows,dropped_cohorts,fitted_unsupported_rows,weights,runtime_seconds
H_nbhd_c,H,nbhd_c,-3,-2,20496,19456,4327,3105,1222,4818,Wp3,-.0168861938133445,.0143872609963161,.0539806931034227,1627,1968 1969 1970 1985 1986,0,pw=IW,69.351
