coefficient,estimate,standard_error
Wleft,-.0064028736681174,.019406984
Wm2,.0289954444381785,.017916493
Wm1,-.0028242659191651,.014892839
Wp1,-.0173288526672485,.011600385
Wp2,-.0111894135992379,.013978534
Wp3,-.0168861938133445,.014387261
Wp4,.022432062713089,.018238364
Wp5,.0138192773096021,.018584028
Wp6,.0035050155680246,.022065507
Wright,.0188222103639319,.019477472
