candidate,period,calendar_year,period_tfr_explicit_states,period_tfr_topcode_adjusted,period_first_birth_mean_age,period_first_birth_share_age30plus,role,denominator
task_001,0,2007.0,1.90414650619477,2.100002643227124,29.332549684523666,0.40232254151700503,untargeted_current-rate_diagnostic,model pre-fertility adult-household mass by age
task_001,1,2011.0,1.8380018228785076,2.029307247806556,29.47782509332837,0.41622531484831915,untargeted_current-rate_diagnostic,model pre-fertility adult-household mass by age
task_001,2,2015.0,1.7733667987217128,1.9586334506809602,29.629572226227758,0.42798213617164665,untargeted_current-rate_diagnostic,model pre-fertility adult-household mass by age
task_001,3,2019.0,1.7106241674598146,1.8880635677797473,29.722021450721314,0.43190944745687093,untargeted_current-rate_diagnostic,model pre-fertility adult-household mass by age
task_001,4,2023.0,1.648918571781068,1.8170115280532926,29.80743567699856,0.4414878659959705,untargeted_current-rate_diagnostic,model pre-fertility adult-household mass by age
