candidate,period,calendar_year,age_index,age_cell_start,age_cell_midpoint,age,age_mass,birth_flow_first,birth_flow_second,birth_flow_third_bin_entry,birth_flow_explicit,birth_flow_topcode_adjusted,childless_at_risk_mass,first_birth_hazard,first_birth_rate_all_households,age_specific_birth_rate_explicit,age_specific_birth_rate_topcode_adjusted
task_001,0,2007.0,0,18.0,20.0,20.0,0.016622662021820014,0.00473318743148318,0.0,0.0,0.00473318743148318,0.00473318743148318,0.01662266202182001,0.2847430468880426,0.28474304688804253,0.28474304688804253,0.28474304688804253
task_001,0,2007.0,1,22.0,24.0,24.0,0.045296767195711546,0.010099582712715452,0.003471505874984366,0.0,0.013571088587699818,0.013571088587699818,0.032398827690226305,0.31172679484826465,0.22296475748652603,0.29960391056306235,0.29960391056306235
task_001,0,2007.0,2,26.0,28.0,28.0,0.06359694782099147,0.010162582414180643,0.008388006669541174,0.0007846860077751403,0.01933527509149696,0.01980793810159894,0.031308281077871904,0.32459726514220427,0.15979670035086613,0.30402834969251397,0.3114605146988033
task_001,0,2007.0,3,30.0,32.0,32.0,0.06696559869635436,0.006987517732285853,0.010564011005829484,0.0024935930385331273,0.020045121776648463,0.021547161038064946,0.022265759904902146,0.3138234563801007,0.10434488555787759,0.2993346160845976,0.32176462926535415
task_001,0,2007.0,4,34.0,36.0,36.0,0.07884514768615884,0.0049442528301008315,0.011776142456499035,0.005689403544617647,0.022409798831217513,0.025836864661929356,0.01798856851779942,0.27485526851169767,0.06270839709478772,0.28422546585135666,0.3276912456905066
task_001,0,2007.0,5,38.0,40.0,40.0,0.08072893564675247,0.002952718907468312,0.00889017627041378,0.008446243349690397,0.02028913852757249,0.02537681278983936,0.013355973736009755,0.2210785200563347,0.03657571952129524,0.251324241612105,0.3143459354014189
task_001,0,2007.0,6,42.0,44.0,44.0,0.08968295548613242,0.001940963162949697,0.005421816910208026,0.008859689530611649,0.01622246960376937,0.021559187068607794,0.011557127964395647,0.16794511308772161,0.021642497756999387,0.18088687550309193,0.240393360719936
task_001,0,2007.0,7,46.0,48.0,48.0,0.09115500500154541,0.0,0.0,0.0,0.0,0.0,0.009774003831832224,0.0,0.0,0.0,0.0
task_001,0,2007.0,8,50.0,52.0,52.0,0.08684345526254357,0.0,0.0,0.0,0.0,0.0,0.009311702242693795,0.0,0.0,0.0,0.0
task_001,0,2007.0,9,54.0,56.0,56.0,0.07812470544072846,0.0,0.0,0.0,0.0,0.0,0.008376843052397123,0.0,0.0,0.0,0.0
task_001,0,2007.0,10,58.0,60.0,60.0,0.07104778040230673,0.0,0.0,0.0,0.0,0.0,0.007618026875029844,0.0,0.0,0.0,0.0
task_001,0,2007.0,11,62.0,64.0,64.0,0.05661696446968036,0.0,0.0,0.0,0.0,0.0,0.006070697134665099,0.0,0.0,0.0,0.0
task_001,0,2007.0,12,66.0,68.0,68.0,0.045052321365548646,0.0,0.0,0.0,0.0,0.0,0.004830689896317677,0.0,0.0,0.0,0.0
task_001,0,2007.0,13,70.0,72.0,72.0,0.03889108604181298,0.0,0.0,0.0,0.0,0.0,0.004170057628653051,0.0,0.0,0.0,0.0
task_001,0,2007.0,14,74.0,76.0,76.0,0.03548381308904294,0.0,0.0,0.0,0.0,0.0,0.003804716209431191,0.0,0.0,0.0,0.0
task_001,0,2007.0,15,78.0,80.0,80.0,0.03128817505209686,0.0,0.0,0.0,0.0,0.0,0.0033548431360948,0.0,0.0,0.0,0.0
task_001,0,2007.0,16,82.0,84.0,84.0,0.02375767932077308,0.0,0.0,0.0,0.0,0.0,0.0025473932968636858,0.0,0.0,0.0,0.0
task_001,1,2011.0,0,18.0,20.0,20.0,0.01465792862605565,0.0040021391656521,0.0,0.0,0.0040021391656521,0.0040021391656521,0.01465792862605565,0.2730357929658611,0.2730357929658611,0.2730357929658611,0.2730357929658611
task_001,1,2011.0,1,22.0,24.0,24.0,0.04134496063508258,0.008805177808031845,0.0030880272263708246,0.0,0.01189320503440267,0.01189320503440267,0.02957227057038298,0.29775115803418717,0.21296858608108962,0.28765791167088184,0.28765791167088184
task_001,1,2011.0,2,26.0,28.0,28.0,0.0612023480261575,0.009302219648653616,0.00785455176896922,0.0007374881968651124,0.017894259614487946,0.018338492578490073,0.030129438287228878,0.30874188758429644,0.1519912217204135,0.29237864545393016,0.29963707553593066
task_001,1,2011.0,3,30.0,32.0,32.0,0.07031966961099521,0.006959238008105699,0.010770173539528227,0.0025533788901850496,0.020282790437818974,0.021820842270280822,0.02338097337485168,0.2976453501970529,0.09896573812994067,0.2884369416128137,0.3103092262946142
task_001,1,2011.0,4,34.0,36.0,36.0,0.07175728257680876,0.004280594167993042,0.010395832496535223,0.005043337645356791,0.019719764309885056,0.0227576662589384,0.016371467771511567,0.26146673149501104,0.059653794211216235,0.27481202745905386,0.31714782725472734
task_001,1,2011.0,5,38.0,40.0,40.0,0.0800586889808318,0.002814557536367747,0.008577389065652665,0.008166003260936508,0.01955794986295692,0.024476818867338247,0.013245086644597401,0.2124982351486383,0.035156178201239695,0.24429515536582944,0.3057359442046154
task_001,1,2011.0,6,42.0,44.0,44.0,0.08096598004711411,0.001709481308065719,0.004803129434660651,0.007849567832441241,0.014362178575167611,0.019090439717737356,0.010433801909125245,0.1638406903787039,0.021113575196285796,0.17738534835013742,0.2357834698799252
task_001,1,2011.0,7,46.0,48.0,48.0,0.08846233054004123,0.0,0.0,0.0,0.0,0.0,0.009485284517910048,0.0,0.0,0.0,0.0
task_001,1,2011.0,8,50.0,52.0,52.0,0.0915921888908941,0.0,0.0,0.0,0.0,0.0,0.009820880435148088,0.0,0.0,0.0,0.0
task_001,1,2011.0,9,54.0,56.0,56.0,0.08716677923891585,0.0,0.0,0.0,0.0,0.0,0.009346370331230489,0.0,0.0,0.0,0.0
task_001,1,2011.0,10,58.0,60.0,60.0,0.07859687693173655,0.0,0.0,0.0,0.0,0.0,0.008427471166149789,0.0,0.0,0.0,0.0
task_001,1,2011.0,11,62.0,64.0,64.0,0.07182458799978644,0.0,0.0,0.0,0.0,0.0,0.007701319289244229,0.0,0.0,0.0,0.0
task_001,1,2011.0,12,66.0,68.0,68.0,0.05526612180335827,0.0,0.0,0.0,0.0,0.0,0.005925854386901875,0.0,0.0,0.0,0.0
task_001,1,2011.0,13,70.0,72.0,72.0,0.04459728435425264,0.0,0.0,0.0,0.0,0.0,0.004781899009935555,0.0,0.0,0.0,0.0
task_001,1,2011.0,14,74.0,76.0,76.0,0.03620940802925414,0.0,0.0,0.0,0.0,0.0,0.003882517397921705,0.0,0.0,0.0,0.0
task_001,1,2011.0,15,78.0,80.0,80.0,0.030875476226270796,0.0,0.0,0.0,0.0,0.0,0.0033105919191163246,0.0,0.0,0.0,0.0
task_001,1,2011.0,16,82.0,84.0,84.0,0.02471126046257413,0.0,0.0,0.0,0.0,0.0,0.0026496400767719985,0.0,0.0,0.0,0.0
task_001,2,2015.0,0,18.0,20.0,20.0,0.013218208448327808,0.0034513482212446154,0.0,0.0,0.0034513482212446154,0.0034513482212446154,0.013218208448327804,0.2611055979890554,0.26110559798905536,0.26110559798905536,0.26110559798905536
task_001,2,2015.0,1,22.0,24.0,24.0,0.04111858412245233,0.008476491607208168,0.002868308465354752,0.0,0.01134480007256292,0.01134480007256292,0.02989173890094508,0.28357305124661614,0.20614745833574744,0.2759044435668742,0.2759044435668742
task_001,2,2015.0,2,26.0,28.0,28.0,0.060909895525499656,0.00895607467781302,0.00745449582416011,0.0006977159654661515,0.017108286467439282,0.017528562253123922,0.030594331959523983,0.2927364026010381,0.14703808963296613,0.28087860469694903,0.2877785637603937
task_001,2,2015.0,3,30.0,32.0,32.0,0.07263176030201389,0.0069599362832140675,0.01068588321504324,0.002526145111007273,0.02017196460926458,0.021693611918241783,0.02471665876721116,0.28158888095534335,0.09582497042992756,0.27772925405341253,0.29867941831557504
task_001,2,2015.0,4,34.0,36.0,36.0,0.07587591337913706,0.0043997205532014215,0.010628773401164478,0.005129602507306299,0.020158096461672197,0.023247960863109138,0.017719283624556652,0.24830126580873585,0.05798573430301762,0.26567187878116394,0.3063944778752598
task_001,2,2015.0,5,38.0,40.0,40.0,0.07473196898050455,0.002569108837207874,0.00781738708148528,0.007377107724819771,0.017763603643512926,0.02220727398873349,0.012592098789668698,0.20402546709018218,0.03437764148671209,0.23769751935944505,0.29715895742726567
task_001,2,2015.0,6,42.0,44.0,44.0,0.08151652078379289,0.0016965196665906094,0.004773091512450268,0.007745198979378308,0.014214810158419185,0.0188802037389822,0.010620464232689798,0.15974063180484338,0.020811973453704016,0.1743795002748127,0.23161199174653638
task_001,2,2015.0,7,46.0,48.0,48.0,0.0815780038028155,0.0,0.0,0.0,0.0,0.0,0.008790267946563063,0.0,0.0,0.0,0.0
task_001,2,2015.0,8,50.0,52.0,52.0,0.08986228817884505,0.0,0.0,0.0,0.0,0.0,0.009635393569254308,0.0,0.0,0.0,0.0
task_001,2,2015.0,9,54.0,56.0,56.0,0.09060565520316269,0.0,0.0,0.0,0.0,0.0,0.009715100351607567,0.0,0.0,0.0,0.0
task_001,2,2015.0,10,58.0,60.0,60.0,0.08649200299459081,0.0,0.0,0.0,0.0,0.0,0.009274018126350848,0.0,0.0,0.0,0.0
task_001,2,2015.0,11,62.0,64.0,64.0,0.07819543501328066,0.0,0.0,0.0,0.0,0.0,0.008384426959753891,0.0,0.0,0.0,0.0
task_001,2,2015.0,12,66.0,68.0,68.0,0.06976211327371258,0.0,0.0,0.0,0.0,0.0,0.007480172508820049,0.0,0.0,0.0,0.0
task_001,2,2015.0,13,70.0,72.0,72.0,0.05370836035354219,0.0,0.0,0.0,0.0,0.0,0.00575882498045772,0.0,0.0,0.0,0.0
task_001,2,2015.0,14,74.0,76.0,76.0,0.040989768748559134,0.0,0.0,0.0,0.0,0.0,0.004395086773428927,0.0,0.0,0.0,0.0
task_001,2,2015.0,15,78.0,80.0,80.0,0.032030851686753896,0.0,0.0,0.0,0.0,0.0,0.003434475892111277,0.0,0.0,0.0,0.0
task_001,2,2015.0,16,82.0,84.0,84.0,0.024628582163955325,0.0,0.0,0.0,0.0,0.0,0.0026407749792674777,0.0,0.0,0.0,0.0
task_001,3,2019.0,0,18.0,20.0,20.0,0.013264906903257455,0.003307227271094802,0.0,0.0,0.003307227271094802,0.003307227271094802,0.013264906903257457,0.24932155914962717,0.2493215591496272,0.2493215591496272,0.2493215591496272
task_001,3,2019.0,1,22.0,24.0,24.0,0.040447008654222405,0.008057196726264938,0.0026266351343782715,0.0,0.010683831860643209,0.010683831860643209,0.029886068272693165,0.2695970795739224,0.19920377289567046,0.26414393093883065,0.26414393093883065
task_001,3,2019.0,2,26.0,28.0,28.0,0.06510089738007475,0.009392540566839545,0.007487103162765226,0.0006791786660778005,0.017558822395682572,0.01796793206442204,0.03390563771083813,0.27702002383624735,0.1442766681387451,0.2697170561746627,0.276001296257422
task_001,3,2019.0,3,30.0,32.0,32.0,0.07409617669954414,0.0069999744625986885,0.010396328645600392,0.002413552815398112,0.019809855923597193,0.021263682202468593,0.02632268732663698,0.26592932460642554,0.09447146633466924,0.2673532806412543,0.28697408084484083
task_001,3,2019.0,4,34.0,36.0,36.0,0.07834517066626515,0.004512497615920036,0.010588973222400745,0.0050235926189783125,0.020125063457299093,0.02315107180367555,0.019153514216062397,0.23559632791228433,0.05759764868140219,0.2568768857882493,0.29550094290169476
task_001,3,2019.0,5,38.0,40.0,40.0,0.07850247317205794,0.0026982190321548694,0.008035353124569416,0.007434642664655909,0.018168214821380195,0.02264654187970578,0.013780639943638609,0.19579780352656379,0.03437113409460416,0.23143493557916292,0.2884818906287217
task_001,3,2019.0,6,42.0,44.0,44.0,0.07519972009672658,0.0015704709869385422,0.004372986333809757,0.0069740888413813516,0.012917546162129652,0.01711845428566354,0.010085724345814926,0.15571226548445274,0.020884000431364694,0.1717765191880275,0.22763986705861022
task_001,3,2019.0,7,46.0,48.0,48.0,0.0804058851453712,0.0,0.0,0.0,0.0,0.0,0.008802358772506538,0.0,0.0,0.0,0.0
task_001,3,2019.0,8,50.0,52.0,52.0,0.08038966972346528,0.0,0.0,0.0,0.0,0.0,0.008662221482067946,0.0,0.0,0.0,0.0
task_001,3,2019.0,9,54.0,56.0,56.0,0.08676191546196715,0.0,0.0,0.0,0.0,0.0,0.009302959219496138,0.0,0.0,0.0,0.0
task_001,3,2019.0,10,58.0,60.0,60.0,0.08999608966251432,0.0,0.0,0.0,0.0,0.0,0.009649740298915492,0.0,0.0,0.0,0.0
task_001,3,2019.0,11,62.0,64.0,64.0,0.08634760128610242,0.0,0.0,0.0,0.0,0.0,0.009258534798231128,0.0,0.0,0.0,0.0
task_001,3,2019.0,12,66.0,68.0,68.0,0.07477231736358958,0.0,0.0,0.0,0.0,0.0,0.008017386608823162,0.0,0.0,0.0,0.0
task_001,3,2019.0,13,70.0,72.0,72.0,0.06653563016232768,0.0,0.0,0.0,0.0,0.0,0.007134216098709122,0.0,0.0,0.0,0.0
task_001,3,2019.0,14,74.0,76.0,76.0,0.049417291504201,0.0,0.0,0.0,0.0,0.0,0.00529871943413688,0.0,0.0,0.0,0.0
task_001,3,2019.0,15,78.0,80.0,80.0,0.03624539729406033,0.0,0.0,0.0,0.0,0.0,0.003886376310683901,0.0,0.0,0.0,0.0
task_001,3,2019.0,16,82.0,84.0,84.0,0.025555006839105512,0.0,0.0,0.0,0.0,0.0,0.00274010993432176,0.0,0.0,0.0,0.0
task_001,4,2023.0,0,18.0,20.0,20.0,0.014337122049139199,0.0034087330564378402,0.0,0.0,0.0034087330564378402,0.0034087330564378402,0.014337122049139197,0.23775573959367258,0.23775573959367255,0.23775573959367255,0.23775573959367255
task_001,4,2023.0,1,22.0,24.0,24.0,0.04474122812786881,0.008591372135948083,0.0026969535765290847,0.0,0.011288325712477168,0.011288325712477168,0.033586275372759426,0.2558000862136748,0.19202360988827247,0.25230254476286484,0.25230254476286484
task_001,4,2023.0,2,26.0,28.0,28.0,0.0651027153952717,0.009192693018826144,0.007011596050961972,0.0006157081382480783,0.016819997208036196,0.017190874806317546,0.035135325428786855,0.2616367688825914,0.14120291239793348,0.25836091637519937,0.264057723275335
task_001,4,2023.0,3,30.0,32.0,32.0,0.07781168019051302,0.007349039545259477,0.010353310313816456,0.0023149391574403184,0.020017289016516254,0.021411714429378004,0.029299216327417152,0.2508271710456129,0.0944464831920631,0.25725301095550446,0.2751735263517491
task_001,4,2023.0,4,34.0,36.0,36.0,0.08156435185026376,0.00475008796255707,0.01062077248582221,0.004883925824782142,0.02025478627316142,0.02319666501011202,0.02127025470065496,0.22332069029764856,0.05823730410164118,0.24832890611753108,0.2843970985351122
task_001,4,2023.0,5,38.0,40.0,40.0,0.08281187458056473,0.0029072388806290848,0.008311097403370632,0.007450667958598609,0.018669004242598326,0.02315698428772076,0.015475746878997205,0.18785774304532096,0.03510654595556505,0.2254387349296859,0.27963362023875155
task_001,4,2023.0,6,42.0,44.0,44.0,0.08147983007378434,0.0017459343891122847,0.004729949961282251,0.007333212878645864,0.0138090972290404,0.018226327100090478,0.0115027429861314,0.1517841780188707,0.021427810877013953,0.16947871904660974,0.22369127529580712
task_001,4,2023.0,7,46.0,48.0,48.0,0.07516298442006586,0.0,0.0,0.0,0.0,0.0,0.008511093588152855,0.0,0.0,0.0,0.0
task_001,4,2023.0,8,50.0,52.0,52.0,0.08066019718385618,0.0,0.0,0.0,0.0,0.0,0.008830199344112583,0.0,0.0,0.0,0.0
task_001,4,2023.0,9,54.0,56.0,56.0,0.07858640289692315,0.0,0.0,0.0,0.0,0.0,0.008467914219748053,0.0,0.0,0.0,0.0
task_001,4,2023.0,10,58.0,60.0,60.0,0.08646102535793113,0.0,0.0,0.0,0.0,0.0,0.009270696580382144,0.0,0.0,0.0,0.0
task_001,4,2023.0,11,62.0,64.0,64.0,0.08806977795656336,0.0,0.0,0.0,0.0,0.0,0.00944319346152566,0.0,0.0,0.0,0.0
task_001,4,2023.0,12,66.0,68.0,68.0,0.08000900833913667,0.0,0.0,0.0,0.0,0.0,0.008578885537600781,0.0,0.0,0.0,0.0
task_001,4,2023.0,13,70.0,72.0,72.0,0.0696275794860756,0.0,0.0,0.0,0.0,0.0,0.007465747258600624,0.0,0.0,0.0,0.0
task_001,4,2023.0,14,74.0,76.0,76.0,0.057175494945479265,0.0,0.0,0.0,0.0,0.0,0.006130585003801666,0.0,0.0,0.0,0.0
task_001,4,2023.0,15,78.0,80.0,80.0,0.03952768832538073,0.0,0.0,0.0,0.0,0.0,0.004238316668941693,0.0,0.0,0.0,0.0
