arm,age_index,age_years,surviving_mass,explicit_birth_flow,exact_first_birth_flow,childless_share,mean_rooms,ownership
candidate_phi1,0,18.0,0.9999999999999993,0.18809866032883588,0.1880986603288357,0.8119013396711651,4.041025744823711,0.09905614223476335
candidate_phi1,1,22.0,0.9999999999999839,0.23854181506734762,0.17921912009703933,0.6326822195741352,4.771427188195158,0.2059656670674414
candidate_phi1,2,26.0,0.9999999999999898,0.27247665450265274,0.15081434677703814,0.48186787279709975,5.498356274554323,0.3151477764029179
candidate_phi1,3,30.0,0.9999999999999964,0.2846903122315067,0.10870909086142272,0.3731587819356785,5.993715184565776,0.38763449838625397
candidate_phi1,4,34.0,1.0000000000000007,0.2761933623335799,0.06986676307121831,0.30329201886446033,6.3952626196593325,0.4525959369159707
candidate_phi1,5,38.0,1.0000000000000009,0.24102907438679103,0.04352318279147899,0.25976883607298146,6.713688141723551,0.5172636643994505
candidate_phi1,6,42.0,1.0000000000000004,0.16715946437187765,0.028924562215209976,0.2308442738577716,6.952484403956544,0.5830972682719193
candidate_phi1,7,46.0,1.0000000000000007,0.0,0.0,0.23084427385777154,7.058437183964263,0.6372075389062694
candidate_phi1,8,50.0,1.0,0.0,0.0,0.23084427385777168,7.154469777309397,0.6894104524093931
candidate_phi1,9,54.0,1.0000000000000022,0.0,0.0,0.2308442738577712,7.251576772139909,0.7446867546847243
candidate_phi1,10,58.0,1.0,0.0,0.0,0.23084427385777173,7.3491094572603695,0.8033556182930371
candidate_phi1,11,62.0,1.0,0.0,0.0,0.23084427385777173,7.453680332869807,0.8657265176131526
candidate_phi1,12,66.0,1.0000000000000004,0.0,0.0,0.23084427385777168,7.659711638374878,0.9186378990001202
candidate_phi1,13,70.0,0.9391263063710131,0.0,0.0,0.23084427385777168,7.683667023027609,0.9570120915084435
candidate_phi1,14,74.0,0.8625852907341249,0.0,0.0,0.23084427385777168,7.689107566506612,0.9778458670378153
candidate_phi1,15,78.0,0.7633467444960476,0.0,0.0,0.23084427385777156,7.689073119964729,0.9885030801660644
candidate_phi1,16,82.0,0.6336135272169514,0.0,0.0,0.23084427385777168,7.67948915527436,0.9953784329535335
