measurement,own_rate_2534,interpretation
production_whole_nodes,0.3851260705682949,unchanged model age_to_index aggregation
cells_start_at_node,0.34696907031390894,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.38537691335007995,diagnostic uniform density within each four-year cell
