measurement,own_rate_2534,interpretation
production_whole_nodes,0.38969588165543206,unchanged model age_to_index aggregation
cells_start_at_node,0.34240037248752797,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.3901256450769898,diagnostic uniform density within each four-year cell
