candidate,theta,new_psi_child,transition_loss,terminal_tfr,terminal_childless_rate,terminal_mean_age_first_birth,terminal_share_first_births_age30plus,terminal_first_birth_housing_response,terminal_synthetic_childless_consistency_gap,terminal_population_index,census_household_population_target_index,population_target_gap,terminal_housing_cost_index,policy_case,post_2023_periods,endpoint_year,endpoint_population_index,endpoint_housing_cost_index,endpoint_owner_rate,endpoint_dependent_child_owner_rate,endpoint_topcode_adjusted_births,model_solve_count,elapsed_seconds,max_market_residual,max_mass_residual
task_001,"{'H0': 14.427261788151577, 'alpha_cons': 0.733, 'beta': 0.9828784982191298, 'chi': 1.049869529311166, 'delta_alpha': 0.0, 'delta_alpha_jump': 0.0, 'hbar_child_rooms': 0.2337413868034396, 'kappa_fert': 2.238195772180536, 'kappa_fert_continuation': 1.766446315263779, 'psi_child': 0.0, 'tenure_choice_kappa': 0.005, 'theta0': 0.5663517884297847, 'theta1': 0.10437601132166745, 'theta_n': 0.0, 'first_birth_fixed_cost': 4.555364635392782, 'hbar_first_child_jump': 0.606177699084433}",-0.027397439001986934,19.284439900685427,1.9276085272075165,0.1875260675012742,26.325894017851287,0.24194080536297635,0.508447315801007,0.0,1.1292476712477622,1.1292476712477624,-2.220446049250313e-16,1.137822751885434,none,0,2023,1.1292476712477622,1.137822751885434,0.6543757601429483,0.6220043919201955,0.09733565397453312,52,211.6540803005919,4.06494888811978e-05,1.5543122344752192e-15
