measurement,own_rate_2534,interpretation
production_whole_nodes,0.3354163613578602,unchanged model age_to_index aggregation
cells_start_at_node,0.2926959711961879,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.3348721996311858,diagnostic uniform density within each four-year cell
