age,tenure,income_index,parity,dependent_children,wealth,mass,consumption,saving,excess_expenditure,resources
50.0,0,0,1,1,-0.39534883720930214,2.4566594502356293e-10,0.04,-0.15813953488372087,0.017509296715300132,-0.03030038318995104
50.0,0,0,2,1,-0.39534883720930214,2.4157268350818927e-10,0.04,-0.15813953488372087,0.017509296715300132,-0.03030038318995104
50.0,0,0,3,1,-0.39534883720930214,7.472600085874165e-11,0.04,-0.15813953488372087,0.017509296715300132,-0.03030038318995104
46.0,0,0,1,1,-0.5348837209302326,5.614841990744334e-10,0.04,-0.32093023255813957,0.008893869731114223,-0.18133742877134668
46.0,0,0,2,1,-0.5348837209302326,5.369795518124926e-10,0.04,-0.32093023255813957,0.008893869731114223,-0.18133742877134668
46.0,0,0,3,1,-0.5348837209302326,1.5199908485344324e-10,0.04,-0.32093023255813957,0.008893869731114223,-0.18133742877134668
